REGION_ID,COUNTRY_ID,COUNTRY_NAME_EN
AIMS: East Asia,JPN,Japan
AIMS: East Asia,KHM,Cambodia
AIMS: East Asia,KOR,Republic of Korea
AIMS: East Asia,PRK,Democratic People's Republic of Korea
AIMS: East Asia,LAO,Lao People's Democratic Republic
AIMS: East Asia,MAC,"China, Macao Special Administrative Region"
AIMS: East Asia,MYS,Malaysia
AIMS: East Asia,PHL,Philippines
AIMS: East Asia,TLS,Timor-Leste
AIMS: East Asia,SGP,Singapore
AIMS: East Asia,THA,Thailand
AIMS: East Asia,VNM,Viet Nam
AIMS: East Asia and the Pacific,AUS,Australia
AIMS: East Asia and the Pacific,SLB,Solomon Islands
AIMS: East Asia and the Pacific,PLW,Palau
AIMS: East Asia and the Pacific,BRN,Brunei Darussalam
AIMS: East Asia and the Pacific,MMR,Myanmar
AIMS: East Asia and the Pacific,CHN,China
AIMS: East Asia and the Pacific,COK,Cook Islands
AIMS: East Asia and the Pacific,FJI,Fiji
AIMS: East Asia and the Pacific,KIR,Kiribati
AIMS: East Asia and the Pacific,HKG,"China, Hong Kong Special Administrative Region"
AIMS: East Asia and the Pacific,IDN,Indonesia
AIMS: East Asia and the Pacific,JPN,Japan
AIMS: East Asia and the Pacific,KHM,Cambodia
AIMS: East Asia and the Pacific,KOR,Republic of Korea
AIMS: East Asia and the Pacific,PRK,Democratic People's Republic of Korea
AIMS: East Asia and the Pacific,LAO,Lao People's Democratic Republic
AIMS: East Asia and the Pacific,MAC,"China, Macao Special Administrative Region"
AIMS: East Asia and the Pacific,MYS,Malaysia
AIMS: East Asia and the Pacific,FSM,Micronesia (Federated States of)
AIMS: East Asia and the Pacific,NRU,Nauru
AIMS: East Asia and the Pacific,VUT,Vanuatu
AIMS: East Asia and the Pacific,NZL,New Zealand
AIMS: East Asia and the Pacific,NIU,Niue
AIMS: East Asia and the Pacific,MHL,Marshall Islands
AIMS: East Asia and the Pacific,PNG,Papua New Guinea
AIMS: East Asia and the Pacific,PHL,Philippines
AIMS: East Asia and the Pacific,TLS,Timor-Leste
AIMS: East Asia and the Pacific,SGP,Singapore
AIMS: East Asia and the Pacific,THA,Thailand
AIMS: East Asia and the Pacific,TKL,Tokelau
AIMS: East Asia and the Pacific,TON,Tonga
AIMS: East Asia and the Pacific,TUV,Tuvalu
AIMS: East Asia and the Pacific,VNM,Viet Nam
AIMS: East Asia and the Pacific,WSM,Samoa
AIMS: Pacific,AUS,Australia
AIMS: Pacific,SLB,Solomon Islands
AIMS: Pacific,PLW,Palau
AIMS: Pacific,COK,Cook Islands
AIMS: Pacific,FJI,Fiji
AIMS: Pacific,KIR,Kiribati
AIMS: Pacific,FSM,Micronesia (Federated States of)
AIMS: Pacific,NRU,Nauru
AIMS: Pacific,VUT,Vanuatu
AIMS: Pacific,NZL,New Zealand
AIMS: Pacific,NIU,Niue
AIMS: Pacific,MHL,Marshall Islands
AIMS: Pacific,PNG,Papua New Guinea
AIMS: Pacific,TKL,Tokelau
AIMS: Pacific,TON,Tonga
AIMS: Pacific,TUV,Tuvalu
AIMS: Pacific,WSM,Samoa
AIMS: South and West Asia,AFG,Afghanistan
AIMS: South and West Asia,BGD,Bangladesh
AIMS: South and West Asia,BTN,Bhutan
AIMS: South and West Asia,IND,India
AIMS: South and West Asia,IRN,Iran (Islamic Republic of)
AIMS: South and West Asia,MDV,Maldives
AIMS: South and West Asia,NPL,Nepal
AIMS: South and West Asia,PAK,Pakistan
AIMS: South and West Asia,LKA,Sri Lanka
ECA: African Union Commission (UNSDCode:98106),DZA,Algeria
ECA: African Union Commission (UNSDCode:98106),AGO,Angola
ECA: African Union Commission (UNSDCode:98106),BWA,Botswana
ECA: African Union Commission (UNSDCode:98106),BDI,Burundi
ECA: African Union Commission (UNSDCode:98106),CMR,Cameroon
ECA: African Union Commission (UNSDCode:98106),CPV,Cabo Verde
ECA: African Union Commission (UNSDCode:98106),CAF,Central African Republic
ECA: African Union Commission (UNSDCode:98106),TCD,Chad
ECA: African Union Commission (UNSDCode:98106),COM,Comoros
ECA: African Union Commission (UNSDCode:98106),COG,Congo
ECA: African Union Commission (UNSDCode:98106),BEN,Benin
ECA: African Union Commission (UNSDCode:98106),EGY,Egypt
ECA: African Union Commission (UNSDCode:98106),GNQ,Equatorial Guinea
ECA: African Union Commission (UNSDCode:98106),ERI,Eritrea
ECA: African Union Commission (UNSDCode:98106),ETH,Ethiopia
ECA: African Union Commission (UNSDCode:98106),DJI,Djibouti
ECA: African Union Commission (UNSDCode:98106),GAB,Gabon
ECA: African Union Commission (UNSDCode:98106),GMB,Gambia
ECA: African Union Commission (UNSDCode:98106),GHA,Ghana
ECA: African Union Commission (UNSDCode:98106),GIN,Guinea
ECA: African Union Commission (UNSDCode:98106),CIV,Côte d'Ivoire
ECA: African Union Commission (UNSDCode:98106),KEN,Kenya
ECA: African Union Commission (UNSDCode:98106),LSO,Lesotho
ECA: African Union Commission (UNSDCode:98106),LBR,Liberia
ECA: African Union Commission (UNSDCode:98106),LBY,Libya
ECA: African Union Commission (UNSDCode:98106),MDG,Madagascar
ECA: African Union Commission (UNSDCode:98106),MWI,Malawi
ECA: African Union Commission (UNSDCode:98106),MLI,Mali
ECA: African Union Commission (UNSDCode:98106),MRT,Mauritania
ECA: African Union Commission (UNSDCode:98106),MUS,Mauritius
ECA: African Union Commission (UNSDCode:98106),MAR,Morocco
ECA: African Union Commission (UNSDCode:98106),MOZ,Mozambique
ECA: African Union Commission (UNSDCode:98106),NAM,Namibia
ECA: African Union Commission (UNSDCode:98106),NER,Niger
ECA: African Union Commission (UNSDCode:98106),NGA,Nigeria
ECA: African Union Commission (UNSDCode:98106),GNB,Guinea-Bissau
ECA: African Union Commission (UNSDCode:98106),RWA,Rwanda
ECA: African Union Commission (UNSDCode:98106),STP,Sao Tome and Principe
ECA: African Union Commission (UNSDCode:98106),SEN,Senegal
ECA: African Union Commission (UNSDCode:98106),SYC,Seychelles
ECA: African Union Commission (UNSDCode:98106),SLE,Sierra Leone
ECA: African Union Commission (UNSDCode:98106),SOM,Somalia
ECA: African Union Commission (UNSDCode:98106),ZAF,South Africa
ECA: African Union Commission (UNSDCode:98106),ZWE,Zimbabwe
ECA: African Union Commission (UNSDCode:98106),SSD,South Sudan
ECA: African Union Commission (UNSDCode:98106),SDN,Sudan
ECA: African Union Commission (UNSDCode:98106),ESH,Western Sahara
ECA: African Union Commission (UNSDCode:98106),SWZ,Eswatini
ECA: African Union Commission (UNSDCode:98106),TZA,United Republic of Tanzania
ECA: African Union Commission (UNSDCode:98106),TGO,Togo
ECA: African Union Commission (UNSDCode:98106),TUN,Tunisia
ECA: African Union Commission (UNSDCode:98106),UGA,Uganda
ECA: African Union Commission (UNSDCode:98106),BFA,Burkina Faso
ECA: African Union Commission (UNSDCode:98106),COD,Democratic Republic of the Congo
ECA: African Union Commission (UNSDCode:98106),ZMB,Zambia
ECA: All countries (UNSDCode:98100),DZA,Algeria
ECA: All countries (UNSDCode:98100),AGO,Angola
ECA: All countries (UNSDCode:98100),BWA,Botswana
ECA: All countries (UNSDCode:98100),BDI,Burundi
ECA: All countries (UNSDCode:98100),CMR,Cameroon
ECA: All countries (UNSDCode:98100),CPV,Cabo Verde
ECA: All countries (UNSDCode:98100),CAF,Central African Republic
ECA: All countries (UNSDCode:98100),TCD,Chad
ECA: All countries (UNSDCode:98100),COM,Comoros
ECA: All countries (UNSDCode:98100),COG,Congo
ECA: All countries (UNSDCode:98100),BEN,Benin
ECA: All countries (UNSDCode:98100),EGY,Egypt
ECA: All countries (UNSDCode:98100),GNQ,Equatorial Guinea
ECA: All countries (UNSDCode:98100),ERI,Eritrea
ECA: All countries (UNSDCode:98100),ETH,Ethiopia
ECA: All countries (UNSDCode:98100),DJI,Djibouti
ECA: All countries (UNSDCode:98100),GAB,Gabon
ECA: All countries (UNSDCode:98100),GMB,Gambia
ECA: All countries (UNSDCode:98100),GHA,Ghana
ECA: All countries (UNSDCode:98100),GIN,Guinea
ECA: All countries (UNSDCode:98100),CIV,Côte d'Ivoire
ECA: All countries (UNSDCode:98100),KEN,Kenya
ECA: All countries (UNSDCode:98100),LSO,Lesotho
ECA: All countries (UNSDCode:98100),LBR,Liberia
ECA: All countries (UNSDCode:98100),LBY,Libya
ECA: All countries (UNSDCode:98100),MDG,Madagascar
ECA: All countries (UNSDCode:98100),MWI,Malawi
ECA: All countries (UNSDCode:98100),MLI,Mali
ECA: All countries (UNSDCode:98100),MRT,Mauritania
ECA: All countries (UNSDCode:98100),MUS,Mauritius
ECA: All countries (UNSDCode:98100),MAR,Morocco
ECA: All countries (UNSDCode:98100),MOZ,Mozambique
ECA: All countries (UNSDCode:98100),NAM,Namibia
ECA: All countries (UNSDCode:98100),NER,Niger
ECA: All countries (UNSDCode:98100),NGA,Nigeria
ECA: All countries (UNSDCode:98100),GNB,Guinea-Bissau
ECA: All countries (UNSDCode:98100),RWA,Rwanda
ECA: All countries (UNSDCode:98100),STP,Sao Tome and Principe
ECA: All countries (UNSDCode:98100),SEN,Senegal
ECA: All countries (UNSDCode:98100),SYC,Seychelles
ECA: All countries (UNSDCode:98100),SLE,Sierra Leone
ECA: All countries (UNSDCode:98100),SOM,Somalia
ECA: All countries (UNSDCode:98100),ZAF,South Africa
ECA: All countries (UNSDCode:98100),ZWE,Zimbabwe
ECA: All countries (UNSDCode:98100),SSD,South Sudan
ECA: All countries (UNSDCode:98100),SDN,Sudan
ECA: All countries (UNSDCode:98100),SWZ,Eswatini
ECA: All countries (UNSDCode:98100),TZA,United Republic of Tanzania
ECA: All countries (UNSDCode:98100),TGO,Togo
ECA: All countries (UNSDCode:98100),TUN,Tunisia
ECA: All countries (UNSDCode:98100),UGA,Uganda
ECA: All countries (UNSDCode:98100),BFA,Burkina Faso
ECA: All countries (UNSDCode:98100),COD,Democratic Republic of the Congo
ECA: All countries (UNSDCode:98100),ZMB,Zambia
ECA: Central Africa (UNSDCode:98101),CMR,Cameroon
ECA: Central Africa (UNSDCode:98101),CAF,Central African Republic
ECA: Central Africa (UNSDCode:98101),TCD,Chad
ECA: Central Africa (UNSDCode:98101),COG,Congo
ECA: Central Africa (UNSDCode:98101),GNQ,Equatorial Guinea
ECA: Central Africa (UNSDCode:98101),GAB,Gabon
ECA: Central Africa (UNSDCode:98101),STP,Sao Tome and Principe
ECA: Central Africa (UNSDCode:98101),COD,Democratic Republic of the Congo
ECA: East Africa (UNSDCode:98102),BDI,Burundi
ECA: East Africa (UNSDCode:98102),COM,Comoros
ECA: East Africa (UNSDCode:98102),ERI,Eritrea
ECA: East Africa (UNSDCode:98102),ETH,Ethiopia
ECA: East Africa (UNSDCode:98102),DJI,Djibouti
ECA: East Africa (UNSDCode:98102),KEN,Kenya
ECA: East Africa (UNSDCode:98102),MDG,Madagascar
ECA: East Africa (UNSDCode:98102),RWA,Rwanda
ECA: East Africa (UNSDCode:98102),SYC,Seychelles
ECA: East Africa (UNSDCode:98102),SOM,Somalia
ECA: East Africa (UNSDCode:98102),SSD,South Sudan
ECA: East Africa (UNSDCode:98102),TZA,United Republic of Tanzania
ECA: East Africa (UNSDCode:98102),UGA,Uganda
ECA: North Africa (UNSDCode:98103),DZA,Algeria
ECA: North Africa (UNSDCode:98103),EGY,Egypt
ECA: North Africa (UNSDCode:98103),LBY,Libya
ECA: North Africa (UNSDCode:98103),MRT,Mauritania
ECA: North Africa (UNSDCode:98103),MAR,Morocco
ECA: North Africa (UNSDCode:98103),SDN,Sudan
ECA: North Africa (UNSDCode:98103),TUN,Tunisia
ECA: Southern Africa (UNSDCode:98104),AGO,Angola
ECA: Southern Africa (UNSDCode:98104),BWA,Botswana
ECA: Southern Africa (UNSDCode:98104),LSO,Lesotho
ECA: Southern Africa (UNSDCode:98104),MWI,Malawi
ECA: Southern Africa (UNSDCode:98104),MUS,Mauritius
ECA: Southern Africa (UNSDCode:98104),MOZ,Mozambique
ECA: Southern Africa (UNSDCode:98104),NAM,Namibia
ECA: Southern Africa (UNSDCode:98104),ZAF,South Africa
ECA: Southern Africa (UNSDCode:98104),ZWE,Zimbabwe
ECA: Southern Africa (UNSDCode:98104),SWZ,Eswatini
ECA: Southern Africa (UNSDCode:98104),ZMB,Zambia
ECA: West Africa (UNSDCode:98105),CPV,Cabo Verde
ECA: West Africa (UNSDCode:98105),BEN,Benin
ECA: West Africa (UNSDCode:98105),GMB,Gambia
ECA: West Africa (UNSDCode:98105),GHA,Ghana
ECA: West Africa (UNSDCode:98105),GIN,Guinea
ECA: West Africa (UNSDCode:98105),CIV,Côte d'Ivoire
ECA: West Africa (UNSDCode:98105),LBR,Liberia
ECA: West Africa (UNSDCode:98105),MLI,Mali
ECA: West Africa (UNSDCode:98105),NER,Niger
ECA: West Africa (UNSDCode:98105),NGA,Nigeria
ECA: West Africa (UNSDCode:98105),GNB,Guinea-Bissau
ECA: West Africa (UNSDCode:98105),SEN,Senegal
ECA: West Africa (UNSDCode:98105),SLE,Sierra Leone
ECA: West Africa (UNSDCode:98105),TGO,Togo
ECA: West Africa (UNSDCode:98105),BFA,Burkina Faso
ECE: All countries (UNSDCode:98200),ALB,Albania
ECE: All countries (UNSDCode:98200),AND,Andorra
ECE: All countries (UNSDCode:98200),ARM,Armenia
ECE: All countries (UNSDCode:98200),AZE,Azerbaijan
ECE: All countries (UNSDCode:98200),AUT,Austria
ECE: All countries (UNSDCode:98200),BEL,Belgium
ECE: All countries (UNSDCode:98200),BIH,Bosnia and Herzegovina
ECE: All countries (UNSDCode:98200),BGR,Bulgaria
ECE: All countries (UNSDCode:98200),HRV,Croatia
ECE: All countries (UNSDCode:98200),CAN,Canada
ECE: All countries (UNSDCode:98200),CYP,Cyprus
ECE: All countries (UNSDCode:98200),CZE,Czechia
ECE: All countries (UNSDCode:98200),DNK,Denmark
ECE: All countries (UNSDCode:98200),EST,Estonia
ECE: All countries (UNSDCode:98200),FIN,Finland
ECE: All countries (UNSDCode:98200),FRA,France
ECE: All countries (UNSDCode:98200),GEO,Georgia
ECE: All countries (UNSDCode:98200),DEU,Germany
ECE: All countries (UNSDCode:98200),GRC,Greece
ECE: All countries (UNSDCode:98200),HUN,Hungary
ECE: All countries (UNSDCode:98200),ISL,Iceland
ECE: All countries (UNSDCode:98200),IRL,Ireland
ECE: All countries (UNSDCode:98200),ISR,Israel
ECE: All countries (UNSDCode:98200),ITA,Italy
ECE: All countries (UNSDCode:98200),KAZ,Kazakhstan
ECE: All countries (UNSDCode:98200),KGZ,Kyrgyzstan
ECE: All countries (UNSDCode:98200),LVA,Latvia
ECE: All countries (UNSDCode:98200),LIE,Liechtenstein
ECE: All countries (UNSDCode:98200),LTU,Lithuania
ECE: All countries (UNSDCode:98200),LUX,Luxembourg
ECE: All countries (UNSDCode:98200),MKD,North Macedonia
ECE: All countries (UNSDCode:98200),MLT,Malta
ECE: All countries (UNSDCode:98200),MCO,Monaco
ECE: All countries (UNSDCode:98200),MNE,Montenegro
ECE: All countries (UNSDCode:98200),NLD,Netherlands
ECE: All countries (UNSDCode:98200),NOR,Norway
ECE: All countries (UNSDCode:98200),POL,Poland
ECE: All countries (UNSDCode:98200),PRT,Portugal
ECE: All countries (UNSDCode:98200),MDA,Republic of Moldova
ECE: All countries (UNSDCode:98200),ROU,Romania
ECE: All countries (UNSDCode:98200),RUS,Russian Federation
ECE: All countries (UNSDCode:98200),SVK,Slovakia
ECE: All countries (UNSDCode:98200),SMR,San Marino
ECE: All countries (UNSDCode:98200),SVN,Slovenia
ECE: All countries (UNSDCode:98200),SRB,Serbia
ECE: All countries (UNSDCode:98200),ESP,Spain
ECE: All countries (UNSDCode:98200),SWE,Sweden
ECE: All countries (UNSDCode:98200),CHE,Switzerland
ECE: All countries (UNSDCode:98200),TJK,Tajikistan
ECE: All countries (UNSDCode:98200),TUR,Turkey
ECE: All countries (UNSDCode:98200),TKM,Turkmenistan
ECE: All countries (UNSDCode:98200),BLR,Belarus
ECE: All countries (UNSDCode:98200),UKR,Ukraine
ECE: All countries (UNSDCode:98200),GBR,United Kingdom of Great Britain and Northern Ireland
ECE: All countries (UNSDCode:98200),USA,United States of America
ECE: All countries (UNSDCode:98200),UZB,Uzbekistan
ECE: CIS (CWG) (UNSDCode:98201),ARM,Armenia
ECE: CIS (CWG) (UNSDCode:98201),AZE,Azerbaijan
ECE: CIS (CWG) (UNSDCode:98201),KAZ,Kazakhstan
ECE: CIS (CWG) (UNSDCode:98201),KGZ,Kyrgyzstan
ECE: CIS (CWG) (UNSDCode:98201),MDA,Republic of Moldova
ECE: CIS (CWG) (UNSDCode:98201),RUS,Russian Federation
ECE: CIS (CWG) (UNSDCode:98201),TJK,Tajikistan
ECE: CIS (CWG) (UNSDCode:98201),TKM,Turkmenistan
ECE: CIS (CWG) (UNSDCode:98201),BLR,Belarus
ECE: CIS (CWG) (UNSDCode:98201),UKR,Ukraine
ECE: CIS (CWG) (UNSDCode:98201),UZB,Uzbekistan
"ECE: Eastern Europe, Caucasus and Central Asia (CIS) (UNSDCode:98202)",ARM,Armenia
"ECE: Eastern Europe, Caucasus and Central Asia (CIS) (UNSDCode:98202)",AZE,Azerbaijan
"ECE: Eastern Europe, Caucasus and Central Asia (CIS) (UNSDCode:98202)",GEO,Georgia
"ECE: Eastern Europe, Caucasus and Central Asia (CIS) (UNSDCode:98202)",KAZ,Kazakhstan
"ECE: Eastern Europe, Caucasus and Central Asia (CIS) (UNSDCode:98202)",KGZ,Kyrgyzstan
"ECE: Eastern Europe, Caucasus and Central Asia (CIS) (UNSDCode:98202)",MDA,Republic of Moldova
"ECE: Eastern Europe, Caucasus and Central Asia (CIS) (UNSDCode:98202)",RUS,Russian Federation
"ECE: Eastern Europe, Caucasus and Central Asia (CIS) (UNSDCode:98202)",TJK,Tajikistan
"ECE: Eastern Europe, Caucasus and Central Asia (CIS) (UNSDCode:98202)",TKM,Turkmenistan
"ECE: Eastern Europe, Caucasus and Central Asia (CIS) (UNSDCode:98202)",BLR,Belarus
"ECE: Eastern Europe, Caucasus and Central Asia (CIS) (UNSDCode:98202)",UKR,Ukraine
"ECE: Eastern Europe, Caucasus and Central Asia (CIS) (UNSDCode:98202)",UZB,Uzbekistan
ECE: Euro area (E25) (UNSDCode:98204),AUT,Austria
ECE: Euro area (E25) (UNSDCode:98204),BEL,Belgium
ECE: Euro area (E25) (UNSDCode:98204),CYP,Cyprus
ECE: Euro area (E25) (UNSDCode:98204),EST,Estonia
ECE: Euro area (E25) (UNSDCode:98204),FIN,Finland
ECE: Euro area (E25) (UNSDCode:98204),FRA,France
ECE: Euro area (E25) (UNSDCode:98204),DEU,Germany
ECE: Euro area (E25) (UNSDCode:98204),GRC,Greece
ECE: Euro area (E25) (UNSDCode:98204),IRL,Ireland
ECE: Euro area (E25) (UNSDCode:98204),ITA,Italy
ECE: Euro area (E25) (UNSDCode:98204),LVA,Latvia
ECE: Euro area (E25) (UNSDCode:98204),LTU,Lithuania
ECE: Euro area (E25) (UNSDCode:98204),LUX,Luxembourg
ECE: Euro area (E25) (UNSDCode:98204),MLT,Malta
ECE: Euro area (E25) (UNSDCode:98204),NLD,Netherlands
ECE: Euro area (E25) (UNSDCode:98204),PRT,Portugal
ECE: Euro area (E25) (UNSDCode:98204),SVK,Slovakia
ECE: Euro area (E25) (UNSDCode:98204),SVN,Slovenia
ECE: Euro area (E25) (UNSDCode:98204),ESP,Spain
ECE: European Union (EMU) (UNSDCode:98203),AUT,Austria
ECE: European Union (EMU) (UNSDCode:98203),BEL,Belgium
ECE: European Union (EMU) (UNSDCode:98203),BGR,Bulgaria
ECE: European Union (EMU) (UNSDCode:98203),HRV,Croatia
ECE: European Union (EMU) (UNSDCode:98203),CYP,Cyprus
ECE: European Union (EMU) (UNSDCode:98203),CZE,Czechia
ECE: European Union (EMU) (UNSDCode:98203),DNK,Denmark
ECE: European Union (EMU) (UNSDCode:98203),EST,Estonia
ECE: European Union (EMU) (UNSDCode:98203),FIN,Finland
ECE: European Union (EMU) (UNSDCode:98203),FRA,France
ECE: European Union (EMU) (UNSDCode:98203),DEU,Germany
ECE: European Union (EMU) (UNSDCode:98203),GRC,Greece
ECE: European Union (EMU) (UNSDCode:98203),HUN,Hungary
ECE: European Union (EMU) (UNSDCode:98203),IRL,Ireland
ECE: European Union (EMU) (UNSDCode:98203),ITA,Italy
ECE: European Union (EMU) (UNSDCode:98203),LVA,Latvia
ECE: European Union (EMU) (UNSDCode:98203),LTU,Lithuania
ECE: European Union (EMU) (UNSDCode:98203),LUX,Luxembourg
ECE: European Union (EMU) (UNSDCode:98203),MLT,Malta
ECE: European Union (EMU) (UNSDCode:98203),NLD,Netherlands
ECE: European Union (EMU) (UNSDCode:98203),POL,Poland
ECE: European Union (EMU) (UNSDCode:98203),PRT,Portugal
ECE: European Union (EMU) (UNSDCode:98203),ROU,Romania
ECE: European Union (EMU) (UNSDCode:98203),SVK,Slovakia
ECE: European Union (EMU) (UNSDCode:98203),SVN,Slovenia
ECE: European Union (EMU) (UNSDCode:98203),ESP,Spain
ECE: European Union (EMU) (UNSDCode:98203),SWE,Sweden
ECE: West Balkans (ST7) (UNSDCode:98205),ALB,Albania
ECE: West Balkans (ST7) (UNSDCode:98205),BIH,Bosnia and Herzegovina
ECE: West Balkans (ST7) (UNSDCode:98205),HRV,Croatia
ECE: West Balkans (ST7) (UNSDCode:98205),MKD,North Macedonia
ECE: West Balkans (ST7) (UNSDCode:98205),MNE,Montenegro
ECE: West Balkans (ST7) (UNSDCode:98205),SRB,Serbia
ECLAC: All countries (UNSDCode:98300),AIA,Anguilla
ECLAC: All countries (UNSDCode:98300),ATG,Antigua and Barbuda
ECLAC: All countries (UNSDCode:98300),ARG,Argentina
ECLAC: All countries (UNSDCode:98300),ABW,Aruba
ECLAC: All countries (UNSDCode:98300),BHS,Bahamas
ECLAC: All countries (UNSDCode:98300),BRB,Barbados
ECLAC: All countries (UNSDCode:98300),BLZ,Belize
ECLAC: All countries (UNSDCode:98300),BOL,Bolivia (Plurinational State of)
ECLAC: All countries (UNSDCode:98300),BRA,Brazil
ECLAC: All countries (UNSDCode:98300),CYM,Cayman Islands
ECLAC: All countries (UNSDCode:98300),CHL,Chile
ECLAC: All countries (UNSDCode:98300),COL,Colombia
ECLAC: All countries (UNSDCode:98300),CRI,Costa Rica
ECLAC: All countries (UNSDCode:98300),CUB,Cuba
ECLAC: All countries (UNSDCode:98300),DMA,Dominica
ECLAC: All countries (UNSDCode:98300),DOM,Dominican Republic
ECLAC: All countries (UNSDCode:98300),ECU,Ecuador
ECLAC: All countries (UNSDCode:98300),SLV,El Salvador
ECLAC: All countries (UNSDCode:98300),GUF,French Guiana
ECLAC: All countries (UNSDCode:98300),GRD,Grenada
ECLAC: All countries (UNSDCode:98300),GLP,Guadeloupe
ECLAC: All countries (UNSDCode:98300),GTM,Guatemala
ECLAC: All countries (UNSDCode:98300),GUY,Guyana
ECLAC: All countries (UNSDCode:98300),HTI,Haiti
ECLAC: All countries (UNSDCode:98300),HND,Honduras
ECLAC: All countries (UNSDCode:98300),JAM,Jamaica
ECLAC: All countries (UNSDCode:98300),MTQ,Martinique
ECLAC: All countries (UNSDCode:98300),MEX,Mexico
ECLAC: All countries (UNSDCode:98300),MSR,Montserrat
ECLAC: All countries (UNSDCode:98300),CUW,Curaçao
ECLAC: All countries (UNSDCode:98300),SXM,Sint Maarten (Dutch part)
ECLAC: All countries (UNSDCode:98300),NIC,Nicaragua
ECLAC: All countries (UNSDCode:98300),PAN,Panama
ECLAC: All countries (UNSDCode:98300),PRY,Paraguay
ECLAC: All countries (UNSDCode:98300),PER,Peru
ECLAC: All countries (UNSDCode:98300),PRI,Puerto Rico
ECLAC: All countries (UNSDCode:98300),KNA,Saint Kitts and Nevis
ECLAC: All countries (UNSDCode:98300),LCA,Saint Lucia
ECLAC: All countries (UNSDCode:98300),VCT,Saint Vincent and the Grenadines
ECLAC: All countries (UNSDCode:98300),SUR,Suriname
ECLAC: All countries (UNSDCode:98300),TTO,Trinidad and Tobago
ECLAC: All countries (UNSDCode:98300),TCA,Turks and Caicos Islands
ECLAC: All countries (UNSDCode:98300),URY,Uruguay
ECLAC: All countries (UNSDCode:98300),VEN,Venezuela (Bolivarian Republic of)
ECLAC: All countries (UNSDCode:98300),VGB,British Virgin Islands
ECLAC: All countries (UNSDCode:98300),VIR,United States Virgin Islands
ECLAC: Carribean (UNSDCode:98301),AIA,Anguilla
ECLAC: Carribean (UNSDCode:98301),ATG,Antigua and Barbuda
ECLAC: Carribean (UNSDCode:98301),ABW,Aruba
ECLAC: Carribean (UNSDCode:98301),BHS,Bahamas
ECLAC: Carribean (UNSDCode:98301),BRB,Barbados
