"country","iso3c","date","source_name","source_id","value"
"Central African Republic","CAF",2022,"Pillar 2 - Data Services - Score","IQ.SPI.PIL2",58.63333333333334
"Central African Republic","CAF",2022,"Pillar 3 - Data Products - Score","IQ.SPI.PIL3",68.75
"Central African Republic","CAF",2022,"Pillar 4 - Data Sources - Score","IQ.SPI.PIL4",12.341666666666669
"Central African Republic","CAF",2022,"Pillar 5 - Data Infrastructure - Score","IQ.SPI.PIL5",25
"Central African Republic","CAF",2022,"SPI Overall Score","IQ.SPI.OVRL",42.945
"Chad","TCD",2022,"Pillar 1  - Data Use - Score","IQ.SPI.PIL1",63.4
"Chad","TCD",2022,"Pillar 2 - Data Services - Score","IQ.SPI.PIL2",59.2
"Chad","TCD",2022,"Pillar 3 - Data Products - Score","IQ.SPI.PIL3",75.84375000000001
"Chad","TCD",2022,"Pillar 4 - Data Sources - Score","IQ.SPI.PIL4",19.441666666666663
"Chad","TCD",2022,"Pillar 5 - Data Infrastructure - Score","IQ.SPI.PIL5",30
"Chad","TCD",2022,"SPI Overall Score","IQ.SPI.OVRL",49.57708333333334
"Comoros","COM",2022,"Pillar 1  - Data Use - Score","IQ.SPI.PIL1",50
"Comoros","COM",2022,"Pillar 2 - Data Services - Score","IQ.SPI.PIL2",NA
"Comoros","COM",2022,"Pillar 3 - Data Products - Score","IQ.SPI.PIL3",68.23124999999999
"Comoros","COM",2022,"Pillar 4 - Data Sources - Score","IQ.SPI.PIL4",NA
"Comoros","COM",2022,"Pillar 5 - Data Infrastructure - Score","IQ.SPI.PIL5",40
"Comoros","COM",2022,"SPI Overall Score","IQ.SPI.OVRL",NA
"Congo, Dem. Rep.","COD",2022,"Pillar 1  - Data Use - Score","IQ.SPI.PIL1",70
"Congo, Dem. Rep.","COD",2022,"Pillar 2 - Data Services - Score","IQ.SPI.PIL2",62.43333333333333
"Congo, Dem. Rep.","COD",2022,"Pillar 3 - Data Products - Score","IQ.SPI.PIL3",67.5
"Congo, Dem. Rep.","COD",2022,"Pillar 4 - Data Sources - Score","IQ.SPI.PIL4",17.150000000000002
"Congo, Dem. Rep.","COD",2022,"Pillar 5 - Data Infrastructure - Score","IQ.SPI.PIL5",40
"Congo, Dem. Rep.","COD",2022,"SPI Overall Score","IQ.SPI.OVRL",51.416666666666664
"Congo, Rep.","COG",2022,"Pillar 1  - Data Use - Score","IQ.SPI.PIL1",50
"Congo, Rep.","COG",2022,"Pillar 2 - Data Services - Score","IQ.SPI.PIL2",29.433333333333326
"Congo, Rep.","COG",2022,"Pillar 3 - Data Products - Score","IQ.SPI.PIL3",62.59375
"Congo, Rep.","COG",2022,"Pillar 4 - Data Sources - Score","IQ.SPI.PIL4",21.95
"Congo, Rep.","COG",2022,"Pillar 5 - Data Infrastructure - Score","IQ.SPI.PIL5",25
"Congo, Rep.","COG",2022,"SPI Overall Score","IQ.SPI.OVRL",37.79541666666667
"Cote d'Ivoire","CIV",2022,"Pillar 1  - Data Use - Score","IQ.SPI.PIL1",80
"Cote d'Ivoire","CIV",2022,"Pillar 2 - Data Services - Score","IQ.SPI.PIL2",57.7
"Cote d'Ivoire","CIV",2022,"Pillar 3 - Data Products - Score","IQ.SPI.PIL3",79.13750000000002
"Cote d'Ivoire","CIV",2022,"Pillar 4 - Data Sources - Score","IQ.SPI.PIL4",32.71666666666667
"Cote d'Ivoire","CIV",2022,"Pillar 5 - Data Infrastructure - Score","IQ.SPI.PIL5",65
"Cote d'Ivoire","CIV",2022,"SPI Overall Score","IQ.SPI.OVRL",62.910833333333336
"Djibouti","DJI",2022,"Pillar 1  - Data Use - Score","IQ.SPI.PIL1",50
"Djibouti","DJI",2022,"Pillar 2 - Data Services - Score","IQ.SPI.PIL2",59.46666666666667
"Djibouti","DJI",2022,"Pillar 3 - Data Products - Score","IQ.SPI.PIL3",63.76875
"Djibouti","DJI",2022,"Pillar 4 - Data Sources - Score","IQ.SPI.PIL4",14.516666666666666
"Djibouti","DJI",2022,"Pillar 5 - Data Infrastructure - Score","IQ.SPI.PIL5",45
"Djibouti","DJI",2022,"SPI Overall Score","IQ.SPI.OVRL",46.55041666666667
"Dominica","DMA",2022,"Pillar 1  - Data Use - Score","IQ.SPI.PIL1",60
"Dominica","DMA",2022,"Pillar 2 - Data Services - Score","IQ.SPI.PIL2",28.266666666666666
"Dominica","DMA",2022,"Pillar 3 - Data Products - Score","IQ.SPI.PIL3",59.26875000000001
"Dominica","DMA",2022,"Pillar 4 - Data Sources - Score","IQ.SPI.PIL4",43.425
"Dominica","DMA",2022,"Pillar 5 - Data Infrastructure - Score","IQ.SPI.PIL5",30
"Dominica","DMA",2022,"SPI Overall Score","IQ.SPI.OVRL",44.192083333333336
"Eritrea","ERI",2022,"Pillar 1  - Data Use - Score","IQ.SPI.PIL1",36.6
"Eritrea","ERI",2022,"Pillar 2 - Data Services - Score","IQ.SPI.PIL2",NA
"Eritrea","ERI",2022,"Pillar 3 - Data Products - Score","IQ.SPI.PIL3",51.65625
"Eritrea","ERI",2022,"Pillar 4 - Data Sources - Score","IQ.SPI.PIL4",NA
"Eritrea","ERI",2022,"Pillar 5 - Data Infrastructure - Score","IQ.SPI.PIL5",10
"Eritrea","ERI",2022,"SPI Overall Score","IQ.SPI.OVRL",NA
"Ethiopia","ETH",2022,"Pillar 1  - Data Use - Score","IQ.SPI.PIL1",90
"Ethiopia","ETH",2022,"Pillar 2 - Data Services - Score","IQ.SPI.PIL2",64.53333333333333
"Ethiopia","ETH",2022,"Pillar 3 - Data Products - Score","IQ.SPI.PIL3",81.46875
"Ethiopia","ETH",2022,"Pillar 4 - Data Sources - Score","IQ.SPI.PIL4",32.81666666666666
"Ethiopia","ETH",2022,"Pillar 5 - Data Infrastructure - Score","IQ.SPI.PIL5",40
"Ethiopia","ETH",2022,"SPI Overall Score","IQ.SPI.OVRL",61.76375000000001
"Fiji","FJI",2022,"Pillar 1  - Data Use - Score","IQ.SPI.PIL1",80
"Fiji","FJI",2022,"Pillar 2 - Data Services - Score","IQ.SPI.PIL2",63.06666666666667
"Fiji","FJI",2022,"Pillar 3 - Data Products - Score","IQ.SPI.PIL3",75.44375
"Fiji","FJI",2022,"Pillar 4 - Data Sources - Score","IQ.SPI.PIL4",37.325
"Fiji","FJI",2022,"Pillar 5 - Data Infrastructure - Score","IQ.SPI.PIL5",60
"Fiji","FJI",2022,"SPI Overall Score","IQ.SPI.OVRL",63.16708333333333
"Gambia, The","GMB",2022,"Pillar 1  - Data Use - Score","IQ.SPI.PIL1",80
"Gambia, The","GMB",2022,"Pillar 2 - Data Services - Score","IQ.SPI.PIL2",65.53333333333333
"Gambia, The","GMB",2022,"Pillar 3 - Data Products - Score","IQ.SPI.PIL3",89.3875
"Gambia, The","GMB",2022,"Pillar 4 - Data Sources - Score","IQ.SPI.PIL4",32.275
"Gambia, The","GMB",2022,"Pillar 5 - Data Infrastructure - Score","IQ.SPI.PIL5",55.00000000000001
"Gambia, The","GMB",2022,"SPI Overall Score","IQ.SPI.OVRL",64.43916666666667
"Ghana","GHA",2022,"Pillar 1  - Data Use - Score","IQ.SPI.PIL1",66.60000000000001
"Ghana","GHA",2022,"Pillar 2 - Data Services - Score","IQ.SPI.PIL2",61.79999999999999
"Ghana","GHA",2022,"Pillar 3 - Data Products - Score","IQ.SPI.PIL3",88.83125000000001
"Ghana","GHA",2022,"Pillar 4 - Data Sources - Score","IQ.SPI.PIL4",43.96666666666667
"Ghana","GHA",2022,"Pillar 5 - Data Infrastructure - Score","IQ.SPI.PIL5",60
"Ghana","GHA",2022,"SPI Overall Score","IQ.SPI.OVRL",64.23958333333334
"Grenada","GRD",2022,"Pillar 1  - Data Use - Score","IQ.SPI.PIL1",40
"Grenada","GRD",2022,"Pillar 2 - Data Services - Score","IQ.SPI.PIL2",22.066666666666663
"Grenada","GRD",2022,"Pillar 3 - Data Products - Score","IQ.SPI.PIL3",68.67500000000001
"Grenada","GRD",2022,"Pillar 4 - Data Sources - Score","IQ.SPI.PIL4",44.96666666666667
"Grenada","GRD",2022,"Pillar 5 - Data Infrastructure - Score","IQ.SPI.PIL5",30
"Grenada","GRD",2022,"SPI Overall Score","IQ.SPI.OVRL",41.14166666666667
"Guinea","GIN",2022,"Pillar 1  - Data Use - Score","IQ.SPI.PIL1",80
"Guinea","GIN",2022,"Pillar 2 - Data Services - Score","IQ.SPI.PIL2",62.76666666666666
"Guinea","GIN",2022,"Pillar 3 - Data Products - Score","IQ.SPI.PIL3",76.5625
"Guinea","GIN",2022,"Pillar 4 - Data Sources - Score","IQ.SPI.PIL4",23.533333333333335
"Guinea","GIN",2022,"Pillar 5 - Data Infrastructure - Score","IQ.SPI.PIL5",50
"Guinea","GIN",2022,"SPI Overall Score","IQ.SPI.OVRL",58.572500000000005
"Guinea-Bissau","GNB",2022,"Pillar 1  - Data Use - Score","IQ.SPI.PIL1",70
"Guinea-Bissau","GNB",2022,"Pillar 2 - Data Services - Score","IQ.SPI.PIL2",23.666666666666664
"Guinea-Bissau","GNB",2022,"Pillar 3 - Data Products - Score","IQ.SPI.PIL3",71.66250000000001
"Guinea-Bissau","GNB",2022,"Pillar 4 - Data Sources - Score","IQ.SPI.PIL4",14.616666666666667
"Guinea-Bissau","GNB",2022,"Pillar 5 - Data Infrastructure - Score","IQ.SPI.PIL5",20
"Guinea-Bissau","GNB",2022,"SPI Overall Score","IQ.SPI.OVRL",39.98916666666666
"Guyana","GUY",2022,"Pillar 1  - Data Use - Score","IQ.SPI.PIL1",70
"Guyana","GUY",2022,"Pillar 2 - Data Services - Score","IQ.SPI.PIL2",62.73333333333333
"Guyana","GUY",2022,"Pillar 3 - Data Products - Score","IQ.SPI.PIL3",71.51249999999999
"Guyana","GUY",2022,"Pillar 4 - Data Sources - Score","IQ.SPI.PIL4",33.008333333333326
"Guyana","GUY",2022,"Pillar 5 - Data Infrastructure - Score","IQ.SPI.PIL5",45
"Guyana","GUY",2022,"SPI Overall Score","IQ.SPI.OVRL",56.45083333333333
"Haiti","HTI",2022,"Pillar 1  - Data Use - Score","IQ.SPI.PIL1",50
"Haiti","HTI",2022,"Pillar 2 - Data Services - Score","IQ.SPI.PIL2",18
"Haiti","HTI",2022,"Pillar 3 - Data Products - Score","IQ.SPI.PIL3",71.59375
"Haiti","HTI",2022,"Pillar 4 - Data Sources - Score","IQ.SPI.PIL4",18.333333333333336
"Haiti","HTI",2022,"Pillar 5 - Data Infrastructure - Score","IQ.SPI.PIL5",45
"Haiti","HTI",2022,"SPI Overall Score","IQ.SPI.OVRL",40.585416666666674
"Honduras","HND",2022,"Pillar 1  - Data Use - Score","IQ.SPI.PIL1",90
"Honduras","HND",2022,"Pillar 2 - Data Services - Score","IQ.SPI.PIL2",62.1
"Honduras","HND",2022,"Pillar 3 - Data Products - Score","IQ.SPI.PIL3",84.13750000000002
"Honduras","HND",2022,"Pillar 4 - Data Sources - Score","IQ.SPI.PIL4",40.166666666666664
"Honduras","HND",2022,"Pillar 5 - Data Infrastructure - Score","IQ.SPI.PIL5",30
"Honduras","HND",2022,"SPI Overall Score","IQ.SPI.OVRL",61.28083333333334
"Kenya","KEN",2022,"Pillar 1  - Data Use - Score","IQ.SPI.PIL1",90
"Kenya","KEN",2022,"Pillar 2 - Data Services - Score","IQ.SPI.PIL2",60.099999999999994
"Kenya","KEN",2022,"Pillar 3 - Data Products - Score","IQ.SPI.PIL3",76.60000000000001
"Kenya","KEN",2022,"Pillar 4 - Data Sources - Score","IQ.SPI.PIL4",34.86666666666667
"Kenya","KEN",2022,"Pillar 5 - Data Infrastructure - Score","IQ.SPI.PIL5",70
"Kenya","KEN",2022,"SPI Overall Score","IQ.SPI.OVRL",66.31333333333333
"Kiribati","KIR",2022,"Pillar 1  - Data Use - Score","IQ.SPI.PIL1",40
"Kiribati","KIR",2022,"Pillar 2 - Data Services - Score","IQ.SPI.PIL2",59.53333333333333
"Kiribati","KIR",2022,"Pillar 3 - Data Products - Score","IQ.SPI.PIL3",75.4125
"Kiribati","KIR",2022,"Pillar 4 - Data Sources - Score","IQ.SPI.PIL4",20.55833333333333
"Kiribati","KIR",2022,"Pillar 5 - Data Infrastructure - Score","IQ.SPI.PIL5",25
"Kiribati","KIR",2022,"SPI Overall Score","IQ.SPI.OVRL",44.10083333333333
"Kosovo","XKX",2022,"Pillar 1  - Data Use - Score","IQ.SPI.PIL1",40
"Kosovo","XKX",2022,"Pillar 2 - Data Services - Score","IQ.SPI.PIL2",66.5
"Kosovo","XKX",2022,"Pillar 3 - Data Products - Score","IQ.SPI.PIL3",NA
"Kosovo","XKX",2022,"Pillar 4 - Data Sources - Score","IQ.SPI.PIL4",50.25833333333334
"Kosovo","XKX",2022,"Pillar 5 - Data Infrastructure - Score","IQ.SPI.PIL5",80
"Kosovo","XKX",2022,"SPI Overall Score","IQ.SPI.OVRL",NA
"Kyrgyz Republic","KGZ",2022,"Pillar 1  - Data Use - Score","IQ.SPI.PIL1",100
"Kyrgyz Republic","KGZ",2022,"Pillar 2 - Data Services - Score","IQ.SPI.PIL2",81.03333333333333
"Kyrgyz Republic","KGZ",2022,"Pillar 3 - Data Products - Score","IQ.SPI.PIL3",91.8375
"Kyrgyz Republic","KGZ",2022,"Pillar 4 - Data Sources - Score","IQ.SPI.PIL4",54.40833333333333
"Kyrgyz Republic","KGZ",2022,"Pillar 5 - Data Infrastructure - Score","IQ.SPI.PIL5",80
"Kyrgyz Republic","KGZ",2022,"SPI Overall Score","IQ.SPI.OVRL",81.45583333333335
"Lao PDR","LAO",2022,"Pillar 1  - Data Use - Score","IQ.SPI.PIL1",76.6
"Lao PDR","LAO",2022,"Pillar 2 - Data Services - Score","IQ.SPI.PIL2",65.5
"Lao PDR","LAO",2022,"Pillar 3 - Data Products - Score","IQ.SPI.PIL3",79.21875
"Lao PDR","LAO",2022,"Pillar 4 - Data Sources - Score","IQ.SPI.PIL4",40.65833333333334
"Lao PDR","LAO",2022,"Pillar 5 - Data Infrastructure - Score","IQ.SPI.PIL5",40
"Lao PDR","LAO",2022,"SPI Overall Score","IQ.SPI.OVRL",60.39541666666668
"Lesotho","LSO",2022,"Pillar 1  - Data Use - Score","IQ.SPI.PIL1",80
"Lesotho","LSO",2022,"Pillar 2 - Data Services - Score","IQ.SPI.PIL2",29.366666666666664
"Lesotho","LSO",2022,"Pillar 3 - Data Products - Score","IQ.SPI.PIL3",76.2875
"Lesotho","LSO",2022,"Pillar 4 - Data Sources - Score","IQ.SPI.PIL4",43.358333333333334
"Lesotho","LSO",2022,"Pillar 5 - Data Infrastructure - Score","IQ.SPI.PIL5",60
"Lesotho","LSO",2022,"SPI Overall Score","IQ.SPI.OVRL",57.8025
"Liberia","LBR",2022,"Pillar 1  - Data Use - Score","IQ.SPI.PIL1",90
"Liberia","LBR",2022,"Pillar 2 - Data Services - Score","IQ.SPI.PIL2",65.66666666666666
"Liberia","LBR",2022,"Pillar 3 - Data Products - Score","IQ.SPI.PIL3",82.33125000000001
"Liberia","LBR",2022,"Pillar 4 - Data Sources - Score","IQ.SPI.PIL4",28.125
"Liberia","LBR",2022,"Pillar 5 - Data Infrastructure - Score","IQ.SPI.PIL5",60
"Liberia","LBR",2022,"SPI Overall Score","IQ.SPI.OVRL",65.22458333333334
"Madagascar","MDG",2022,"Pillar 1  - Data Use - Score","IQ.SPI.PIL1",60
"Madagascar","MDG",2022,"Pillar 2 - Data Services - Score","IQ.SPI.PIL2",60.566666666666656
"Madagascar","MDG",2022,"Pillar 3 - Data Products - Score","IQ.SPI.PIL3",78.16250000000001
"Madagascar","MDG",2022,"Pillar 4 - Data Sources - Score","IQ.SPI.PIL4",25.008333333333333
"Madagascar","MDG",2022,"Pillar 5 - Data Infrastructure - Score","IQ.SPI.PIL5",45
"Madagascar","MDG",2022,"SPI Overall Score","IQ.SPI.OVRL",53.7475
"Malawi","MWI",2022,"Pillar 1  - Data Use - Score","IQ.SPI.PIL1",90
"Malawi","MWI",2022,"Pillar 2 - Data Services - Score","IQ.SPI.PIL2",61.999999999999986
"Malawi","MWI",2022,"Pillar 3 - Data Products - Score","IQ.SPI.PIL3",80.5875
"Malawi","MWI",2022,"Pillar 4 - Data Sources - Score","IQ.SPI.PIL4",46.483333333333334
"Malawi","MWI",2022,"Pillar 5 - Data Infrastructure - Score","IQ.SPI.PIL5",45
"Malawi","MWI",2022,"SPI Overall Score","IQ.SPI.OVRL",64.81416666666667
"Maldives","MDV",2022,"Pillar 1  - Data Use - Score","IQ.SPI.PIL1",70
"Maldives","MDV",2022,"Pillar 2 - Data Services - Score","IQ.SPI.PIL2",63.866666666666674
"Maldives","MDV",2022,"Pillar 3 - Data Products - Score","IQ.SPI.PIL3",82.51875
"Maldives","MDV",2022,"Pillar 4 - Data Sources - Score","IQ.SPI.PIL4",59.34166666666666
"Maldives","MDV",2022,"Pillar 5 - Data Infrastructure - Score","IQ.SPI.PIL5",35
"Maldives","MDV",2022,"SPI Overall Score","IQ.SPI.OVRL",62.14541666666666
"Mali","MLI",2022,"Pillar 1  - Data Use - Score","IQ.SPI.PIL1",80
"Mali","MLI",2022,"Pillar 2 - Data Services - Score","IQ.SPI.PIL2",60.73333333333333
"Mali","MLI",2022,"Pillar 3 - Data Products - Score","IQ.SPI.PIL3",82.55624999999999
"Mali","MLI",2022,"Pillar 4 - Data Sources - Score","IQ.SPI.PIL4",29.066666666666663
"Mali","MLI",2022,"Pillar 5 - Data Infrastructure - Score","IQ.SPI.PIL5",45
"Mali","MLI",2022,"SPI Overall Score","IQ.SPI.OVRL",59.47125
"Marshall Islands","MHL",2022,"Pillar 1  - Data Use - Score","IQ.SPI.PIL1",10
"Marshall Islands","MHL",2022,"Pillar 2 - Data Services - Score","IQ.SPI.PIL2",58.33333333333333
"Marshall Islands","MHL",2022,"Pillar 3 - Data Products - Score","IQ.SPI.PIL3",63.95
"Marshall Islands","MHL",2022,"Pillar 4 - Data Sources - Score","IQ.SPI.PIL4",25.34166666666666
"Marshall Islands","MHL",2022,"Pillar 5 - Data Infrastructure - Score","IQ.SPI.PIL5",20
"Marshall Islands","MHL",2022,"SPI Overall Score","IQ.SPI.OVRL",35.525
"Mauritania","MRT",2022,"Pillar 1  - Data Use - Score","IQ.SPI.PIL1",80
"Mauritania","MRT",2022,"Pillar 2 - Data Services - Score","IQ.SPI.PIL2",63.19999999999999
"Mauritania","MRT",2022,"Pillar 3 - Data Products - Score","IQ.SPI.PIL3",66.61250000000001
"Mauritania","MRT",2022,"Pillar 4 - Data Sources - Score","IQ.SPI.PIL4",24.483333333333334
"Mauritania","MRT",2022,"Pillar 5 - Data Infrastructure - Score","IQ.SPI.PIL5",60
"Mauritania","MRT",2022,"SPI Overall Score","IQ.SPI.OVRL",58.85916666666666
"Micronesia, Fed. Sts.","FSM",2022,"Pillar 1  - Data Use - Score","IQ.SPI.PIL1",20
"Micronesia, Fed. Sts.","FSM",2022,"Pillar 2 - Data Services - Score","IQ.SPI.PIL2",59.133333333333326
"Micronesia, Fed. Sts.","FSM",2022,"Pillar 3 - Data Products - Score","IQ.SPI.PIL3",58.6125
"Micronesia, Fed. Sts.","FSM",2022,"Pillar 4 - Data Sources - Score","IQ.SPI.PIL4",13.741666666666664
"Micronesia, Fed. Sts.","FSM",2022,"Pillar 5 - Data Infrastructure - Score","IQ.SPI.PIL5",25
"Micronesia, Fed. Sts.","FSM",2022,"SPI Overall Score","IQ.SPI.OVRL",35.2975
"Mozambique","MOZ",2022,"Pillar 1  - Data Use - Score","IQ.SPI.PIL1",70
"Mozambique","MOZ",2022,"Pillar 2 - Data Services - Score","IQ.SPI.PIL2",59.7
"Mozambique","MOZ",2022,"Pillar 3 - Data Products - Score","IQ.SPI.PIL3",76.51875
"Mozambique","MOZ",2022,"Pillar 4 - Data Sources - Score","IQ.SPI.PIL4",37.233333333333334
"Mozambique","MOZ",2022,"Pillar 5 - Data Infrastructure - Score","IQ.SPI.PIL5",55.00000000000001
"Mozambique","MOZ",2022,"SPI Overall Score","IQ.SPI.OVRL",59.69041666666667
"Myanmar","MMR",2022,"Pillar 1  - Data Use - Score","IQ.SPI.PIL1",100
"Myanmar","MMR",2022,"Pillar 2 - Data Services - Score","IQ.SPI.PIL2",67.36666666666666
"Myanmar","MMR",2022,"Pillar 3 - Data Products - Score","IQ.SPI.PIL3",85.3375
"Myanmar","MMR",2022,"Pillar 4 - Data Sources - Score","IQ.SPI.PIL4",43.733333333333334
"Myanmar","MMR",2022,"Pillar 5 - Data Infrastructure - Score","IQ.SPI.PIL5",65
"Myanmar","MMR",2022,"SPI Overall Score","IQ.SPI.OVRL",72.28750000000001
"Nepal","NPL",2022,"Pillar 1  - Data Use - Score","IQ.SPI.PIL1",80
"Nepal","NPL",2022,"Pillar 2 - Data Services - Score","IQ.SPI.PIL2",62.83333333333333
"Nepal","NPL",2022,"Pillar 3 - Data Products - Score","IQ.SPI.PIL3",85.45625
"Nepal","NPL",2022,"Pillar 4 - Data Sources - Score","IQ.SPI.PIL4",36.63333333333333
"Nepal","NPL",2022,"Pillar 5 - Data Infrastructure - Score","IQ.SPI.PIL5",45
"Nepal","NPL",2022,"SPI Overall Score","IQ.SPI.OVRL",61.98458333333334
"Nicaragua","NIC",2022,"Pillar 1  - Data Use - Score","IQ.SPI.PIL1",60
"Nicaragua","NIC",2022,"Pillar 2 - Data Services - Score","IQ.SPI.PIL2",61.1
"Nicaragua","NIC",2022,"Pillar 3 - Data Products - Score","IQ.SPI.PIL3",64.23125
"Nicaragua","NIC",2022,"Pillar 4 - Data Sources - Score","IQ.SPI.PIL4",23.308333333333337
"Nicaragua","NIC",2022,"Pillar 5 - Data Infrastructure - Score","IQ.SPI.PIL5",55.00000000000001
"Nicaragua","NIC",2022,"SPI Overall Score","IQ.SPI.OVRL",52.72791666666667
"Niger","NER",2022,"Pillar 1  - Data Use - Score","IQ.SPI.PIL1",90
"Niger","NER",2022,"Pillar 2 - Data Services - Score","IQ.SPI.PIL2",60.76666666666666
"Niger","NER",2022,"Pillar 3 - Data Products - Score","IQ.SPI.PIL3",84.83125
"Niger","NER",2022,"Pillar 4 - Data Sources - Score","IQ.SPI.PIL4",34.099999999999994
"Niger","NER",2022,"Pillar 5 - Data Infrastructure - Score","IQ.SPI.PIL5",60
"Niger","NER",2022,"SPI Overall Score","IQ.SPI.OVRL",65.93958333333335
