"WB_Group_Code","WB_Group_Name","date","source_id","source_name","value"
"IDA","IDA total",2017,"IQ.SPI.PIL4","Pillar 4 - Data Sources - Score",31.49
"IDA","IDA total",2017,"IQ.SPI.PIL5","Pillar 5 - Data Infrastructure - Score",29.52
"IDA","IDA total",2018,"IQ.SPI.OVRL","SPI Overall Score",49.66
"IDA","IDA total",2018,"IQ.SPI.PIL1","Pillar 1  - Data Use - Score",67.8
"IDA","IDA total",2018,"IQ.SPI.PIL2","Pillar 2 - Data Services - Score",54.62
"IDA","IDA total",2018,"IQ.SPI.PIL3","Pillar 3 - Data Products - Score",58.21
"IDA","IDA total",2018,"IQ.SPI.PIL4","Pillar 4 - Data Sources - Score",31.91
"IDA","IDA total",2018,"IQ.SPI.PIL5","Pillar 5 - Data Infrastructure - Score",29.93
"IDA","IDA total",2019,"IQ.SPI.OVRL","SPI Overall Score",49.7
"IDA","IDA total",2019,"IQ.SPI.PIL1","Pillar 1  - Data Use - Score",68.53
"IDA","IDA total",2019,"IQ.SPI.PIL2","Pillar 2 - Data Services - Score",54.11
"IDA","IDA total",2019,"IQ.SPI.PIL3","Pillar 3 - Data Products - Score",56.43
"IDA","IDA total",2019,"IQ.SPI.PIL4","Pillar 4 - Data Sources - Score",31.58
"IDA","IDA total",2019,"IQ.SPI.PIL5","Pillar 5 - Data Infrastructure - Score",32.19
"IFS","IDA & IBRD countries classified as fragile situations",2016,"IQ.SPI.OVRL","SPI Overall Score",39.9
"IFS","IDA & IBRD countries classified as fragile situations",2016,"IQ.SPI.PIL1","Pillar 1  - Data Use - Score",55.17
"IFS","IDA & IBRD countries classified as fragile situations",2016,"IQ.SPI.PIL2","Pillar 2 - Data Services - Score",23.6
"IFS","IDA & IBRD countries classified as fragile situations",2016,"IQ.SPI.PIL3","Pillar 3 - Data Products - Score",53.46
"IFS","IDA & IBRD countries classified as fragile situations",2016,"IQ.SPI.PIL4","Pillar 4 - Data Sources - Score",29.97
"IFS","IDA & IBRD countries classified as fragile situations",2016,"IQ.SPI.PIL5","Pillar 5 - Data Infrastructure - Score",23.18
"IFS","IDA & IBRD countries classified as fragile situations",2017,"IQ.SPI.OVRL","SPI Overall Score",40.88
"IFS","IDA & IBRD countries classified as fragile situations",2017,"IQ.SPI.PIL1","Pillar 1  - Data Use - Score",54.99
"IFS","IDA & IBRD countries classified as fragile situations",2017,"IQ.SPI.PIL2","Pillar 2 - Data Services - Score",35.22
"IFS","IDA & IBRD countries classified as fragile situations",2017,"IQ.SPI.PIL3","Pillar 3 - Data Products - Score",55.48
"IFS","IDA & IBRD countries classified as fragile situations",2017,"IQ.SPI.PIL4","Pillar 4 - Data Sources - Score",26.31
"IFS","IDA & IBRD countries classified as fragile situations",2017,"IQ.SPI.PIL5","Pillar 5 - Data Infrastructure - Score",25.56
"IFS","IDA & IBRD countries classified as fragile situations",2018,"IQ.SPI.OVRL","SPI Overall Score",43.64
"IFS","IDA & IBRD countries classified as fragile situations",2018,"IQ.SPI.PIL1","Pillar 1  - Data Use - Score",55.08
"IFS","IDA & IBRD countries classified as fragile situations",2018,"IQ.SPI.PIL2","Pillar 2 - Data Services - Score",48.46
"IFS","IDA & IBRD countries classified as fragile situations",2018,"IQ.SPI.PIL3","Pillar 3 - Data Products - Score",55.2
"IFS","IDA & IBRD countries classified as fragile situations",2018,"IQ.SPI.PIL4","Pillar 4 - Data Sources - Score",26.52
"IFS","IDA & IBRD countries classified as fragile situations",2018,"IQ.SPI.PIL5","Pillar 5 - Data Infrastructure - Score",26.81
"IFS","IDA & IBRD countries classified as fragile situations",2019,"IQ.SPI.OVRL","SPI Overall Score",43.24
"IFS","IDA & IBRD countries classified as fragile situations",2019,"IQ.SPI.PIL1","Pillar 1  - Data Use - Score",55.92
"IFS","IDA & IBRD countries classified as fragile situations",2019,"IQ.SPI.PIL2","Pillar 2 - Data Services - Score",47.42
"IFS","IDA & IBRD countries classified as fragile situations",2019,"IQ.SPI.PIL3","Pillar 3 - Data Products - Score",53.59
"IFS","IDA & IBRD countries classified as fragile situations",2019,"IQ.SPI.PIL4","Pillar 4 - Data Sources - Score",25.33
"IFS","IDA & IBRD countries classified as fragile situations",2019,"IQ.SPI.PIL5","Pillar 5 - Data Infrastructure - Score",28.19
