Year,Region,Region code,Country,Country Code,Data categories,Indicator coverage and disaggregation,Data available last 5 years,Data available last 10 years,First administrative level,Second administrative level,Coverage subscore,Machine readable,Non-proprietary,Download options,Metadata available,Terms of use,Openness subscore,Overall score
2018,Eastern Africa,AFE,Kenya,KEN,Government finance,1,1,1,0.5,0,3.5,0,1,0.5,0.5,0,2,5.5
2018,Eastern Africa,AFE,Kenya,KEN,Money & banking,1,1,1,0,0,3,0,1,0,1,0,2,5
2018,Eastern Africa,AFE,Kenya,KEN,International trade,0.5,0.5,0.5,0,0,1.5,0,1,0,0.5,0,1.5,3
2018,Eastern Africa,AFE,Kenya,KEN,Balance of payments,1,1,1,0,0,3,0,1,0,0.5,0,1.5,4.5
2018,Eastern Africa,AFE,Kenya,KEN,Economic & financial statistics subscore,4.5,4.5,4.5,0.5,0,14,0,6,0.5,3.5,0,10,24
2018,Eastern Africa,AFE,Kenya,KEN,Land use,0.5,0.5,0.5,0.5,0,2,0,1,0,0.5,0,1.5,3.5
2018,Eastern Africa,AFE,Kenya,KEN,Resource use,1,1,1,0.5,0,3.5,0,1,0,0.5,0,1.5,5
2018,Eastern Africa,AFE,Kenya,KEN,Energy use,0.5,0.5,0.5,0,0,1.5,0,1,0,0.5,0,1.5,3
2018,Eastern Africa,AFE,Kenya,KEN,Pollution,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Eastern Africa,AFE,Kenya,KEN,Built environment,1,0.5,0.5,0.5,0,2.5,0.5,1,0.5,0.5,0,2.5,5
2018,Eastern Africa,AFE,Kenya,KEN,Environment subscore,3,2.5,2.5,1.5,0,9.5,0.5,4,0.5,2,0,7,16.5
2018,Eastern Africa,AFE,Kenya,KEN,All Categories,13.5,12.5,11.5,4,1,42.5,1,19,3.5,10.5,0,34,76.5
2018,Eastern Africa,AFE,Madagascar,MDG,Population & vital statistics,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Eastern Africa,AFE,Madagascar,MDG,Education facilities,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Eastern Africa,AFE,Madagascar,MDG,Education outcomes,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Eastern Africa,AFE,Madagascar,MDG,Health facilities,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Eastern Africa,AFE,Madagascar,MDG,Health outcomes,0.5,0.5,0.5,0,0,1.5,0,1,0.5,0.5,0,2,3.5
2018,Eastern Africa,AFE,Madagascar,MDG,Reproductive health,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Eastern Africa,AFE,Madagascar,MDG,Gender statistics ,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Eastern Africa,AFE,Madagascar,MDG,Crime & justice,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Eastern Africa,AFE,Madagascar,MDG,Poverty & income,0.5,0,0,0,0,0.5,0,1,0.5,0,0,1.5,2
2018,Eastern Africa,AFE,Madagascar,MDG,Social statistics subscore,1,0.5,0.5,0,0,2,0,2,1,0.5,0,3.5,5.5
2018,Eastern Africa,AFE,Madagascar,MDG,National accounts,0.5,0.5,0.5,0,0,1.5,0,1,0.5,0.5,0,2,3.5
2018,Eastern Africa,AFE,Madagascar,MDG,Labor ,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Eastern Africa,AFE,Madagascar,MDG,Price indexes,0.5,0.5,0.5,0,0,1.5,0,1,0,0.5,0,1.5,3
2018,Eastern Africa,AFE,Madagascar,MDG,Government finance,1,1,0.5,0,0,2.5,0,1,0,0.5,0,1.5,4
2018,Eastern Africa,AFE,Madagascar,MDG,Money & banking,1,1,0.5,0,0,2.5,0,1,0,0.5,0,1.5,4
2018,Eastern Africa,AFE,Madagascar,MDG,International trade,1,1,0.5,0,0,2.5,0,1,0,0.5,0,1.5,4
2018,Eastern Africa,AFE,Madagascar,MDG,Balance of payments,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Eastern Africa,AFE,Madagascar,MDG,Economic & financial statistics subscore,4,4,2.5,0,0,10.5,0,5,0.5,2.5,0,8,18.5
2018,Eastern Africa,AFE,Madagascar,MDG,Land use,0.5,0.5,0.5,0,0,1.5,0,1,0.5,0.5,0,2,3.5
2018,Eastern Africa,AFE,Madagascar,MDG,Resource use,1,1,0.5,0.5,0,3,0,1,1,0.5,0,2.5,5.5
2018,Eastern Africa,AFE,Madagascar,MDG,Energy use,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Eastern Africa,AFE,Madagascar,MDG,Pollution,0.5,0,0.5,0,0,1,0,1,0.5,0.5,0,2,3
2018,Eastern Africa,AFE,Madagascar,MDG,Built environment,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Eastern Africa,AFE,Madagascar,MDG,Environment subscore,2,1.5,1.5,0.5,0,5.5,0,3,2,1.5,0,6.5,12
2018,Eastern Africa,AFE,Madagascar,MDG,All Categories,7,6,4.5,0.5,0,18,0,10,3.5,4.5,0,18,36
2018,Eastern Africa,AFE,Malawi,MWI,Population & vital statistics,0.5,0.5,0.5,0.5,0,2,1,0,0.5,0.5,0.5,2.5,4.5
2018,Eastern Africa,AFE,Malawi,MWI,Education facilities,0.5,0.5,0.5,0,0,1.5,0,1,0.5,0.5,0.5,2.5,4
2018,Eastern Africa,AFE,Malawi,MWI,Education outcomes,0.5,0.5,0.5,0,0,1.5,0.5,1,0.5,0.5,0.5,3,4.5
2018,Eastern Africa,AFE,Malawi,MWI,Health facilities,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Eastern Africa,AFE,Malawi,MWI,Health outcomes,0.5,0.5,0.5,0.5,0.5,2.5,0.5,0.5,0.5,0.5,0.5,2.5,5
2018,Eastern Africa,AFE,Malawi,MWI,Reproductive health,1,0.5,0.5,0.5,0,2.5,0.5,1,0.5,0.5,0.5,3,5.5
2018,Eastern Africa,AFE,Malawi,MWI,Gender statistics ,0.5,0.5,0.5,0,0,1.5,0,1,0,0.5,0.5,2,3.5
2018,Eastern Africa,AFE,Malawi,MWI,Crime & justice,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Eastern Africa,AFE,Malawi,MWI,Poverty & income,0.5,0,0,0.5,0.5,1.5,0,1,0.5,0.5,0.5,2.5,4
2018,Eastern Africa,AFE,Malawi,MWI,Social statistics subscore,4,3,3,2,1,13,2.5,5.5,3,3.5,3.5,18,31
2018,Eastern Africa,AFE,Malawi,MWI,National accounts,0.5,0.5,0.5,0,0,1.5,0,1,0,0.5,0.5,2,3.5
2018,Eastern Africa,AFE,Malawi,MWI,Labor ,1,0.5,0.5,0.5,0.5,3,0.5,0.5,0,0.5,0.5,2,5
2018,Eastern Africa,AFE,Malawi,MWI,Price indexes,0.5,0.5,0.5,0,0,1.5,0.5,1,0.5,0.5,0.5,3,4.5
2018,Eastern Africa,AFE,Malawi,MWI,Government finance,1,1,1,0,0,3,0,1,0.5,0.5,0.5,2.5,5.5
2018,Eastern Africa,AFE,Malawi,MWI,Money & banking,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Eastern Africa,AFE,Malawi,MWI,International trade,0.5,0.5,0.5,0,0,1.5,0,1,0,0.5,0.5,2,3.5
2018,Eastern Africa,AFE,Malawi,MWI,Balance of payments,1,1,1,0,0,3,0,1,0,0,0.5,1.5,4.5
2018,Eastern Africa,AFE,Malawi,MWI,Economic & financial statistics subscore,4.5,4,4,0.5,0.5,13.5,1,5.5,1,2.5,3,13,26.5
2018,Eastern Africa,AFE,Malawi,MWI,Land use,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Eastern Africa,AFE,Malawi,MWI,Resource use,0.5,0.5,0.5,0,0,1.5,0.5,1,0.5,0.5,0.5,3,4.5
2018,Eastern Africa,AFE,Malawi,MWI,Energy use,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Eastern Africa,AFE,Malawi,MWI,Pollution,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Eastern Africa,AFE,Malawi,MWI,Built environment,1,0.5,0.5,0.5,0.5,3,0.5,1,0.5,0.5,0.5,3,6
2018,Eastern Africa,AFE,Malawi,MWI,Environment subscore,1.5,1,1,0.5,0.5,4.5,1,2,1,1,1,6,10.5
2018,Eastern Africa,AFE,Malawi,MWI,All Categories,10,8,8,3,2,31,4.5,13,5,7,7.5,37,68
2018,Eastern Africa,AFE,Mauritius,MUS,Population & vital statistics,1,1,0.5,0,0,2.5,0.5,1,0.5,0.5,0.5,3,5.5
2018,Eastern Africa,AFE,Mauritius,MUS,Education facilities,0.5,0.5,0.5,0.5,0,2,0.5,0.5,0,0.5,0.5,2,4
2018,Eastern Africa,AFE,Mauritius,MUS,Education outcomes,0.5,0.5,0.5,0.5,0,2,0.5,0.5,0.5,0.5,0.5,2.5,4.5
2018,Eastern Africa,AFE,Mauritius,MUS,Health facilities,1,1,1,0,0,3,0,1,0,0.5,0.5,2,5
2018,Eastern Africa,AFE,Mauritius,MUS,Health outcomes,0.5,0.5,0.5,0,0,1.5,0,1,0,0.5,0.5,2,3.5
2018,Eastern Africa,AFE,Mauritius,MUS,Reproductive health,0.5,0.5,0.5,0,0,1.5,0.5,1,0.5,0.5,0.5,3,4.5
2018,Eastern Africa,AFE,Mauritius,MUS,Gender statistics ,1,1,0.5,0,0,2.5,0.5,0.5,0.5,0.5,0.5,2.5,5
2018,Eastern Africa,AFE,Mauritius,MUS,Crime & justice,0.5,0.5,0.5,0,0,1.5,1,0,0.5,0.5,0.5,2.5,4
2018,Eastern Africa,AFE,Mauritius,MUS,Poverty & income,1,0.5,0,0,0,1.5,0,1,0,0.5,0.5,2,3.5
2018,Eastern Africa,AFE,Mauritius,MUS,Social statistics subscore,6.5,6,4.5,1,0,18,3.5,6.5,2.5,4.5,4.5,21.5,39.5
2018,Eastern Africa,AFE,Mauritius,MUS,National accounts,1,1,1,0,0,3,1,0,0.5,1,0.5,3,6
2018,Eastern Africa,AFE,Mauritius,MUS,Labor ,1,1,1,0,0,3,1,1,0,0.5,0.5,3,6
2018,Eastern Africa,AFE,Mauritius,MUS,Price indexes,1,1,1,0,0,3,1,1,0.5,1,0.5,4,7
2018,Eastern Africa,AFE,Mauritius,MUS,Government finance,1,1,1,0,0,3,1,0,0.5,0.5,0.5,2.5,5.5
2018,Eastern Africa,AFE,Mauritius,MUS,Money & banking,1,1,1,0,0,3,1,0.5,0.5,0.5,0.5,3,6
2018,Eastern Africa,AFE,Mauritius,MUS,International trade,1,1,1,0,0,3,1,0,0.5,1,0.5,3,6
2018,Eastern Africa,AFE,Mauritius,MUS,Balance of payments,1,1,1,0,0,3,1,0,0.5,0.5,0.5,2.5,5.5
2018,Eastern Africa,AFE,Mauritius,MUS,Economic & financial statistics subscore,7,7,7,0,0,21,7,2.5,3,5,3.5,21,42
2018,Eastern Africa,AFE,Mauritius,MUS,Land use,0.5,0.5,0.5,0,0,1.5,1,1,0.5,0.5,0.5,3.5,5
2018,Eastern Africa,AFE,Mauritius,MUS,Resource use,1,1,1,0,0,3,1,1,0.5,0.5,0.5,3.5,6.5
2018,Eastern Africa,AFE,Mauritius,MUS,Energy use,1,1,1,0,0,3,1,1,0,0.5,0.5,3,6
2018,Eastern Africa,AFE,Mauritius,MUS,Pollution,1,1,1,0,0,3,1,1,0.5,0.5,0.5,3.5,6.5
2018,Eastern Africa,AFE,Mauritius,MUS,Built environment,1,0,0,1,0,2,1,1,0.5,0.5,0.5,3.5,5.5
2018,Eastern Africa,AFE,Mauritius,MUS,Environment subscore,4.5,3.5,3.5,1,0,12.5,5,5,2,2.5,2.5,17,29.5
2018,Eastern Africa,AFE,Mauritius,MUS,All Categories,18,16.5,15,2,0,51.5,15.5,14,7.5,12,10.5,59.5,111
2018,Eastern Africa,AFE,Mozambique,MOZ,Population & vital statistics,0.5,0.5,0.5,0,0,1.5,1,0,0.5,0.5,0,2,3.5
2018,Eastern Africa,AFE,Mozambique,MOZ,Education facilities,0.5,0.5,0.5,0.5,0,2,0,1,0,0.5,0,1.5,3.5
2018,Eastern Africa,AFE,Mozambique,MOZ,Education outcomes,0.5,0.5,0.5,0.5,0,2,0,1,0,0.5,0,1.5,3.5
2018,Eastern Africa,AFE,Mozambique,MOZ,Health facilities,1,1,1,1,0,4,0,1,0,0.5,0,1.5,5.5
2018,Eastern Africa,AFE,Mozambique,MOZ,Health outcomes,0.5,0.5,0.5,0,0,1.5,0,1,0,0.5,0,1.5,3
2018,Eastern Africa,AFE,Mozambique,MOZ,Reproductive health,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Eastern Africa,AFE,Mozambique,MOZ,Gender statistics ,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Eastern Africa,AFE,Mozambique,MOZ,Crime & justice,0.5,0.5,0.5,0.5,0,2,0,1,0,0.5,0,1.5,3.5
2018,Eastern Africa,AFE,Mozambique,MOZ,Poverty & income,1,0,0,1,0,2,0,1,0.5,1,0,2.5,4.5
2018,Eastern Africa,AFE,Mozambique,MOZ,Social statistics subscore,4.5,3.5,3.5,3.5,0,15,1,6,1,4,0,12,27
2018,Eastern Africa,AFE,Mozambique,MOZ,National accounts,0.5,0.5,0.5,0,0,1.5,1,0.5,0.5,0,0,2,3.5
2018,Eastern Africa,AFE,Mozambique,MOZ,Labor ,0.5,0.5,0.5,0.5,0,2,0,1,0,0.5,0,1.5,3.5
2018,Eastern Africa,AFE,Mozambique,MOZ,Price indexes,0.5,0.5,0.5,0,0,1.5,1,0,0,0,0,1,2.5
2018,Eastern Africa,AFE,Mozambique,MOZ,Government finance,1,1,1,0,0,3,0,1,0,0.5,0,1.5,4.5
2018,Eastern Africa,AFE,Mozambique,MOZ,Money & banking,1,1,1,0,0,3,0,1,0,0.5,0,1.5,4.5
2018,Eastern Africa,AFE,Mozambique,MOZ,International trade,0.5,0.5,0.5,0,0,1.5,0,1,0,0.5,0,1.5,3
2018,Eastern Africa,AFE,Mozambique,MOZ,Balance of payments,1,1,1,0,0,3,0,1,0,0.5,0,1.5,4.5
2018,Eastern Africa,AFE,Mozambique,MOZ,Economic & financial statistics subscore,5,5,5,0.5,0,15.5,2,5.5,0.5,2.5,0,10.5,26
2018,Eastern Africa,AFE,Mozambique,MOZ,Land use,0.5,0.5,0.5,0,0,1.5,0,1,0,0.5,0,1.5,3
2018,Eastern Africa,AFE,Mozambique,MOZ,Resource use,1,1,1,0,0,3,0,1,0,0.5,0,1.5,4.5
2018,Eastern Africa,AFE,Mozambique,MOZ,Energy use,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Eastern Africa,AFE,Mozambique,MOZ,Pollution,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Eastern Africa,AFE,Mozambique,MOZ,Built environment,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Eastern Africa,AFE,Mozambique,MOZ,Environment subscore,1.5,1.5,1.5,0,0,4.5,0,2,0,1,0,3,7.5
2018,Eastern Africa,AFE,Mozambique,MOZ,All Categories,11,10,10,4,0,35,3,13.5,1.5,7.5,0,25.5,60.5
2018,Eastern Africa,AFE,Rwanda,RWA,Population & vital statistics,1,0,0,0.5,0.5,2,1,1,0.5,1,1,4.5,6.5
2018,Eastern Africa,AFE,Rwanda,RWA,Education facilities,0.5,0.5,0.5,0,0,1.5,0.5,0.5,0.5,0.5,1,3,4.5
2018,Eastern Africa,AFE,Rwanda,RWA,Education outcomes,0.5,0.5,0.5,0,0,1.5,0.5,1,0,0.5,1,3,4.5
2018,Eastern Africa,AFE,Rwanda,RWA,Health facilities,1,0.5,0.5,0,0,2,0.5,0.5,0,0.5,1,2.5,4.5
2018,Eastern Africa,AFE,Rwanda,RWA,Health outcomes,0.5,0.5,0.5,0.5,0,2,0.5,1,0,0.5,1,3,5
2018,Eastern Africa,AFE,Rwanda,RWA,Reproductive health,1,0.5,0.5,0,0,2,0.5,1,0.5,0.5,1,3.5,5.5
2018,Eastern Africa,AFE,Rwanda,RWA,Gender statistics ,1,0.5,0.5,0,0,2,0.5,1,0.5,0.5,1,3.5,5.5
