Year,Region,Region code,Country,Country Code,Data categories,Indicator coverage and disaggregation,Data available last 5 years,Data available last 10 years,First administrative level,Second administrative level,Coverage subscore,Machine readable,Non-proprietary,Download options,Metadata available,Terms of use,Openness subscore,Overall score
2020,Eastern Africa,AFE,Burundi,BDI,Built environment,50,50,50,0,0,30,100,100,100,50,100,90,60
2020,Eastern Africa,AFE,Burundi,BDI,Environment subscore,50,50,50,12.5,0,38.1,30,80,50,40,30,46,42.4
2020,Eastern Africa,AFE,Burundi,BDI,All Categories,54.8,51.4,49,6.3,0,37.5,20,81.9,43.6,42.6,22.4,42.1,40
2020,Eastern Africa,AFE,Djibouti,DJI,Population & vital statistics,50,50,50,0,0,30,100,100,100,50,0,70,50
2020,Eastern Africa,AFE,Djibouti,DJI,Education facilities,50,50,50,0,0,30,0,100,0,50,0,30,30
2020,Eastern Africa,AFE,Djibouti,DJI,Education outcomes,50,50,50,0,0,30,50,100,50,50,0,50,40
2020,Eastern Africa,AFE,Djibouti,DJI,Health facilities,50,50,50,50,0,40,50,100,50,50,50,60,50
2020,Eastern Africa,AFE,Djibouti,DJI,Health outcomes,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Eastern Africa,AFE,Djibouti,DJI,Reproductive health,50,50,50,50,0,40,50,100,50,50,0,50,45
2020,Eastern Africa,AFE,Djibouti,DJI,Food security & nutrition,100,0,0,0,0,25,50,100,50,50,50,60,44.4
2020,Eastern Africa,AFE,Djibouti,DJI,Gender statistics,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Eastern Africa,AFE,Djibouti,DJI,Crime & justice,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Eastern Africa,AFE,Djibouti,DJI,Poverty & income,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Eastern Africa,AFE,Djibouti,DJI,Social statistics subscore,35,25,25,10,0,19.4,30,60,30,30,10,32,25.8
2020,Eastern Africa,AFE,Djibouti,DJI,National accounts,50,50,50,0,0,37.5,50,100,50,50,50,60,50
2020,Eastern Africa,AFE,Djibouti,DJI,Labor,100,50,0,0,0,30,0,100,50,50,0,40,35
2020,Eastern Africa,AFE,Djibouti,DJI,Price indexes,50,50,50,0,0,37.5,50,100,50,50,50,60,50
2020,Eastern Africa,AFE,Djibouti,DJI,Government finance,100,100,100,0,0,75,0,100,0,50,0,30,50
2020,Eastern Africa,AFE,Djibouti,DJI,Money & banking,50,50,50,0,0,50,0,100,0,50,0,30,37.5
2020,Eastern Africa,AFE,Djibouti,DJI,International trade,50,50,50,0,0,50,0,100,50,50,0,40,43.8
2020,Eastern Africa,AFE,Djibouti,DJI,Balance of payments,100,100,100,0,0,100,0,100,0,50,0,30,56.3
2020,Eastern Africa,AFE,Djibouti,DJI,Economic & financial statistics subscore,71.4,64.3,57.1,0,0,51.9,14.3,100,28.6,50,14.3,41.4,45.9
2020,Eastern Africa,AFE,Djibouti,DJI,Agriculture & Land Use,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Eastern Africa,AFE,Djibouti,DJI,Resource use,50,50,50,50,0,50,0,100,0,50,0,30,38.9
2020,Eastern Africa,AFE,Djibouti,DJI,Energy,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Eastern Africa,AFE,Djibouti,DJI,Pollution,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Eastern Africa,AFE,Djibouti,DJI,Built environment,100,50,0,100,0,50,0,100,50,50,0,40,45
2020,Eastern Africa,AFE,Djibouti,DJI,Environment subscore,30,20,10,37.5,0,21.4,0,40,10,20,0,14,17.4
2020,Eastern Africa,AFE,Djibouti,DJI,All Categories,45.5,36.4,30.7,16.9,0,29.5,14.8,66.7,22.9,33.3,8.1,29.1,29.3
2020,Eastern Africa,AFE,Ethiopia,ETH,Population & vital statistics,50,50,50,50,50,50,0,100,0,50,0,30,40
2020,Eastern Africa,AFE,Ethiopia,ETH,Education facilities,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Eastern Africa,AFE,Ethiopia,ETH,Education outcomes,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Eastern Africa,AFE,Ethiopia,ETH,Health facilities,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Eastern Africa,AFE,Ethiopia,ETH,Health outcomes,50,50,0,50,0,30,0,100,50,50,0,40,35
2020,Eastern Africa,AFE,Ethiopia,ETH,Reproductive health,50,50,50,50,0,40,0,100,50,50,0,40,40
2020,Eastern Africa,AFE,Ethiopia,ETH,Food security & nutrition,100,50,0,50,0,50,0,100,50,50,0,40,44.4
2020,Eastern Africa,AFE,Ethiopia,ETH,Gender statistics,50,50,0,50,0,30,0,100,50,50,0,40,35
2020,Eastern Africa,AFE,Ethiopia,ETH,Crime & justice,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Eastern Africa,AFE,Ethiopia,ETH,Poverty & income,50,50,0,0,0,20,0,100,50,50,0,40,30
2020,Eastern Africa,AFE,Ethiopia,ETH,Social statistics subscore,35,30,10,25,5.6,21.4,0,60,25,30,0,23,22.2
2020,Eastern Africa,AFE,Ethiopia,ETH,National accounts,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Eastern Africa,AFE,Ethiopia,ETH,Labor,100,100,100,50,0,70,0,100,0,50,0,30,50
2020,Eastern Africa,AFE,Ethiopia,ETH,Price indexes,50,50,50,50,0,50,0,100,50,100,0,50,50
2020,Eastern Africa,AFE,Ethiopia,ETH,Government finance,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Eastern Africa,AFE,Ethiopia,ETH,Money & banking,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Eastern Africa,AFE,Ethiopia,ETH,International trade,100,0,50,0,0,50,0,100,0,50,0,30,37.5
2020,Eastern Africa,AFE,Ethiopia,ETH,Balance of payments,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Eastern Africa,AFE,Ethiopia,ETH,Economic & financial statistics subscore,35.7,21.4,28.6,25,0,26.9,0,42.9,7.1,28.6,0,15.7,20.5
2020,Eastern Africa,AFE,Ethiopia,ETH,Agriculture & Land Use,50,50,50,50,50,50,0,100,0,50,0,30,40
2020,Eastern Africa,AFE,Ethiopia,ETH,Resource use,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Eastern Africa,AFE,Ethiopia,ETH,Energy,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Eastern Africa,AFE,Ethiopia,ETH,Pollution,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Eastern Africa,AFE,Ethiopia,ETH,Built environment,100,50,50,0,0,40,0,100,50,50,0,40,40
2020,Eastern Africa,AFE,Ethiopia,ETH,Environment subscore,30,20,20,12.5,25,21.4,0,40,10,20,0,14,17.4
2020,Eastern Africa,AFE,Ethiopia,ETH,All Categories,33.6,23.8,19.5,20.8,10.4,23,0,47.6,14,26.2,0,17.6,20.1
2020,Eastern Africa,AFE,Kenya,KEN,Population & vital statistics,100,50,50,100,0,60,0,100,50,50,0,40,50
2020,Eastern Africa,AFE,Kenya,KEN,Education facilities,50,50,50,0,0,30,0,100,0,50,0,30,30
2020,Eastern Africa,AFE,Kenya,KEN,Education outcomes,50,50,50,0,0,30,0,100,0,50,0,30,30
2020,Eastern Africa,AFE,Kenya,KEN,Health facilities,100,100,50,50,0,60,0,100,50,50,0,40,50
2020,Eastern Africa,AFE,Kenya,KEN,Health outcomes,50,50,50,50,0,40,0,100,0,50,0,30,35
2020,Eastern Africa,AFE,Kenya,KEN,Reproductive health,100,0,0,0,0,20,0,100,50,50,0,40,30
2020,Eastern Africa,AFE,Kenya,KEN,Food security & nutrition,100,0,0,50,0,37.5,0,100,50,50,0,40,38.9
2020,Eastern Africa,AFE,Kenya,KEN,Gender statistics,50,50,50,50,0,40,0,100,50,50,0,40,40
2020,Eastern Africa,AFE,Kenya,KEN,Crime & justice,100,100,100,100,50,90,0,100,0,50,0,30,60
2020,Eastern Africa,AFE,Kenya,KEN,Poverty & income,50,0,0,50,0,20,0,100,50,100,0,50,35
2020,Eastern Africa,AFE,Kenya,KEN,Social statistics subscore,75,45,40,45,5.6,42.9,0,100,30,55,0,37,39.9
2020,Eastern Africa,AFE,Kenya,KEN,National accounts,100,100,100,0,0,75,0,100,0,50,0,30,50
2020,Eastern Africa,AFE,Kenya,KEN,Labor,50,50,50,0,0,30,0,100,50,50,0,40,35
2020,Eastern Africa,AFE,Kenya,KEN,Price indexes,100,100,100,0,0,75,0,100,50,50,0,40,55.6
2020,Eastern Africa,AFE,Kenya,KEN,Government finance,100,100,100,50,0,87.5,0,100,0,50,0,30,55.6
2020,Eastern Africa,AFE,Kenya,KEN,Money & banking,100,100,100,0,0,100,0,100,0,50,0,30,56.3
2020,Eastern Africa,AFE,Kenya,KEN,International trade,50,50,50,0,0,50,0,100,0,50,0,30,37.5
2020,Eastern Africa,AFE,Kenya,KEN,Balance of payments,100,100,100,0,0,100,0,100,0,50,0,30,56.3
2020,Eastern Africa,AFE,Kenya,KEN,Economic & financial statistics subscore,85.7,85.7,85.7,12.5,0,71.2,0,100,14.3,50,0,32.9,49.2
2020,Eastern Africa,AFE,Kenya,KEN,Agriculture & Land Use,50,50,50,50,0,40,0,100,0,50,0,30,35
2020,Eastern Africa,AFE,Kenya,KEN,Resource use,100,100,100,50,0,87.5,0,100,0,50,0,30,55.6
2020,Eastern Africa,AFE,Kenya,KEN,Energy,100,100,100,0,0,100,0,100,0,50,0,30,56.3
2020,Eastern Africa,AFE,Kenya,KEN,Pollution,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Eastern Africa,AFE,Kenya,KEN,Built environment,100,50,0,100,50,60,0,100,50,50,0,40,50
2020,Eastern Africa,AFE,Kenya,KEN,Environment subscore,70,60,50,50,25,54.8,0,80,10,40,0,26,39.1
2020,Eastern Africa,AFE,Kenya,KEN,All Categories,76.9,63.6,58.6,38.9,10.4,55,0,93.3,18.1,48.3,0,32,42.6
2020,Eastern Africa,AFE,Madagascar,MDG,Population & vital statistics,50,50,50,50,0,40,50,100,50,50,50,60,50
2020,Eastern Africa,AFE,Madagascar,MDG,Education facilities,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Eastern Africa,AFE,Madagascar,MDG,Education outcomes,50,50,0,0,0,20,0,100,50,50,0,40,30
2020,Eastern Africa,AFE,Madagascar,MDG,Health facilities,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Eastern Africa,AFE,Madagascar,MDG,Health outcomes,50,50,50,50,0,40,0,100,50,50,0,40,40
2020,Eastern Africa,AFE,Madagascar,MDG,Reproductive health,50,50,0,50,0,30,0,100,50,50,0,40,35
2020,Eastern Africa,AFE,Madagascar,MDG,Food security & nutrition,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Eastern Africa,AFE,Madagascar,MDG,Gender statistics,50,50,0,50,0,30,0,100,50,50,0,40,35
2020,Eastern Africa,AFE,Madagascar,MDG,Crime & justice,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Eastern Africa,AFE,Madagascar,MDG,Poverty & income,100,0,0,100,0,40,100,100,100,50,100,90,65
2020,Eastern Africa,AFE,Madagascar,MDG,Social statistics subscore,35,25,10,30,0,20.4,15,60,35,30,15,31,25.8
2020,Eastern Africa,AFE,Madagascar,MDG,National accounts,50,50,50,0,0,37.5,50,100,50,50,0,50,44.4
2020,Eastern Africa,AFE,Madagascar,MDG,Labor,50,0,0,0,0,10,0,100,50,50,0,40,25
2020,Eastern Africa,AFE,Madagascar,MDG,Price indexes,100,50,50,0,0,50,50,50,50,50,50,50,50
2020,Eastern Africa,AFE,Madagascar,MDG,Government finance,100,100,50,0,0,62.5,50,100,50,50,0,50,55.6
2020,Eastern Africa,AFE,Madagascar,MDG,Money & banking,100,100,100,0,0,100,0,100,0,50,0,30,56.3
2020,Eastern Africa,AFE,Madagascar,MDG,International trade,100,100,100,0,0,100,50,100,50,50,0,50,68.8
2020,Eastern Africa,AFE,Madagascar,MDG,Balance of payments,100,100,100,0,0,100,100,100,100,100,0,80,87.5
2020,Eastern Africa,AFE,Madagascar,MDG,Economic & financial statistics subscore,85.7,71.4,64.3,0,0,59.6,42.9,92.9,50,57.1,7.1,50,54.1
2020,Eastern Africa,AFE,Madagascar,MDG,Agriculture & Land Use,50,50,50,50,0,40,0,100,50,50,0,40,40
2020,Eastern Africa,AFE,Madagascar,MDG,Resource use,100,50,100,0,0,62.5,0,100,50,50,0,40,50
2020,Eastern Africa,AFE,Madagascar,MDG,Energy,50,50,50,0,0,50,0,100,50,50,0,40,43.8
2020,Eastern Africa,AFE,Madagascar,MDG,Pollution,100,0,50,0,0,37.5,0,100,50,50,0,40,38.9
2020,Eastern Africa,AFE,Madagascar,MDG,Built environment,100,0,0,50,0,30,0,100,50,50,0,40,35
2020,Eastern Africa,AFE,Madagascar,MDG,Environment subscore,80,30,50,25,0,42.9,0,100,50,50,0,40,41.3
2020,Eastern Africa,AFE,Madagascar,MDG,All Categories,66.9,42.1,41.4,21.1,0,39.1,19.3,84.3,45,45.7,7.4,40.3,39.8
2020,Eastern Africa,AFE,Malawi,MWI,Population & vital statistics,50,50,50,50,50,50,50,100,50,50,50,60,55
2020,Eastern Africa,AFE,Malawi,MWI,Education facilities,50,50,50,0,0,30,0,100,50,50,50,50,40
2020,Eastern Africa,AFE,Malawi,MWI,Education outcomes,50,50,50,50,50,50,50,100,50,50,50,60,55
2020,Eastern Africa,AFE,Malawi,MWI,Health facilities,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Eastern Africa,AFE,Malawi,MWI,Health outcomes,50,50,50,50,50,50,0,100,50,50,50,50,50
2020,Eastern Africa,AFE,Malawi,MWI,Reproductive health,100,50,50,50,50,60,50,100,50,50,50,60,60
2020,Eastern Africa,AFE,Malawi,MWI,Food security & nutrition,100,50,0,100,0,62.5,50,100,50,50,50,60,61.1
2020,Eastern Africa,AFE,Malawi,MWI,Gender statistics,100,50,0,50,50,50,50,100,50,50,50,60,55
2020,Eastern Africa,AFE,Malawi,MWI,Crime & justice,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Eastern Africa,AFE,Malawi,MWI,Poverty & income,50,50,0,50,50,40,0,100,50,50,50,50,45
2020,Eastern Africa,AFE,Malawi,MWI,Social statistics subscore,55,40,25,40,33.3,38.8,25,80,40,40,40,45,41.9
2020,Eastern Africa,AFE,Malawi,MWI,National accounts,50,50,50,0,0,37.5,0,100,50,50,50,50,44.4
2020,Eastern Africa,AFE,Malawi,MWI,Labor,100,0,0,100,0,40,0,100,50,50,50,50,45
2020,Eastern Africa,AFE,Malawi,MWI,Price indexes,100,50,50,50,0,62.5,50,100,50,50,50,60,61.1
2020,Eastern Africa,AFE,Malawi,MWI,Government finance,100,100,100,0,0,75,0,100,0,50,50,40,55.6
2020,Eastern Africa,AFE,Malawi,MWI,Money & banking,50,50,50,0,0,50,0,100,0,50,50,40,43.8
2020,Eastern Africa,AFE,Malawi,MWI,International trade,50,50,50,0,0,50,0,100,50,50,50,50,50
2020,Eastern Africa,AFE,Malawi,MWI,Balance of payments,100,100,100,0,0,100,0,100,0,50,50,40,62.5
2020,Eastern Africa,AFE,Malawi,MWI,Economic & financial statistics subscore,78.6,57.1,57.1,37.5,0,57.7,7.1,100,28.6,50,50,47.1,51.6
2020,Eastern Africa,AFE,Malawi,MWI,Agriculture & Land Use,50,50,50,0,0,30,0,100,0,50,50,40,35
2020,Eastern Africa,AFE,Malawi,MWI,Resource use,50,50,50,0,0,37.5,0,100,50,50,50,50,44.4
2020,Eastern Africa,AFE,Malawi,MWI,Energy,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Eastern Africa,AFE,Malawi,MWI,Pollution,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Eastern Africa,AFE,Malawi,MWI,Built environment,100,50,50,50,50,60,0,100,50,50,50,50,55
2020,Eastern Africa,AFE,Malawi,MWI,Environment subscore,40,30,30,12.5,25,28.6,0,60,20,30,30,28,28.3
2020,Eastern Africa,AFE,Malawi,MWI,All Categories,57.9,42.4,37.4,30.1,27.7,40.9,10.7,80,29.5,40,40,40,40.4
2020,Eastern Africa,AFE,Mauritius,MUS,Population & vital statistics,100,100,100,0,0,60,50,100,50,50,50,60,60
2020,Eastern Africa,AFE,Mauritius,MUS,Education facilities,50,50,50,50,0,40,100,50,50,50,50,60,50
2020,Eastern Africa,AFE,Mauritius,MUS,Education outcomes,50,50,50,50,0,40,100,50,50,50,50,60,50
2020,Eastern Africa,AFE,Mauritius,MUS,Health facilities,100,50,50,0,0,40,50,100,50,50,50,60,50
2020,Eastern Africa,AFE,Mauritius,MUS,Health outcomes,50,50,50,0,0,30,0,100,0,50,0,30,30
2020,Eastern Africa,AFE,Mauritius,MUS,Reproductive health,50,50,50,0,0,30,50,100,50,50,50,60,45
2020,Eastern Africa,AFE,Mauritius,MUS,Food security & nutrition,50,50,0,0,0,25,0,100,50,50,0,40,33.3
2020,Eastern Africa,AFE,Mauritius,MUS,Gender statistics,100,100,50,0,0,50,100,50,50,50,50,60,55
2020,Eastern Africa,AFE,Mauritius,MUS,Crime & justice,100,100,50,0,0,50,100,0,50,50,50,50,50
2020,Eastern Africa,AFE,Mauritius,MUS,Poverty & income,100,50,0,0,0,30,0,100,50,50,50,50,40
2020,Eastern Africa,AFE,Mauritius,MUS,Social statistics subscore,75,65,45,10,0,39.8,55,75,45,50,40,53,46.5
2020,Eastern Africa,AFE,Mauritius,MUS,National accounts,100,100,100,0,0,75,100,50,50,100,50,70,72.2
2020,Eastern Africa,AFE,Mauritius,MUS,Labor,100,100,100,0,0,60,50,100,0,50,50,50,55
2020,Eastern Africa,AFE,Mauritius,MUS,Price indexes,100,100,100,0,0,75,100,100,50,50,50,70,72.2
2020,Eastern Africa,AFE,Mauritius,MUS,Government finance,100,100,100,0,0,75,100,0,50,50,50,50,61.1
2020,Eastern Africa,AFE,Mauritius,MUS,Money & banking,100,50,50,0,0,66.7,50,50,50,50,50,50,56.3
2020,Eastern Africa,AFE,Mauritius,MUS,International trade,100,100,100,0,0,100,100,0,50,100,50,60,75
2020,Eastern Africa,AFE,Mauritius,MUS,Balance of payments,100,100,100,0,0,100,100,0,50,50,50,50,68.8
2020,Eastern Africa,AFE,Mauritius,MUS,Economic & financial statistics subscore,100,92.9,92.9,0,0,76.9,85.7,42.9,42.9,64.3,50,57.1,65.6
2020,Eastern Africa,AFE,Mauritius,MUS,Agriculture & Land Use,50,50,50,0,0,30,100,100,50,50,50,70,50
2020,Eastern Africa,AFE,Mauritius,MUS,Resource use,100,50,50,0,0,50,100,100,50,50,50,70,61.1
2020,Eastern Africa,AFE,Mauritius,MUS,Energy,100,100,100,0,0,100,100,100,50,50,50,70,81.3
2020,Eastern Africa,AFE,Mauritius,MUS,Pollution,100,50,50,50,0,62.5,100,100,50,50,50,70,66.7
2020,Eastern Africa,AFE,Mauritius,MUS,Built environment,100,0,0,50,0,30,100,100,50,50,50,70,50
2020,Eastern Africa,AFE,Mauritius,MUS,Environment subscore,90,50,50,25,0,50,100,100,50,50,50,70,60.9
2020,Eastern Africa,AFE,Mauritius,MUS,All Categories,88.3,69.3,62.6,12.7,0,53.9,80.2,72.6,46,54.8,46.7,60,57.2
2020,Eastern Africa,AFE,Mozambique,MOZ,Population & vital statistics,50,50,50,0,0,30,100,0,50,100,0,50,40
2020,Eastern Africa,AFE,Mozambique,MOZ,Education facilities,50,50,50,50,0,40,0,100,0,50,0,30,35
2020,Eastern Africa,AFE,Mozambique,MOZ,Education outcomes,50,50,50,50,0,40,0,100,0,50,0,30,35
2020,Eastern Africa,AFE,Mozambique,MOZ,Health facilities,50,50,50,50,0,40,0,100,0,50,0,30,35
2020,Eastern Africa,AFE,Mozambique,MOZ,Health outcomes,50,50,50,0,0,30,0,100,0,50,0,30,30
2020,Eastern Africa,AFE,Mozambique,MOZ,Reproductive health,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Eastern Africa,AFE,Mozambique,MOZ,Food security & nutrition,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Eastern Africa,AFE,Mozambique,MOZ,Gender statistics,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Eastern Africa,AFE,Mozambique,MOZ,Crime & justice,50,50,50,50,0,40,0,100,0,50,0,30,35
2020,Eastern Africa,AFE,Mozambique,MOZ,Poverty & income,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Eastern Africa,AFE,Mozambique,MOZ,Social statistics subscore,30,30,30,20,0,22.4,10,50,5,35,0,20,21.2
2020,Eastern Africa,AFE,Mozambique,MOZ,National accounts,50,50,50,0,0,37.5,50,50,50,50,0,40,38.9
2020,Eastern Africa,AFE,Mozambique,MOZ,Labor,50,50,50,50,0,40,0,100,0,50,0,30,35
2020,Eastern Africa,AFE,Mozambique,MOZ,Price indexes,50,50,50,0,0,37.5,100,0,0,50,0,30,33.3
2020,Eastern Africa,AFE,Mozambique,MOZ,Government finance,100,100,100,0,0,75,0,100,0,50,0,30,50
2020,Eastern Africa,AFE,Mozambique,MOZ,Money & banking,100,100,100,0,0,100,0,100,0,50,0,30,56.3
2020,Eastern Africa,AFE,Mozambique,MOZ,International trade,50,50,50,0,0,50,0,100,0,50,0,30,37.5
2020,Eastern Africa,AFE,Mozambique,MOZ,Balance of payments,100,100,100,0,0,100,0,100,0,50,0,30,56.3
2020,Eastern Africa,AFE,Mozambique,MOZ,Economic & financial statistics subscore,71.4,71.4,71.4,12.5,0,59.6,21.4,78.6,7.1,50,0,31.4,43.4
2020,Eastern Africa,AFE,Mozambique,MOZ,Agriculture & Land Use,50,50,50,0,0,30,0,100,0,50,0,30,30
2020,Eastern Africa,AFE,Mozambique,MOZ,Resource use,100,100,100,0,0,75,0,100,0,50,0,30,50
2020,Eastern Africa,AFE,Mozambique,MOZ,Energy,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Eastern Africa,AFE,Mozambique,MOZ,Pollution,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Eastern Africa,AFE,Mozambique,MOZ,Built environment,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Eastern Africa,AFE,Mozambique,MOZ,Environment subscore,30,30,30,0,0,21.4,0,40,0,20,0,12,16.3
2020,Eastern Africa,AFE,Mozambique,MOZ,All Categories,43.8,43.8,43.8,11.4,0,32.9,10.5,56.2,4,35,0,21.1,26.6
2020,Eastern Africa,AFE,Rwanda,RWA,Population & vital statistics,50,50,50,50,50,50,100,100,50,50,100,80,65
2020,Eastern Africa,AFE,Rwanda,RWA,Education facilities,50,50,50,50,50,50,100,50,50,50,100,70,60
2020,Eastern Africa,AFE,Rwanda,RWA,Education outcomes,50,50,50,50,50,50,100,100,50,50,100,80,65
2020,Eastern Africa,AFE,Rwanda,RWA,Health facilities,100,50,50,50,50,60,100,50,50,50,100,70,65
2020,Eastern Africa,AFE,Rwanda,RWA,Health outcomes,50,50,50,0,0,30,50,100,50,50,100,70,50
2020,Eastern Africa,AFE,Rwanda,RWA,Reproductive health,100,50,0,50,0,40,50,100,50,50,100,70,55
2020,Eastern Africa,AFE,Rwanda,RWA,Food security & nutrition,100,50,0,50,0,50,50,100,0,100,100,70,61.1
2020,Eastern Africa,AFE,Rwanda,RWA,Gender statistics,100,50,50,0,0,40,50,100,50,50,100,70,55
2020,Eastern Africa,AFE,Rwanda,RWA,Crime & justice,50,50,50,50,0,40,0,100,50,50,100,60,50
2020,Eastern Africa,AFE,Rwanda,RWA,Poverty & income,100,50,50,50,50,60,50,100,50,50,100,70,65
2020,Eastern Africa,AFE,Rwanda,RWA,Social statistics subscore,75,50,40,40,27.8,46.9,65,90,45,55,100,71,59.1
2020,Eastern Africa,AFE,Rwanda,RWA,National accounts,100,100,100,0,0,75,100,100,100,50,100,90,83.3
2020,Eastern Africa,AFE,Rwanda,RWA,Labor,100,100,100,50,0,70,50,100,50,0,100,60,65
2020,Eastern Africa,AFE,Rwanda,RWA,Price indexes,100,100,100,50,0,87.5,100,100,100,50,100,90,88.9
2020,Eastern Africa,AFE,Rwanda,RWA,Government finance,100,100,100,0,0,75,0,100,100,0,100,60,66.7
2020,Eastern Africa,AFE,Rwanda,RWA,Money & banking,100,100,100,0,0,100,50,100,50,50,100,70,81.3
2020,Eastern Africa,AFE,Rwanda,RWA,International trade,100,100,100,0,0,100,50,100,50,50,100,70,81.3
2020,Eastern Africa,AFE,Rwanda,RWA,Balance of payments,100,100,100,0,0,100,100,100,100,50,100,90,93.8
2020,Eastern Africa,AFE,Rwanda,RWA,Economic & financial statistics subscore,100,100,100,25,0,84.6,64.3,100,78.6,35.7,100,75.7,79.5
2020,Eastern Africa,AFE,Rwanda,RWA,Agriculture & Land Use,100,50,50,50,0,50,50,100,0,50,50,50,50
2020,Eastern Africa,AFE,Rwanda,RWA,Resource use,100,50,50,0,0,50,50,100,0,50,100,60,55.6
