country,indicator_date,ihsn_dates,ihsn_title
Brazil,2004,"1981, 1982, 1983, 1984, 1985, 1986, 1987, 1988, 1989, 1990, 1992, 1993, 1995, 1996, 1997, 1998, 1999, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2011, 2012",Pesquisa Nacional por Amostra de Domicílios 1981 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 1982 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 1983 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 1984 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 1985 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 1986 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 1987 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 1988 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 1989 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 1990 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 1992 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 1993 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 1995 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 1996 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 1997 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 1998 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 1999 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 2001 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 2002 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 2003 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 2004 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 2005 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 2006 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 2007 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 2008 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 2009 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 2011 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 2012 - SEDLAC - Base de Datos Armonizada
Brazil,2005,"1981, 1982, 1983, 1984, 1985, 1986, 1987, 1988, 1989, 1990, 1992, 1993, 1995, 1996, 1997, 1998, 1999, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2011, 2012",Pesquisa Nacional por Amostra de Domicílios 1981 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 1982 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 1983 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 1984 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 1985 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 1986 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 1987 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 1988 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 1989 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 1990 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 1992 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 1993 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 1995 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 1996 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 1997 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 1998 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 1999 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 2001 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 2002 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 2003 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 2004 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 2005 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 2006 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 2007 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 2008 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 2009 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 2011 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 2012 - SEDLAC - Base de Datos Armonizada
Brazil,2006,"1981, 1982, 1983, 1984, 1985, 1986, 1987, 1988, 1989, 1990, 1992, 1993, 1995, 1996, 1997, 1998, 1999, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2011, 2012",Pesquisa Nacional por Amostra de Domicílios 1981 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 1982 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 1983 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 1984 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 1985 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 1986 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 1987 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 1988 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 1989 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 1990 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 1992 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 1993 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 1995 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 1996 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 1997 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 1998 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 1999 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 2001 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 2002 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 2003 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 2004 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 2005 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 2006 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 2007 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 2008 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 2009 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 2011 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 2012 - SEDLAC - Base de Datos Armonizada
Brazil,2007,"1981, 1982, 1983, 1984, 1985, 1986, 1987, 1988, 1989, 1990, 1992, 1993, 1995, 1996, 1997, 1998, 1999, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2011, 2012",Pesquisa Nacional por Amostra de Domicílios 1981 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 1982 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 1983 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 1984 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 1985 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 1986 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 1987 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 1988 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 1989 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 1990 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 1992 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 1993 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 1995 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 1996 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 1997 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 1998 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 1999 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 2001 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 2002 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 2003 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 2004 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 2005 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 2006 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 2007 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 2008 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 2009 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 2011 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 2012 - SEDLAC - Base de Datos Armonizada
Brazil,2008,"1981, 1982, 1983, 1984, 1985, 1986, 1987, 1988, 1989, 1990, 1992, 1993, 1995, 1996, 1997, 1998, 1999, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2011, 2012",Pesquisa Nacional por Amostra de Domicílios 1981 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 1982 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 1983 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 1984 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 1985 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 1986 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 1987 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 1988 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 1989 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 1990 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 1992 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 1993 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 1995 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 1996 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 1997 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 1998 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 1999 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 2001 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 2002 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 2003 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 2004 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 2005 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 2006 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 2007 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 2008 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 2009 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 2011 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 2012 - SEDLAC - Base de Datos Armonizada
Brazil,2009,"1981, 1982, 1983, 1984, 1985, 1986, 1987, 1988, 1989, 1990, 1992, 1993, 1995, 1996, 1997, 1998, 1999, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2011, 2012",Pesquisa Nacional por Amostra de Domicílios 1981 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 1982 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 1983 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 1984 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 1985 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 1986 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 1987 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 1988 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 1989 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 1990 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 1992 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 1993 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 1995 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 1996 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 1997 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 1998 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 1999 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 2001 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 2002 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 2003 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 2004 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 2005 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 2006 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 2007 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 2008 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 2009 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 2011 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 2012 - SEDLAC - Base de Datos Armonizada
Brazil,2011,"1981, 1982, 1983, 1984, 1985, 1986, 1987, 1988, 1989, 1990, 1992, 1993, 1995, 1996, 1997, 1998, 1999, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2011, 2012",Pesquisa Nacional por Amostra de Domicílios 1981 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 1982 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 1983 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 1984 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 1985 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 1986 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 1987 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 1988 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 1989 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 1990 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 1992 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 1993 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 1995 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 1996 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 1997 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 1998 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 1999 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 2001 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 2002 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 2003 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 2004 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 2005 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 2006 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 2007 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 2008 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 2009 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 2011 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 2012 - SEDLAC - Base de Datos Armonizada
Brazil,2012,"1981, 1982, 1983, 1984, 1985, 1986, 1987, 1988, 1989, 1990, 1992, 1993, 1995, 1996, 1997, 1998, 1999, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2011, 2012",Pesquisa Nacional por Amostra de Domicílios 1981 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 1982 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 1983 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 1984 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 1985 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 1986 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 1987 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 1988 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 1989 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 1990 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 1992 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 1993 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 1995 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 1996 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 1997 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 1998 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 1999 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 2001 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 2002 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 2003 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 2004 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 2005 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 2006 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 2007 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 2008 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 2009 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 2011 - SEDLAC - Base de Datos Armonizada; Pesquisa Nacional por Amostra de Domicílios 2012 - SEDLAC - Base de Datos Armonizada
Bulgaria,2014,2014,Household Budget Survey 2014
Burkina Faso,2014,2014,Enquête Multisectorielle Continue 2014
Cameroon,1984,1984,Enquête Budget-Consommation 1983
Central African Republic,2008,2008,Enquête Centrafricaine pour le Suivi-Evaluation du Bien-être 2008
Chad,2011,2011,"Enquête sur la Consommation des Ménages et le Secteur Informel au Tchad 2011, Troisième"
Chile,1987,"1987, 1994, 1998, 2000, 2003, 2006, 2009, 2011, 2012, 2016, 2017",Encuesta de Caracterización Socioeconómica Nacional 1987 - SEDLAC - Base de Datos Armonizada; Encuesta de Caracterización Socioeconómica Nacional 1994 - SEDLAC - Base de Datos Armonizada; Encuesta de Caracterización Socioeconómica Nacional 1998 - SEDLAC - Base de Datos Armonizada; Encuesta de Caracterización Socioeconómica Nacional 2000 - SEDLAC - Base de Datos Armonizada; Encuesta de Caracterización Socioeconómica Nacional 2003 - SEDLAC - Base de Datos Armonizada; Encuesta de Caracterización Socioeconómica Nacional 2006 - SEDLAC - Base de Datos Armonizada; Encuesta de Caracterización Socioeconómica Nacional 2009 - SEDLAC - Base de Datos Armonizada; Encuesta de Caracterización Socioeconómica Nacional 2011 - SEDLAC - Base de Datos Armonizada; VII Encuesta de Presupuestos Familiares 2011 - 2012; Encuesta Suplementaria de Ingresos 2016; Encuesta Suplementaria de Ingresos 2017
Chile,1994,"1987, 1994, 1998, 2000, 2003, 2006, 2009, 2011, 2012, 2016, 2017",Encuesta de Caracterización Socioeconómica Nacional 1987 - SEDLAC - Base de Datos Armonizada; Encuesta de Caracterización Socioeconómica Nacional 1994 - SEDLAC - Base de Datos Armonizada; Encuesta de Caracterización Socioeconómica Nacional 1998 - SEDLAC - Base de Datos Armonizada; Encuesta de Caracterización Socioeconómica Nacional 2000 - SEDLAC - Base de Datos Armonizada; Encuesta de Caracterización Socioeconómica Nacional 2003 - SEDLAC - Base de Datos Armonizada; Encuesta de Caracterización Socioeconómica Nacional 2006 - SEDLAC - Base de Datos Armonizada; Encuesta de Caracterización Socioeconómica Nacional 2009 - SEDLAC - Base de Datos Armonizada; Encuesta de Caracterización Socioeconómica Nacional 2011 - SEDLAC - Base de Datos Armonizada; VII Encuesta de Presupuestos Familiares 2011 - 2012; Encuesta Suplementaria de Ingresos 2016; Encuesta Suplementaria de Ingresos 2017
Chile,1998,"1987, 1994, 1998, 2000, 2003, 2006, 2009, 2011, 2012, 2016, 2017",Encuesta de Caracterización Socioeconómica Nacional 1987 - SEDLAC - Base de Datos Armonizada; Encuesta de Caracterización Socioeconómica Nacional 1994 - SEDLAC - Base de Datos Armonizada; Encuesta de Caracterización Socioeconómica Nacional 1998 - SEDLAC - Base de Datos Armonizada; Encuesta de Caracterización Socioeconómica Nacional 2000 - SEDLAC - Base de Datos Armonizada; Encuesta de Caracterización Socioeconómica Nacional 2003 - SEDLAC - Base de Datos Armonizada; Encuesta de Caracterización Socioeconómica Nacional 2006 - SEDLAC - Base de Datos Armonizada; Encuesta de Caracterización Socioeconómica Nacional 2009 - SEDLAC - Base de Datos Armonizada; Encuesta de Caracterización Socioeconómica Nacional 2011 - SEDLAC - Base de Datos Armonizada; VII Encuesta de Presupuestos Familiares 2011 - 2012; Encuesta Suplementaria de Ingresos 2016; Encuesta Suplementaria de Ingresos 2017
Chile,2000,"1987, 1994, 1998, 2000, 2003, 2006, 2009, 2011, 2012, 2016, 2017",Encuesta de Caracterización Socioeconómica Nacional 1987 - SEDLAC - Base de Datos Armonizada; Encuesta de Caracterización Socioeconómica Nacional 1994 - SEDLAC - Base de Datos Armonizada; Encuesta de Caracterización Socioeconómica Nacional 1998 - SEDLAC - Base de Datos Armonizada; Encuesta de Caracterización Socioeconómica Nacional 2000 - SEDLAC - Base de Datos Armonizada; Encuesta de Caracterización Socioeconómica Nacional 2003 - SEDLAC - Base de Datos Armonizada; Encuesta de Caracterización Socioeconómica Nacional 2006 - SEDLAC - Base de Datos Armonizada; Encuesta de Caracterización Socioeconómica Nacional 2009 - SEDLAC - Base de Datos Armonizada; Encuesta de Caracterización Socioeconómica Nacional 2011 - SEDLAC - Base de Datos Armonizada; VII Encuesta de Presupuestos Familiares 2011 - 2012; Encuesta Suplementaria de Ingresos 2016; Encuesta Suplementaria de Ingresos 2017
Chile,2003,"1987, 1994, 1998, 2000, 2003, 2006, 2009, 2011, 2012, 2016, 2017",Encuesta de Caracterización Socioeconómica Nacional 1987 - SEDLAC - Base de Datos Armonizada; Encuesta de Caracterización Socioeconómica Nacional 1994 - SEDLAC - Base de Datos Armonizada; Encuesta de Caracterización Socioeconómica Nacional 1998 - SEDLAC - Base de Datos Armonizada; Encuesta de Caracterización Socioeconómica Nacional 2000 - SEDLAC - Base de Datos Armonizada; Encuesta de Caracterización Socioeconómica Nacional 2003 - SEDLAC - Base de Datos Armonizada; Encuesta de Caracterización Socioeconómica Nacional 2006 - SEDLAC - Base de Datos Armonizada; Encuesta de Caracterización Socioeconómica Nacional 2009 - SEDLAC - Base de Datos Armonizada; Encuesta de Caracterización Socioeconómica Nacional 2011 - SEDLAC - Base de Datos Armonizada; VII Encuesta de Presupuestos Familiares 2011 - 2012; Encuesta Suplementaria de Ingresos 2016; Encuesta Suplementaria de Ingresos 2017
