"country","indicator_date","nada_dates","nada_title"
"Algeria",2000,"1995, 2000, 2006, 2010, 2016, 2018","Enquête à Indicateurs Multiples 1995, Enquête Nationale sur les Objectifs de la Mi-décennie (MDG Algérie 1995); Enquête à Indicateurs Multiples 2000, Enquête Nationale sur les Objectifs de la Fin Décennie (EDG Algérie 2000); Enquête à Indicateurs Multiples 2006; Global School-based Student Health Survey 2010; STEPwise Survey for Non Communicable Diseases Risk Factors 2016; Multiple Indicator Cluster Survey 2018-2019"
"Algeria",2006,"1995, 2000, 2006, 2010, 2016, 2018","Enquête à Indicateurs Multiples 1995, Enquête Nationale sur les Objectifs de la Mi-décennie (MDG Algérie 1995); Enquête à Indicateurs Multiples 2000, Enquête Nationale sur les Objectifs de la Fin Décennie (EDG Algérie 2000); Enquête à Indicateurs Multiples 2006; Global School-based Student Health Survey 2010; STEPwise Survey for Non Communicable Diseases Risk Factors 2016; Multiple Indicator Cluster Survey 2018-2019"
"Algeria",2010,"1995, 2000, 2006, 2010, 2016, 2018","Enquête à Indicateurs Multiples 1995, Enquête Nationale sur les Objectifs de la Mi-décennie (MDG Algérie 1995); Enquête à Indicateurs Multiples 2000, Enquête Nationale sur les Objectifs de la Fin Décennie (EDG Algérie 2000); Enquête à Indicateurs Multiples 2006; Global School-based Student Health Survey 2010; STEPwise Survey for Non Communicable Diseases Risk Factors 2016; Multiple Indicator Cluster Survey 2018-2019"
"Algeria",2016,"1995, 2000, 2006, 2010, 2016, 2018","Enquête à Indicateurs Multiples 1995, Enquête Nationale sur les Objectifs de la Mi-décennie (MDG Algérie 1995); Enquête à Indicateurs Multiples 2000, Enquête Nationale sur les Objectifs de la Fin Décennie (EDG Algérie 2000); Enquête à Indicateurs Multiples 2006; Global School-based Student Health Survey 2010; STEPwise Survey for Non Communicable Diseases Risk Factors 2016; Multiple Indicator Cluster Survey 2018-2019"
"Algeria",2018,"1995, 2000, 2006, 2010, 2016, 2018","Enquête à Indicateurs Multiples 1995, Enquête Nationale sur les Objectifs de la Mi-décennie (MDG Algérie 1995); Enquête à Indicateurs Multiples 2000, Enquête Nationale sur les Objectifs de la Fin Décennie (EDG Algérie 2000); Enquête à Indicateurs Multiples 2006; Global School-based Student Health Survey 2010; STEPwise Survey for Non Communicable Diseases Risk Factors 2016; Multiple Indicator Cluster Survey 2018-2019"
"Angola",1996,"1996, 2006, 2007, 2011, 2015","Multiple Indicator Cluster Survey 1996; Malaria Indicator Survey 2006-2007; Global School-based Student Health Survey 2007; Malaria Indicator Survey 2011; Inquérito de Indicadores Múltiplos e de Saúde 2015-16"
"Angola",2006,"1996, 2006, 2007, 2011, 2015","Multiple Indicator Cluster Survey 1996; Malaria Indicator Survey 2006-2007; Global School-based Student Health Survey 2007; Malaria Indicator Survey 2011; Inquérito de Indicadores Múltiplos e de Saúde 2015-16"
"Angola",2007,"1996, 2006, 2007, 2011, 2015","Multiple Indicator Cluster Survey 1996; Malaria Indicator Survey 2006-2007; Global School-based Student Health Survey 2007; Malaria Indicator Survey 2011; Inquérito de Indicadores Múltiplos e de Saúde 2015-16"
"Angola",2011,"1996, 2006, 2007, 2011, 2015","Multiple Indicator Cluster Survey 1996; Malaria Indicator Survey 2006-2007; Global School-based Student Health Survey 2007; Malaria Indicator Survey 2011; Inquérito de Indicadores Múltiplos e de Saúde 2015-16"
"Angola",2015,"1996, 2006, 2007, 2011, 2015","Multiple Indicator Cluster Survey 1996; Malaria Indicator Survey 2006-2007; Global School-based Student Health Survey 2007; Malaria Indicator Survey 2011; Inquérito de Indicadores Múltiplos e de Saúde 2015-16"
"Anguilla",2008,"2008","Global School-based Student Health Survey 2008"
"Antigua and Barbuda",2009,"2009","Global School-based Student Health Survey 2009"
"Argentina",2007,"2007, 2011, 2019","Global School-based Student Health Survey 2007; Encuesta de Indicadores Múltiples por Conglomerados 2011-2012; Multiple Indicator Cluster Survey 2019-2020"
"Argentina",2011,"2007, 2011, 2019","Global School-based Student Health Survey 2007; Encuesta de Indicadores Múltiples por Conglomerados 2011-2012; Multiple Indicator Cluster Survey 2019-2020"
"Argentina",2019,"2007, 2011, 2019","Global School-based Student Health Survey 2007; Encuesta de Indicadores Múltiples por Conglomerados 2011-2012; Multiple Indicator Cluster Survey 2019-2020"
"Argentina, Australia, Austria...and 99 more",1890,"1890","Measuring Income Inequality (Deininger and Squire) Database 1890-1996"
"Armenia",2000,"2000, 2005, 2015","Demographic and Health Survey 2000; Demographic and Health Survey 2005; Demographic and Health Survey 2015-2016"
"Armenia",2005,"2000, 2005, 2015","Demographic and Health Survey 2000; Demographic and Health Survey 2005; Demographic and Health Survey 2015-2016"
"Armenia",2015,"2000, 2005, 2015","Demographic and Health Survey 2000; Demographic and Health Survey 2005; Demographic and Health Survey 2015-2016"
"Austria",2003,"2003","World Health Survey 2003"
"Azerbaijan",2000,"2000, 2006","Multiple Indicator Cluster Survey 2000; Demographic and Health Survey 2006"
"Azerbaijan",2006,"2000, 2006","Multiple Indicator Cluster Survey 2000; Demographic and Health Survey 2006"
"Bahrain",2000,"2000","Multiple Indicator Cluster Survey 2000, Round 2"
"Bangladesh",1993,"1993, 1996, 1999, 2003, 2004, 2006, 2007, 2008, 2009, 2011, 2012, 2014, 2017, 2019","Demographic and Health Survey 1993-1994; Demographic and Health Survey 1996-1997; Demographic and Health Survey 1999-2000; World Health Survey 2003; Demographic and Health Survey 2004; Multiple Indicator Cluster Survey 2006; Demographic and Health Survey 2007; Global School-based Student Health Survey 2008; Multiple Indicator Cluster Survey 2009; Demographic and Health Survey 2011; Multiple Indicator Cluster Survey 2012-2013; Demographic and Health Survey 2014; Demographic and Health Survey 2017-2018; Multiple Indicator Cluster Survey, Round 6"
"Bangladesh",1996,"1993, 1996, 1999, 2003, 2004, 2006, 2007, 2008, 2009, 2011, 2012, 2014, 2017, 2019","Demographic and Health Survey 1993-1994; Demographic and Health Survey 1996-1997; Demographic and Health Survey 1999-2000; World Health Survey 2003; Demographic and Health Survey 2004; Multiple Indicator Cluster Survey 2006; Demographic and Health Survey 2007; Global School-based Student Health Survey 2008; Multiple Indicator Cluster Survey 2009; Demographic and Health Survey 2011; Multiple Indicator Cluster Survey 2012-2013; Demographic and Health Survey 2014; Demographic and Health Survey 2017-2018; Multiple Indicator Cluster Survey, Round 6"
"Bangladesh",1999,"1993, 1996, 1999, 2003, 2004, 2006, 2007, 2008, 2009, 2011, 2012, 2014, 2017, 2019","Demographic and Health Survey 1993-1994; Demographic and Health Survey 1996-1997; Demographic and Health Survey 1999-2000; World Health Survey 2003; Demographic and Health Survey 2004; Multiple Indicator Cluster Survey 2006; Demographic and Health Survey 2007; Global School-based Student Health Survey 2008; Multiple Indicator Cluster Survey 2009; Demographic and Health Survey 2011; Multiple Indicator Cluster Survey 2012-2013; Demographic and Health Survey 2014; Demographic and Health Survey 2017-2018; Multiple Indicator Cluster Survey, Round 6"
"Bangladesh",2003,"1993, 1996, 1999, 2003, 2004, 2006, 2007, 2008, 2009, 2011, 2012, 2014, 2017, 2019","Demographic and Health Survey 1993-1994; Demographic and Health Survey 1996-1997; Demographic and Health Survey 1999-2000; World Health Survey 2003; Demographic and Health Survey 2004; Multiple Indicator Cluster Survey 2006; Demographic and Health Survey 2007; Global School-based Student Health Survey 2008; Multiple Indicator Cluster Survey 2009; Demographic and Health Survey 2011; Multiple Indicator Cluster Survey 2012-2013; Demographic and Health Survey 2014; Demographic and Health Survey 2017-2018; Multiple Indicator Cluster Survey, Round 6"
"Bangladesh",2004,"1993, 1996, 1999, 2003, 2004, 2006, 2007, 2008, 2009, 2011, 2012, 2014, 2017, 2019","Demographic and Health Survey 1993-1994; Demographic and Health Survey 1996-1997; Demographic and Health Survey 1999-2000; World Health Survey 2003; Demographic and Health Survey 2004; Multiple Indicator Cluster Survey 2006; Demographic and Health Survey 2007; Global School-based Student Health Survey 2008; Multiple Indicator Cluster Survey 2009; Demographic and Health Survey 2011; Multiple Indicator Cluster Survey 2012-2013; Demographic and Health Survey 2014; Demographic and Health Survey 2017-2018; Multiple Indicator Cluster Survey, Round 6"
"Bangladesh",2006,"1993, 1996, 1999, 2003, 2004, 2006, 2007, 2008, 2009, 2011, 2012, 2014, 2017, 2019","Demographic and Health Survey 1993-1994; Demographic and Health Survey 1996-1997; Demographic and Health Survey 1999-2000; World Health Survey 2003; Demographic and Health Survey 2004; Multiple Indicator Cluster Survey 2006; Demographic and Health Survey 2007; Global School-based Student Health Survey 2008; Multiple Indicator Cluster Survey 2009; Demographic and Health Survey 2011; Multiple Indicator Cluster Survey 2012-2013; Demographic and Health Survey 2014; Demographic and Health Survey 2017-2018; Multiple Indicator Cluster Survey, Round 6"
"Bangladesh",2007,"1993, 1996, 1999, 2003, 2004, 2006, 2007, 2008, 2009, 2011, 2012, 2014, 2017, 2019","Demographic and Health Survey 1993-1994; Demographic and Health Survey 1996-1997; Demographic and Health Survey 1999-2000; World Health Survey 2003; Demographic and Health Survey 2004; Multiple Indicator Cluster Survey 2006; Demographic and Health Survey 2007; Global School-based Student Health Survey 2008; Multiple Indicator Cluster Survey 2009; Demographic and Health Survey 2011; Multiple Indicator Cluster Survey 2012-2013; Demographic and Health Survey 2014; Demographic and Health Survey 2017-2018; Multiple Indicator Cluster Survey, Round 6"
"Bangladesh",2008,"1993, 1996, 1999, 2003, 2004, 2006, 2007, 2008, 2009, 2011, 2012, 2014, 2017, 2019","Demographic and Health Survey 1993-1994; Demographic and Health Survey 1996-1997; Demographic and Health Survey 1999-2000; World Health Survey 2003; Demographic and Health Survey 2004; Multiple Indicator Cluster Survey 2006; Demographic and Health Survey 2007; Global School-based Student Health Survey 2008; Multiple Indicator Cluster Survey 2009; Demographic and Health Survey 2011; Multiple Indicator Cluster Survey 2012-2013; Demographic and Health Survey 2014; Demographic and Health Survey 2017-2018; Multiple Indicator Cluster Survey, Round 6"
"Bangladesh",2009,"1993, 1996, 1999, 2003, 2004, 2006, 2007, 2008, 2009, 2011, 2012, 2014, 2017, 2019","Demographic and Health Survey 1993-1994; Demographic and Health Survey 1996-1997; Demographic and Health Survey 1999-2000; World Health Survey 2003; Demographic and Health Survey 2004; Multiple Indicator Cluster Survey 2006; Demographic and Health Survey 2007; Global School-based Student Health Survey 2008; Multiple Indicator Cluster Survey 2009; Demographic and Health Survey 2011; Multiple Indicator Cluster Survey 2012-2013; Demographic and Health Survey 2014; Demographic and Health Survey 2017-2018; Multiple Indicator Cluster Survey, Round 6"
"Bangladesh",2011,"1993, 1996, 1999, 2003, 2004, 2006, 2007, 2008, 2009, 2011, 2012, 2014, 2017, 2019","Demographic and Health Survey 1993-1994; Demographic and Health Survey 1996-1997; Demographic and Health Survey 1999-2000; World Health Survey 2003; Demographic and Health Survey 2004; Multiple Indicator Cluster Survey 2006; Demographic and Health Survey 2007; Global School-based Student Health Survey 2008; Multiple Indicator Cluster Survey 2009; Demographic and Health Survey 2011; Multiple Indicator Cluster Survey 2012-2013; Demographic and Health Survey 2014; Demographic and Health Survey 2017-2018; Multiple Indicator Cluster Survey, Round 6"
"Bangladesh",2012,"1993, 1996, 1999, 2003, 2004, 2006, 2007, 2008, 2009, 2011, 2012, 2014, 2017, 2019","Demographic and Health Survey 1993-1994; Demographic and Health Survey 1996-1997; Demographic and Health Survey 1999-2000; World Health Survey 2003; Demographic and Health Survey 2004; Multiple Indicator Cluster Survey 2006; Demographic and Health Survey 2007; Global School-based Student Health Survey 2008; Multiple Indicator Cluster Survey 2009; Demographic and Health Survey 2011; Multiple Indicator Cluster Survey 2012-2013; Demographic and Health Survey 2014; Demographic and Health Survey 2017-2018; Multiple Indicator Cluster Survey, Round 6"
"Bangladesh",2014,"1993, 1996, 1999, 2003, 2004, 2006, 2007, 2008, 2009, 2011, 2012, 2014, 2017, 2019","Demographic and Health Survey 1993-1994; Demographic and Health Survey 1996-1997; Demographic and Health Survey 1999-2000; World Health Survey 2003; Demographic and Health Survey 2004; Multiple Indicator Cluster Survey 2006; Demographic and Health Survey 2007; Global School-based Student Health Survey 2008; Multiple Indicator Cluster Survey 2009; Demographic and Health Survey 2011; Multiple Indicator Cluster Survey 2012-2013; Demographic and Health Survey 2014; Demographic and Health Survey 2017-2018; Multiple Indicator Cluster Survey, Round 6"
"Bangladesh",2017,"1993, 1996, 1999, 2003, 2004, 2006, 2007, 2008, 2009, 2011, 2012, 2014, 2017, 2019","Demographic and Health Survey 1993-1994; Demographic and Health Survey 1996-1997; Demographic and Health Survey 1999-2000; World Health Survey 2003; Demographic and Health Survey 2004; Multiple Indicator Cluster Survey 2006; Demographic and Health Survey 2007; Global School-based Student Health Survey 2008; Multiple Indicator Cluster Survey 2009; Demographic and Health Survey 2011; Multiple Indicator Cluster Survey 2012-2013; Demographic and Health Survey 2014; Demographic and Health Survey 2017-2018; Multiple Indicator Cluster Survey, Round 6"
"Bangladesh",2019,"1993, 1996, 1999, 2003, 2004, 2006, 2007, 2008, 2009, 2011, 2012, 2014, 2017, 2019","Demographic and Health Survey 1993-1994; Demographic and Health Survey 1996-1997; Demographic and Health Survey 1999-2000; World Health Survey 2003; Demographic and Health Survey 2004; Multiple Indicator Cluster Survey 2006; Demographic and Health Survey 2007; Global School-based Student Health Survey 2008; Multiple Indicator Cluster Survey 2009; Demographic and Health Survey 2011; Multiple Indicator Cluster Survey 2012-2013; Demographic and Health Survey 2014; Demographic and Health Survey 2017-2018; Multiple Indicator Cluster Survey, Round 6"
"Barbados",2011,"2011, 2012","Global School-based Student Health Survey 2011; Multiple Indicator Cluster Survey 2012"
"Barbados",2012,"2011, 2012","Global School-based Student Health Survey 2011; Multiple Indicator Cluster Survey 2012"
"Belarus",2005,"2005, 2012, 2019","Multiple Indicator Cluster Survey 2005; Multiple Indicator Cluster Survey 2012; Multiple Indicator Cluster Survey 2019"
"Belarus",2012,"2005, 2012, 2019","Multiple Indicator Cluster Survey 2005; Multiple Indicator Cluster Survey 2012; Multiple Indicator Cluster Survey 2019"
"Belarus",2019,"2005, 2012, 2019","Multiple Indicator Cluster Survey 2005; Multiple Indicator Cluster Survey 2012; Multiple Indicator Cluster Survey 2019"
"Belgium",2003,"2003","World Health Survey 2003"
"Belize",1991,"1991, 2006, 2011, 2015","Family Health Survey 1991; Multiple Indicator Cluster Survey 2006; Global School-based Student Health Survey 2011; Multiple Indicator Cluster Survey 2015-2016"
"Belize",2006,"1991, 2006, 2011, 2015","Family Health Survey 1991; Multiple Indicator Cluster Survey 2006; Global School-based Student Health Survey 2011; Multiple Indicator Cluster Survey 2015-2016"
"Belize",2011,"1991, 2006, 2011, 2015","Family Health Survey 1991; Multiple Indicator Cluster Survey 2006; Global School-based Student Health Survey 2011; Multiple Indicator Cluster Survey 2015-2016"
"Belize",2015,"1991, 2006, 2011, 2015","Family Health Survey 1991; Multiple Indicator Cluster Survey 2006; Global School-based Student Health Survey 2011; Multiple Indicator Cluster Survey 2015-2016"
"Benin",1996,"1996, 2001, 2006, 2009, 2011, 2014, 2015, 2017","Enquête Démographique et de Santé 1996; Enquête Démographique et de Santé 2001; Enquête Démographique et de Santé 2006; Global School-based Student Health Survey 2009; Enquête Démographique et de Santé 2011-2012; Enquête par Grappes à Indicateurs Multiples 2014; STEPwise Survey for Non Communicable Diseases Risk Factors 2015; Enquête Démographique et de Santé 2017-2018"
"Benin",2001,"1996, 2001, 2006, 2009, 2011, 2014, 2015, 2017","Enquête Démographique et de Santé 1996; Enquête Démographique et de Santé 2001; Enquête Démographique et de Santé 2006; Global School-based Student Health Survey 2009; Enquête Démographique et de Santé 2011-2012; Enquête par Grappes à Indicateurs Multiples 2014; STEPwise Survey for Non Communicable Diseases Risk Factors 2015; Enquête Démographique et de Santé 2017-2018"
"Benin",2006,"1996, 2001, 2006, 2009, 2011, 2014, 2015, 2017","Enquête Démographique et de Santé 1996; Enquête Démographique et de Santé 2001; Enquête Démographique et de Santé 2006; Global School-based Student Health Survey 2009; Enquête Démographique et de Santé 2011-2012; Enquête par Grappes à Indicateurs Multiples 2014; STEPwise Survey for Non Communicable Diseases Risk Factors 2015; Enquête Démographique et de Santé 2017-2018"
"Benin",2009,"1996, 2001, 2006, 2009, 2011, 2014, 2015, 2017","Enquête Démographique et de Santé 1996; Enquête Démographique et de Santé 2001; Enquête Démographique et de Santé 2006; Global School-based Student Health Survey 2009; Enquête Démographique et de Santé 2011-2012; Enquête par Grappes à Indicateurs Multiples 2014; STEPwise Survey for Non Communicable Diseases Risk Factors 2015; Enquête Démographique et de Santé 2017-2018"
"Benin",2011,"1996, 2001, 2006, 2009, 2011, 2014, 2015, 2017","Enquête Démographique et de Santé 1996; Enquête Démographique et de Santé 2001; Enquête Démographique et de Santé 2006; Global School-based Student Health Survey 2009; Enquête Démographique et de Santé 2011-2012; Enquête par Grappes à Indicateurs Multiples 2014; STEPwise Survey for Non Communicable Diseases Risk Factors 2015; Enquête Démographique et de Santé 2017-2018"
"Benin",2014,"1996, 2001, 2006, 2009, 2011, 2014, 2015, 2017","Enquête Démographique et de Santé 1996; Enquête Démographique et de Santé 2001; Enquête Démographique et de Santé 2006; Global School-based Student Health Survey 2009; Enquête Démographique et de Santé 2011-2012; Enquête par Grappes à Indicateurs Multiples 2014; STEPwise Survey for Non Communicable Diseases Risk Factors 2015; Enquête Démographique et de Santé 2017-2018"
"Benin",2015,"1996, 2001, 2006, 2009, 2011, 2014, 2015, 2017","Enquête Démographique et de Santé 1996; Enquête Démographique et de Santé 2001; Enquête Démographique et de Santé 2006; Global School-based Student Health Survey 2009; Enquête Démographique et de Santé 2011-2012; Enquête par Grappes à Indicateurs Multiples 2014; STEPwise Survey for Non Communicable Diseases Risk Factors 2015; Enquête Démographique et de Santé 2017-2018"
"Benin",2017,"1996, 2001, 2006, 2009, 2011, 2014, 2015, 2017","Enquête Démographique et de Santé 1996; Enquête Démographique et de Santé 2001; Enquête Démographique et de Santé 2006; Global School-based Student Health Survey 2009; Enquête Démographique et de Santé 2011-2012; Enquête par Grappes à Indicateurs Multiples 2014; STEPwise Survey for Non Communicable Diseases Risk Factors 2015; Enquête Démographique et de Santé 2017-2018"
"Bhutan",2014,"2014","STEPwise Survey for Non Communicable Diseases Risk Factors 2014"
"Bolivia",1989,"1989, 1993, 1996, 1998, 2012","Encuesta Nacional de Demografía y Salud 1989; Encuesta Nacional de Demografía y Salud 1993-1994; Multiple Indicator Cluster Survey 1996, Round 1; Encuesta Nacional de Demografía y Salud 1998; Global School-based Student Health Survey 2012"
"Bolivia",1993,"1989, 1993, 1996, 1998, 2012","Encuesta Nacional de Demografía y Salud 1989; Encuesta Nacional de Demografía y Salud 1993-1994; Multiple Indicator Cluster Survey 1996, Round 1; Encuesta Nacional de Demografía y Salud 1998; Global School-based Student Health Survey 2012"
"Bolivia",1996,"1989, 1993, 1996, 1998, 2012","Encuesta Nacional de Demografía y Salud 1989; Encuesta Nacional de Demografía y Salud 1993-1994; Multiple Indicator Cluster Survey 1996, Round 1; Encuesta Nacional de Demografía y Salud 1998; Global School-based Student Health Survey 2012"
"Bolivia",1998,"1989, 1993, 1996, 1998, 2012","Encuesta Nacional de Demografía y Salud 1989; Encuesta Nacional de Demografía y Salud 1993-1994; Multiple Indicator Cluster Survey 1996, Round 1; Encuesta Nacional de Demografía y Salud 1998; Global School-based Student Health Survey 2012"
"Bolivia",2012,"1989, 1993, 1996, 1998, 2012","Encuesta Nacional de Demografía y Salud 1989; Encuesta Nacional de Demografía y Salud 1993-1994; Multiple Indicator Cluster Survey 1996, Round 1; Encuesta Nacional de Demografía y Salud 1998; Global School-based Student Health Survey 2012"
"Bosnia and Herzegovina",2003,"2003, 2006, 2011","World Health Survey 2003; Multiple Indicator Cluster Survey 2006; Multiple Indicator Cluster Survey 2011"
"Bosnia and Herzegovina",2006,"2003, 2006, 2011","World Health Survey 2003; Multiple Indicator Cluster Survey 2006; Multiple Indicator Cluster Survey 2011"
"Bosnia and Herzegovina",2011,"2003, 2006, 2011","World Health Survey 2003; Multiple Indicator Cluster Survey 2006; Multiple Indicator Cluster Survey 2011"
"Botswana",1988,"1988, 2000, 2001, 2004, 2005, 2007, 2008, 2014","Family Health Survey II 1988; Multiple Indicator Cluster Survey 2000, Round 2; AIDS Impact Survey 2001; AIDS Impact Survey II 2004; Global School-based Student Health Survey 2005; Family Health Survey 2007-2008; AIDS Impact Survey III 2008; STEPwise Survey for Non Communicable Diseases Risk Factors 2014"
"Botswana",2000,"1988, 2000, 2001, 2004, 2005, 2007, 2008, 2014","Family Health Survey II 1988; Multiple Indicator Cluster Survey 2000, Round 2; AIDS Impact Survey 2001; AIDS Impact Survey II 2004; Global School-based Student Health Survey 2005; Family Health Survey 2007-2008; AIDS Impact Survey III 2008; STEPwise Survey for Non Communicable Diseases Risk Factors 2014"
"Botswana",2001,"1988, 2000, 2001, 2004, 2005, 2007, 2008, 2014","Family Health Survey II 1988; Multiple Indicator Cluster Survey 2000, Round 2; AIDS Impact Survey 2001; AIDS Impact Survey II 2004; Global School-based Student Health Survey 2005; Family Health Survey 2007-2008; AIDS Impact Survey III 2008; STEPwise Survey for Non Communicable Diseases Risk Factors 2014"
"Botswana",2004,"1988, 2000, 2001, 2004, 2005, 2007, 2008, 2014","Family Health Survey II 1988; Multiple Indicator Cluster Survey 2000, Round 2; AIDS Impact Survey 2001; AIDS Impact Survey II 2004; Global School-based Student Health Survey 2005; Family Health Survey 2007-2008; AIDS Impact Survey III 2008; STEPwise Survey for Non Communicable Diseases Risk Factors 2014"
"Botswana",2005,"1988, 2000, 2001, 2004, 2005, 2007, 2008, 2014","Family Health Survey II 1988; Multiple Indicator Cluster Survey 2000, Round 2; AIDS Impact Survey 2001; AIDS Impact Survey II 2004; Global School-based Student Health Survey 2005; Family Health Survey 2007-2008; AIDS Impact Survey III 2008; STEPwise Survey for Non Communicable Diseases Risk Factors 2014"
"Botswana",2007,"1988, 2000, 2001, 2004, 2005, 2007, 2008, 2014","Family Health Survey II 1988; Multiple Indicator Cluster Survey 2000, Round 2; AIDS Impact Survey 2001; AIDS Impact Survey II 2004; Global School-based Student Health Survey 2005; Family Health Survey 2007-2008; AIDS Impact Survey III 2008; STEPwise Survey for Non Communicable Diseases Risk Factors 2014"
"Botswana",2008,"1988, 2000, 2001, 2004, 2005, 2007, 2008, 2014","Family Health Survey II 1988; Multiple Indicator Cluster Survey 2000, Round 2; AIDS Impact Survey 2001; AIDS Impact Survey II 2004; Global School-based Student Health Survey 2005; Family Health Survey 2007-2008; AIDS Impact Survey III 2008; STEPwise Survey for Non Communicable Diseases Risk Factors 2014"
"Botswana",2014,"1988, 2000, 2001, 2004, 2005, 2007, 2008, 2014","Family Health Survey II 1988; Multiple Indicator Cluster Survey 2000, Round 2; AIDS Impact Survey 2001; AIDS Impact Survey II 2004; Global School-based Student Health Survey 2005; Family Health Survey 2007-2008; AIDS Impact Survey III 2008; STEPwise Survey for Non Communicable Diseases Risk Factors 2014"
"Brazil",1986,"1986, 1996, 2003","Pesquisa Nacional Sobre Saode Materno-Infantil e Planejamento Familia 1986; Pesquisa Nacional Sobre Demografia e Saúde 1996; World Health Survey 2003"
"Brazil",1996,"1986, 1996, 2003","Pesquisa Nacional Sobre Saode Materno-Infantil e Planejamento Familia 1986; Pesquisa Nacional Sobre Demografia e Saúde 1996; World Health Survey 2003"
"Brazil",2003,"1986, 1996, 2003","Pesquisa Nacional Sobre Saode Materno-Infantil e Planejamento Familia 1986; Pesquisa Nacional Sobre Demografia e Saúde 1996; World Health Survey 2003"
"British Virgin Islands",2009,"2009","Global School-based Student Health Survey 2009"
"Burkina Faso",1992,"1992, 1998, 2003, 2010, 2014, 2017","Enquête Démographique et de Santé 1993; Enquête Démographique et de Santé 1998-1999; Enquête Démographique et de Santé 2003; Enquête Démographique et de Santé et à Indicateurs Multiples 2010; Enquête sur les Indicateurs du Paludisme 2014; Enquête sur les Indicateurs du Paludisme 2017-2018"
"Burkina Faso",1998,"1992, 1998, 2003, 2010, 2014, 2017","Enquête Démographique et de Santé 1993; Enquête Démographique et de Santé 1998-1999; Enquête Démographique et de Santé 2003; Enquête Démographique et de Santé et à Indicateurs Multiples 2010; Enquête sur les Indicateurs du Paludisme 2014; Enquête sur les Indicateurs du Paludisme 2017-2018"
"Burkina Faso",2003,"1992, 1998, 2003, 2010, 2014, 2017","Enquête Démographique et de Santé 1993; Enquête Démographique et de Santé 1998-1999; Enquête Démographique et de Santé 2003; Enquête Démographique et de Santé et à Indicateurs Multiples 2010; Enquête sur les Indicateurs du Paludisme 2014; Enquête sur les Indicateurs du Paludisme 2017-2018"
"Burkina Faso",2010,"1992, 1998, 2003, 2010, 2014, 2017","Enquête Démographique et de Santé 1993; Enquête Démographique et de Santé 1998-1999; Enquête Démographique et de Santé 2003; Enquête Démographique et de Santé et à Indicateurs Multiples 2010; Enquête sur les Indicateurs du Paludisme 2014; Enquête sur les Indicateurs du Paludisme 2017-2018"
"Burkina Faso",2014,"1992, 1998, 2003, 2010, 2014, 2017","Enquête Démographique et de Santé 1993; Enquête Démographique et de Santé 1998-1999; Enquête Démographique et de Santé 2003; Enquête Démographique et de Santé et à Indicateurs Multiples 2010; Enquête sur les Indicateurs du Paludisme 2014; Enquête sur les Indicateurs du Paludisme 2017-2018"
