country,indicator_date,ihsn_dates,ihsn_title
Australia,2002,"2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015",Household Income and Labour Dynamics in Australia 2001 - Wave I; Household Income and Labour Dynamics in Australia 2002 - Wave II; Household Income and Labour Dynamics in Australia 2003 - Wave III; Household Income and Labour Dynamics in Australia 2004 - Wave IV; Household Income and Labour Dynamics in Australia 2005 - Wave V; Household Income and Labour Dynamics in Australia 2006 - Wave VI; Household Income and Labour Dynamics in Australia 2007 - Wave VII; Household Income and Labour Dynamics in Australia 2008 - Wave VIII; Household Income and Labour Dynamics in Australia 2009 - Wave IX; Household Income and Labour Dynamics in Australia 2010 - Wave X; Household Income and Labour Dynamics in Australia 2011- Wave XI; Household Income and Labour Dynamics in Australia 2012 - Wave XII; Household Income and Labour Dynamics in Australia 2013 - Wave XIII; Household Income and Labour Dynamics in Australia 2014 - Wave XIV; Household Income and Labour Dynamics in Australia 2015 - Wave XV
Australia,2003,"2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015",Household Income and Labour Dynamics in Australia 2001 - Wave I; Household Income and Labour Dynamics in Australia 2002 - Wave II; Household Income and Labour Dynamics in Australia 2003 - Wave III; Household Income and Labour Dynamics in Australia 2004 - Wave IV; Household Income and Labour Dynamics in Australia 2005 - Wave V; Household Income and Labour Dynamics in Australia 2006 - Wave VI; Household Income and Labour Dynamics in Australia 2007 - Wave VII; Household Income and Labour Dynamics in Australia 2008 - Wave VIII; Household Income and Labour Dynamics in Australia 2009 - Wave IX; Household Income and Labour Dynamics in Australia 2010 - Wave X; Household Income and Labour Dynamics in Australia 2011- Wave XI; Household Income and Labour Dynamics in Australia 2012 - Wave XII; Household Income and Labour Dynamics in Australia 2013 - Wave XIII; Household Income and Labour Dynamics in Australia 2014 - Wave XIV; Household Income and Labour Dynamics in Australia 2015 - Wave XV
Australia,2004,"2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015",Household Income and Labour Dynamics in Australia 2001 - Wave I; Household Income and Labour Dynamics in Australia 2002 - Wave II; Household Income and Labour Dynamics in Australia 2003 - Wave III; Household Income and Labour Dynamics in Australia 2004 - Wave IV; Household Income and Labour Dynamics in Australia 2005 - Wave V; Household Income and Labour Dynamics in Australia 2006 - Wave VI; Household Income and Labour Dynamics in Australia 2007 - Wave VII; Household Income and Labour Dynamics in Australia 2008 - Wave VIII; Household Income and Labour Dynamics in Australia 2009 - Wave IX; Household Income and Labour Dynamics in Australia 2010 - Wave X; Household Income and Labour Dynamics in Australia 2011- Wave XI; Household Income and Labour Dynamics in Australia 2012 - Wave XII; Household Income and Labour Dynamics in Australia 2013 - Wave XIII; Household Income and Labour Dynamics in Australia 2014 - Wave XIV; Household Income and Labour Dynamics in Australia 2015 - Wave XV
Australia,2005,"2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015",Household Income and Labour Dynamics in Australia 2001 - Wave I; Household Income and Labour Dynamics in Australia 2002 - Wave II; Household Income and Labour Dynamics in Australia 2003 - Wave III; Household Income and Labour Dynamics in Australia 2004 - Wave IV; Household Income and Labour Dynamics in Australia 2005 - Wave V; Household Income and Labour Dynamics in Australia 2006 - Wave VI; Household Income and Labour Dynamics in Australia 2007 - Wave VII; Household Income and Labour Dynamics in Australia 2008 - Wave VIII; Household Income and Labour Dynamics in Australia 2009 - Wave IX; Household Income and Labour Dynamics in Australia 2010 - Wave X; Household Income and Labour Dynamics in Australia 2011- Wave XI; Household Income and Labour Dynamics in Australia 2012 - Wave XII; Household Income and Labour Dynamics in Australia 2013 - Wave XIII; Household Income and Labour Dynamics in Australia 2014 - Wave XIV; Household Income and Labour Dynamics in Australia 2015 - Wave XV
Australia,2006,"2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015",Household Income and Labour Dynamics in Australia 2001 - Wave I; Household Income and Labour Dynamics in Australia 2002 - Wave II; Household Income and Labour Dynamics in Australia 2003 - Wave III; Household Income and Labour Dynamics in Australia 2004 - Wave IV; Household Income and Labour Dynamics in Australia 2005 - Wave V; Household Income and Labour Dynamics in Australia 2006 - Wave VI; Household Income and Labour Dynamics in Australia 2007 - Wave VII; Household Income and Labour Dynamics in Australia 2008 - Wave VIII; Household Income and Labour Dynamics in Australia 2009 - Wave IX; Household Income and Labour Dynamics in Australia 2010 - Wave X; Household Income and Labour Dynamics in Australia 2011- Wave XI; Household Income and Labour Dynamics in Australia 2012 - Wave XII; Household Income and Labour Dynamics in Australia 2013 - Wave XIII; Household Income and Labour Dynamics in Australia 2014 - Wave XIV; Household Income and Labour Dynamics in Australia 2015 - Wave XV
Australia,2007,"2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015",Household Income and Labour Dynamics in Australia 2001 - Wave I; Household Income and Labour Dynamics in Australia 2002 - Wave II; Household Income and Labour Dynamics in Australia 2003 - Wave III; Household Income and Labour Dynamics in Australia 2004 - Wave IV; Household Income and Labour Dynamics in Australia 2005 - Wave V; Household Income and Labour Dynamics in Australia 2006 - Wave VI; Household Income and Labour Dynamics in Australia 2007 - Wave VII; Household Income and Labour Dynamics in Australia 2008 - Wave VIII; Household Income and Labour Dynamics in Australia 2009 - Wave IX; Household Income and Labour Dynamics in Australia 2010 - Wave X; Household Income and Labour Dynamics in Australia 2011- Wave XI; Household Income and Labour Dynamics in Australia 2012 - Wave XII; Household Income and Labour Dynamics in Australia 2013 - Wave XIII; Household Income and Labour Dynamics in Australia 2014 - Wave XIV; Household Income and Labour Dynamics in Australia 2015 - Wave XV
Australia,2008,"2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015",Household Income and Labour Dynamics in Australia 2001 - Wave I; Household Income and Labour Dynamics in Australia 2002 - Wave II; Household Income and Labour Dynamics in Australia 2003 - Wave III; Household Income and Labour Dynamics in Australia 2004 - Wave IV; Household Income and Labour Dynamics in Australia 2005 - Wave V; Household Income and Labour Dynamics in Australia 2006 - Wave VI; Household Income and Labour Dynamics in Australia 2007 - Wave VII; Household Income and Labour Dynamics in Australia 2008 - Wave VIII; Household Income and Labour Dynamics in Australia 2009 - Wave IX; Household Income and Labour Dynamics in Australia 2010 - Wave X; Household Income and Labour Dynamics in Australia 2011- Wave XI; Household Income and Labour Dynamics in Australia 2012 - Wave XII; Household Income and Labour Dynamics in Australia 2013 - Wave XIII; Household Income and Labour Dynamics in Australia 2014 - Wave XIV; Household Income and Labour Dynamics in Australia 2015 - Wave XV
Australia,2009,"2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015",Household Income and Labour Dynamics in Australia 2001 - Wave I; Household Income and Labour Dynamics in Australia 2002 - Wave II; Household Income and Labour Dynamics in Australia 2003 - Wave III; Household Income and Labour Dynamics in Australia 2004 - Wave IV; Household Income and Labour Dynamics in Australia 2005 - Wave V; Household Income and Labour Dynamics in Australia 2006 - Wave VI; Household Income and Labour Dynamics in Australia 2007 - Wave VII; Household Income and Labour Dynamics in Australia 2008 - Wave VIII; Household Income and Labour Dynamics in Australia 2009 - Wave IX; Household Income and Labour Dynamics in Australia 2010 - Wave X; Household Income and Labour Dynamics in Australia 2011- Wave XI; Household Income and Labour Dynamics in Australia 2012 - Wave XII; Household Income and Labour Dynamics in Australia 2013 - Wave XIII; Household Income and Labour Dynamics in Australia 2014 - Wave XIV; Household Income and Labour Dynamics in Australia 2015 - Wave XV
Australia,2010,"2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015",Household Income and Labour Dynamics in Australia 2001 - Wave I; Household Income and Labour Dynamics in Australia 2002 - Wave II; Household Income and Labour Dynamics in Australia 2003 - Wave III; Household Income and Labour Dynamics in Australia 2004 - Wave IV; Household Income and Labour Dynamics in Australia 2005 - Wave V; Household Income and Labour Dynamics in Australia 2006 - Wave VI; Household Income and Labour Dynamics in Australia 2007 - Wave VII; Household Income and Labour Dynamics in Australia 2008 - Wave VIII; Household Income and Labour Dynamics in Australia 2009 - Wave IX; Household Income and Labour Dynamics in Australia 2010 - Wave X; Household Income and Labour Dynamics in Australia 2011- Wave XI; Household Income and Labour Dynamics in Australia 2012 - Wave XII; Household Income and Labour Dynamics in Australia 2013 - Wave XIII; Household Income and Labour Dynamics in Australia 2014 - Wave XIV; Household Income and Labour Dynamics in Australia 2015 - Wave XV
Australia,2011,"2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015",Household Income and Labour Dynamics in Australia 2001 - Wave I; Household Income and Labour Dynamics in Australia 2002 - Wave II; Household Income and Labour Dynamics in Australia 2003 - Wave III; Household Income and Labour Dynamics in Australia 2004 - Wave IV; Household Income and Labour Dynamics in Australia 2005 - Wave V; Household Income and Labour Dynamics in Australia 2006 - Wave VI; Household Income and Labour Dynamics in Australia 2007 - Wave VII; Household Income and Labour Dynamics in Australia 2008 - Wave VIII; Household Income and Labour Dynamics in Australia 2009 - Wave IX; Household Income and Labour Dynamics in Australia 2010 - Wave X; Household Income and Labour Dynamics in Australia 2011- Wave XI; Household Income and Labour Dynamics in Australia 2012 - Wave XII; Household Income and Labour Dynamics in Australia 2013 - Wave XIII; Household Income and Labour Dynamics in Australia 2014 - Wave XIV; Household Income and Labour Dynamics in Australia 2015 - Wave XV
Australia,2012,"2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015",Household Income and Labour Dynamics in Australia 2001 - Wave I; Household Income and Labour Dynamics in Australia 2002 - Wave II; Household Income and Labour Dynamics in Australia 2003 - Wave III; Household Income and Labour Dynamics in Australia 2004 - Wave IV; Household Income and Labour Dynamics in Australia 2005 - Wave V; Household Income and Labour Dynamics in Australia 2006 - Wave VI; Household Income and Labour Dynamics in Australia 2007 - Wave VII; Household Income and Labour Dynamics in Australia 2008 - Wave VIII; Household Income and Labour Dynamics in Australia 2009 - Wave IX; Household Income and Labour Dynamics in Australia 2010 - Wave X; Household Income and Labour Dynamics in Australia 2011- Wave XI; Household Income and Labour Dynamics in Australia 2012 - Wave XII; Household Income and Labour Dynamics in Australia 2013 - Wave XIII; Household Income and Labour Dynamics in Australia 2014 - Wave XIV; Household Income and Labour Dynamics in Australia 2015 - Wave XV
Australia,2013,"2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015",Household Income and Labour Dynamics in Australia 2001 - Wave I; Household Income and Labour Dynamics in Australia 2002 - Wave II; Household Income and Labour Dynamics in Australia 2003 - Wave III; Household Income and Labour Dynamics in Australia 2004 - Wave IV; Household Income and Labour Dynamics in Australia 2005 - Wave V; Household Income and Labour Dynamics in Australia 2006 - Wave VI; Household Income and Labour Dynamics in Australia 2007 - Wave VII; Household Income and Labour Dynamics in Australia 2008 - Wave VIII; Household Income and Labour Dynamics in Australia 2009 - Wave IX; Household Income and Labour Dynamics in Australia 2010 - Wave X; Household Income and Labour Dynamics in Australia 2011- Wave XI; Household Income and Labour Dynamics in Australia 2012 - Wave XII; Household Income and Labour Dynamics in Australia 2013 - Wave XIII; Household Income and Labour Dynamics in Australia 2014 - Wave XIV; Household Income and Labour Dynamics in Australia 2015 - Wave XV
Australia,2014,"2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015",Household Income and Labour Dynamics in Australia 2001 - Wave I; Household Income and Labour Dynamics in Australia 2002 - Wave II; Household Income and Labour Dynamics in Australia 2003 - Wave III; Household Income and Labour Dynamics in Australia 2004 - Wave IV; Household Income and Labour Dynamics in Australia 2005 - Wave V; Household Income and Labour Dynamics in Australia 2006 - Wave VI; Household Income and Labour Dynamics in Australia 2007 - Wave VII; Household Income and Labour Dynamics in Australia 2008 - Wave VIII; Household Income and Labour Dynamics in Australia 2009 - Wave IX; Household Income and Labour Dynamics in Australia 2010 - Wave X; Household Income and Labour Dynamics in Australia 2011- Wave XI; Household Income and Labour Dynamics in Australia 2012 - Wave XII; Household Income and Labour Dynamics in Australia 2013 - Wave XIII; Household Income and Labour Dynamics in Australia 2014 - Wave XIV; Household Income and Labour Dynamics in Australia 2015 - Wave XV
Australia,2015,"2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015",Household Income and Labour Dynamics in Australia 2001 - Wave I; Household Income and Labour Dynamics in Australia 2002 - Wave II; Household Income and Labour Dynamics in Australia 2003 - Wave III; Household Income and Labour Dynamics in Australia 2004 - Wave IV; Household Income and Labour Dynamics in Australia 2005 - Wave V; Household Income and Labour Dynamics in Australia 2006 - Wave VI; Household Income and Labour Dynamics in Australia 2007 - Wave VII; Household Income and Labour Dynamics in Australia 2008 - Wave VIII; Household Income and Labour Dynamics in Australia 2009 - Wave IX; Household Income and Labour Dynamics in Australia 2010 - Wave X; Household Income and Labour Dynamics in Australia 2011- Wave XI; Household Income and Labour Dynamics in Australia 2012 - Wave XII; Household Income and Labour Dynamics in Australia 2013 - Wave XIII; Household Income and Labour Dynamics in Australia 2014 - Wave XIV; Household Income and Labour Dynamics in Australia 2015 - Wave XV
Austria,1995,"1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013",Labor Force Survey 1995 - Eurostat Standardized Datasets; Labor Force Survey 1996 - Eurostat Standardized Datasets; Labor Force Survey 1997 - Eurostat Standardized Datasets; Labor Force Survey 1998 - Eurostat Standardized Datasets; Labor Force Survey 1999 - Eurostat Standardized Datasets; Labor Force Survey 2000 - Eurostat Standardized Datasets; Labor Force Survey 2001 - Eurostat Standardized Datasets; Labor Force Survey 2002 - Eurostat Standardized Datasets; Labor Force Survey 2003 - Eurostat Standardized Datasets; Labor Force Survey 2004 - Eurostat Standardized Datasets; Labor Force Survey 2005 - Eurostat Standardized Datasets; Labor Force Survey 2006 - Eurostat Standardized Datasets; Labor Force Survey 2007 - Eurostat Standardized Datasets; Labor Force Survey 2008 - Eurostat Standardized Datasets; Labor Force Survey 2009 - Eurostat Standardized Datasets; Labor Force Survey 2010 - Eurostat Standardized Datasets; Labor Force Survey 2011 - Eurostat Standardized Datasets; Labor Force Survey 2012 - Eurostat Standardized Datasets; Labor Force Survey 2013 - Eurostat Standardized Datasets
Austria,1996,"1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013",Labor Force Survey 1995 - Eurostat Standardized Datasets; Labor Force Survey 1996 - Eurostat Standardized Datasets; Labor Force Survey 1997 - Eurostat Standardized Datasets; Labor Force Survey 1998 - Eurostat Standardized Datasets; Labor Force Survey 1999 - Eurostat Standardized Datasets; Labor Force Survey 2000 - Eurostat Standardized Datasets; Labor Force Survey 2001 - Eurostat Standardized Datasets; Labor Force Survey 2002 - Eurostat Standardized Datasets; Labor Force Survey 2003 - Eurostat Standardized Datasets; Labor Force Survey 2004 - Eurostat Standardized Datasets; Labor Force Survey 2005 - Eurostat Standardized Datasets; Labor Force Survey 2006 - Eurostat Standardized Datasets; Labor Force Survey 2007 - Eurostat Standardized Datasets; Labor Force Survey 2008 - Eurostat Standardized Datasets; Labor Force Survey 2009 - Eurostat Standardized Datasets; Labor Force Survey 2010 - Eurostat Standardized Datasets; Labor Force Survey 2011 - Eurostat Standardized Datasets; Labor Force Survey 2012 - Eurostat Standardized Datasets; Labor Force Survey 2013 - Eurostat Standardized Datasets
Austria,1997,"1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013",Labor Force Survey 1995 - Eurostat Standardized Datasets; Labor Force Survey 1996 - Eurostat Standardized Datasets; Labor Force Survey 1997 - Eurostat Standardized Datasets; Labor Force Survey 1998 - Eurostat Standardized Datasets; Labor Force Survey 1999 - Eurostat Standardized Datasets; Labor Force Survey 2000 - Eurostat Standardized Datasets; Labor Force Survey 2001 - Eurostat Standardized Datasets; Labor Force Survey 2002 - Eurostat Standardized Datasets; Labor Force Survey 2003 - Eurostat Standardized Datasets; Labor Force Survey 2004 - Eurostat Standardized Datasets; Labor Force Survey 2005 - Eurostat Standardized Datasets; Labor Force Survey 2006 - Eurostat Standardized Datasets; Labor Force Survey 2007 - Eurostat Standardized Datasets; Labor Force Survey 2008 - Eurostat Standardized Datasets; Labor Force Survey 2009 - Eurostat Standardized Datasets; Labor Force Survey 2010 - Eurostat Standardized Datasets; Labor Force Survey 2011 - Eurostat Standardized Datasets; Labor Force Survey 2012 - Eurostat Standardized Datasets; Labor Force Survey 2013 - Eurostat Standardized Datasets
Austria,1998,"1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013",Labor Force Survey 1995 - Eurostat Standardized Datasets; Labor Force Survey 1996 - Eurostat Standardized Datasets; Labor Force Survey 1997 - Eurostat Standardized Datasets; Labor Force Survey 1998 - Eurostat Standardized Datasets; Labor Force Survey 1999 - Eurostat Standardized Datasets; Labor Force Survey 2000 - Eurostat Standardized Datasets; Labor Force Survey 2001 - Eurostat Standardized Datasets; Labor Force Survey 2002 - Eurostat Standardized Datasets; Labor Force Survey 2003 - Eurostat Standardized Datasets; Labor Force Survey 2004 - Eurostat Standardized Datasets; Labor Force Survey 2005 - Eurostat Standardized Datasets; Labor Force Survey 2006 - Eurostat Standardized Datasets; Labor Force Survey 2007 - Eurostat Standardized Datasets; Labor Force Survey 2008 - Eurostat Standardized Datasets; Labor Force Survey 2009 - Eurostat Standardized Datasets; Labor Force Survey 2010 - Eurostat Standardized Datasets; Labor Force Survey 2011 - Eurostat Standardized Datasets; Labor Force Survey 2012 - Eurostat Standardized Datasets; Labor Force Survey 2013 - Eurostat Standardized Datasets
Austria,1999,"1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013",Labor Force Survey 1995 - Eurostat Standardized Datasets; Labor Force Survey 1996 - Eurostat Standardized Datasets; Labor Force Survey 1997 - Eurostat Standardized Datasets; Labor Force Survey 1998 - Eurostat Standardized Datasets; Labor Force Survey 1999 - Eurostat Standardized Datasets; Labor Force Survey 2000 - Eurostat Standardized Datasets; Labor Force Survey 2001 - Eurostat Standardized Datasets; Labor Force Survey 2002 - Eurostat Standardized Datasets; Labor Force Survey 2003 - Eurostat Standardized Datasets; Labor Force Survey 2004 - Eurostat Standardized Datasets; Labor Force Survey 2005 - Eurostat Standardized Datasets; Labor Force Survey 2006 - Eurostat Standardized Datasets; Labor Force Survey 2007 - Eurostat Standardized Datasets; Labor Force Survey 2008 - Eurostat Standardized Datasets; Labor Force Survey 2009 - Eurostat Standardized Datasets; Labor Force Survey 2010 - Eurostat Standardized Datasets; Labor Force Survey 2011 - Eurostat Standardized Datasets; Labor Force Survey 2012 - Eurostat Standardized Datasets; Labor Force Survey 2013 - Eurostat Standardized Datasets
Austria,2000,"1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013",Labor Force Survey 1995 - Eurostat Standardized Datasets; Labor Force Survey 1996 - Eurostat Standardized Datasets; Labor Force Survey 1997 - Eurostat Standardized Datasets; Labor Force Survey 1998 - Eurostat Standardized Datasets; Labor Force Survey 1999 - Eurostat Standardized Datasets; Labor Force Survey 2000 - Eurostat Standardized Datasets; Labor Force Survey 2001 - Eurostat Standardized Datasets; Labor Force Survey 2002 - Eurostat Standardized Datasets; Labor Force Survey 2003 - Eurostat Standardized Datasets; Labor Force Survey 2004 - Eurostat Standardized Datasets; Labor Force Survey 2005 - Eurostat Standardized Datasets; Labor Force Survey 2006 - Eurostat Standardized Datasets; Labor Force Survey 2007 - Eurostat Standardized Datasets; Labor Force Survey 2008 - Eurostat Standardized Datasets; Labor Force Survey 2009 - Eurostat Standardized Datasets; Labor Force Survey 2010 - Eurostat Standardized Datasets; Labor Force Survey 2011 - Eurostat Standardized Datasets; Labor Force Survey 2012 - Eurostat Standardized Datasets; Labor Force Survey 2013 - Eurostat Standardized Datasets
Austria,2001,"1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013",Labor Force Survey 1995 - Eurostat Standardized Datasets; Labor Force Survey 1996 - Eurostat Standardized Datasets; Labor Force Survey 1997 - Eurostat Standardized Datasets; Labor Force Survey 1998 - Eurostat Standardized Datasets; Labor Force Survey 1999 - Eurostat Standardized Datasets; Labor Force Survey 2000 - Eurostat Standardized Datasets; Labor Force Survey 2001 - Eurostat Standardized Datasets; Labor Force Survey 2002 - Eurostat Standardized Datasets; Labor Force Survey 2003 - Eurostat Standardized Datasets; Labor Force Survey 2004 - Eurostat Standardized Datasets; Labor Force Survey 2005 - Eurostat Standardized Datasets; Labor Force Survey 2006 - Eurostat Standardized Datasets; Labor Force Survey 2007 - Eurostat Standardized Datasets; Labor Force Survey 2008 - Eurostat Standardized Datasets; Labor Force Survey 2009 - Eurostat Standardized Datasets; Labor Force Survey 2010 - Eurostat Standardized Datasets; Labor Force Survey 2011 - Eurostat Standardized Datasets; Labor Force Survey 2012 - Eurostat Standardized Datasets; Labor Force Survey 2013 - Eurostat Standardized Datasets
Austria,2002,"1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013",Labor Force Survey 1995 - Eurostat Standardized Datasets; Labor Force Survey 1996 - Eurostat Standardized Datasets; Labor Force Survey 1997 - Eurostat Standardized Datasets; Labor Force Survey 1998 - Eurostat Standardized Datasets; Labor Force Survey 1999 - Eurostat Standardized Datasets; Labor Force Survey 2000 - Eurostat Standardized Datasets; Labor Force Survey 2001 - Eurostat Standardized Datasets; Labor Force Survey 2002 - Eurostat Standardized Datasets; Labor Force Survey 2003 - Eurostat Standardized Datasets; Labor Force Survey 2004 - Eurostat Standardized Datasets; Labor Force Survey 2005 - Eurostat Standardized Datasets; Labor Force Survey 2006 - Eurostat Standardized Datasets; Labor Force Survey 2007 - Eurostat Standardized Datasets; Labor Force Survey 2008 - Eurostat Standardized Datasets; Labor Force Survey 2009 - Eurostat Standardized Datasets; Labor Force Survey 2010 - Eurostat Standardized Datasets; Labor Force Survey 2011 - Eurostat Standardized Datasets; Labor Force Survey 2012 - Eurostat Standardized Datasets; Labor Force Survey 2013 - Eurostat Standardized Datasets
