"iso3c","date","goal","target","code","code1","description1","ind_value","ind_metadata","ind_quality"
"AFG",2019,"17","17.19","17.19.2","SG_REG_CENSUSN","Countries that have conducted at least one population and housing census in the last 10 years (1 = YES; 0 = NO)",NA,NA,0
"AFG",2020,"17","17.19","17.19.2","SG_REG_CENSUSN","Countries that have conducted at least one population and housing census in the last 10 years (1 = YES; 0 = NO)",NA,NA,0
"AFG",2021,"17","17.19","17.19.2","SG_REG_CENSUSN","Countries that have conducted at least one population and housing census in the last 10 years (1 = YES; 0 = NO)",NA,NA,0
"AFG",2022,"17","17.19","17.19.2","SG_REG_CENSUSN","Countries that have conducted at least one population and housing census in the last 10 years (1 = YES; 0 = NO)",NA,NA,0
"AFG",2023,"17","17.19","17.19.2","SG_REG_CENSUSN","Countries that have conducted at least one population and housing census in the last 10 years (1 = YES; 0 = NO)",NA,NA,NA
"AGO",2004,"17","17.19","17.19.2","SG_REG_CENSUSN","Countries that have conducted at least one population and housing census in the last 10 years (1 = YES; 0 = NO)",NA,NA,NA
"AGO",2005,"17","17.19","17.19.2","SG_REG_CENSUSN","Countries that have conducted at least one population and housing census in the last 10 years (1 = YES; 0 = NO)",NA,NA,NA
"AGO",2006,"17","17.19","17.19.2","SG_REG_CENSUSN","Countries that have conducted at least one population and housing census in the last 10 years (1 = YES; 0 = NO)",NA,NA,NA
"AGO",2007,"17","17.19","17.19.2","SG_REG_CENSUSN","Countries that have conducted at least one population and housing census in the last 10 years (1 = YES; 0 = NO)",NA,NA,NA
"AGO",2008,"17","17.19","17.19.2","SG_REG_CENSUSN","Countries that have conducted at least one population and housing census in the last 10 years (1 = YES; 0 = NO)",NA,NA,NA
"AGO",2009,"17","17.19","17.19.2","SG_REG_CENSUSN","Countries that have conducted at least one population and housing census in the last 10 years (1 = YES; 0 = NO)",NA,NA,NA
"AGO",2010,"17","17.19","17.19.2","SG_REG_CENSUSN","Countries that have conducted at least one population and housing census in the last 10 years (1 = YES; 0 = NO)",NA,NA,NA
"AGO",2011,"17","17.19","17.19.2","SG_REG_CENSUSN","Countries that have conducted at least one population and housing census in the last 10 years (1 = YES; 0 = NO)",NA,NA,NA
"AGO",2012,"17","17.19","17.19.2","SG_REG_CENSUSN","Countries that have conducted at least one population and housing census in the last 10 years (1 = YES; 0 = NO)",NA,NA,NA
"AGO",2013,"17","17.19","17.19.2","SG_REG_CENSUSN","Countries that have conducted at least one population and housing census in the last 10 years (1 = YES; 0 = NO)",NA,NA,NA
"AGO",2014,"17","17.19","17.19.2","SG_REG_CENSUSN","Countries that have conducted at least one population and housing census in the last 10 years (1 = YES; 0 = NO)",NA,NA,NA
"AGO",2015,"17","17.19","17.19.2","SG_REG_CENSUSN","Countries that have conducted at least one population and housing census in the last 10 years (1 = YES; 0 = NO)",NA,NA,0
"AGO",2016,"17","17.19","17.19.2","SG_REG_CENSUSN","Countries that have conducted at least one population and housing census in the last 10 years (1 = YES; 0 = NO)",NA,NA,0
"AGO",2017,"17","17.19","17.19.2","SG_REG_CENSUSN","Countries that have conducted at least one population and housing census in the last 10 years (1 = YES; 0 = NO)",NA,NA,0
"AGO",2018,"17","17.19","17.19.2","SG_REG_CENSUSN","Countries that have conducted at least one population and housing census in the last 10 years (1 = YES; 0 = NO)",NA,NA,0
"AGO",2019,"17","17.19","17.19.2","SG_REG_CENSUSN","Countries that have conducted at least one population and housing census in the last 10 years (1 = YES; 0 = NO)",NA,NA,0
"AGO",2020,"17","17.19","17.19.2","SG_REG_CENSUSN","Countries that have conducted at least one population and housing census in the last 10 years (1 = YES; 0 = NO)",NA,NA,0
"AGO",2021,"17","17.19","17.19.2","SG_REG_CENSUSN","Countries that have conducted at least one population and housing census in the last 10 years (1 = YES; 0 = NO)",NA,NA,0
"AGO",2022,"17","17.19","17.19.2","SG_REG_CENSUSN","Countries that have conducted at least one population and housing census in the last 10 years (1 = YES; 0 = NO)",NA,NA,0
"AGO",2023,"17","17.19","17.19.2","SG_REG_CENSUSN","Countries that have conducted at least one population and housing census in the last 10 years (1 = YES; 0 = NO)",NA,NA,NA
"AIA",2004,"17","17.19","17.19.2","SG_REG_CENSUSN","Countries that have conducted at least one population and housing census in the last 10 years (1 = YES; 0 = NO)",NA,NA,NA
"AIA",2005,"17","17.19","17.19.2","SG_REG_CENSUSN","Countries that have conducted at least one population and housing census in the last 10 years (1 = YES; 0 = NO)",NA,NA,NA
"AIA",2006,"17","17.19","17.19.2","SG_REG_CENSUSN","Countries that have conducted at least one population and housing census in the last 10 years (1 = YES; 0 = NO)",NA,NA,NA
"AIA",2007,"17","17.19","17.19.2","SG_REG_CENSUSN","Countries that have conducted at least one population and housing census in the last 10 years (1 = YES; 0 = NO)",NA,NA,NA
"AIA",2008,"17","17.19","17.19.2","SG_REG_CENSUSN","Countries that have conducted at least one population and housing census in the last 10 years (1 = YES; 0 = NO)",NA,NA,NA
"AIA",2009,"17","17.19","17.19.2","SG_REG_CENSUSN","Countries that have conducted at least one population and housing census in the last 10 years (1 = YES; 0 = NO)",NA,NA,NA
"AIA",2010,"17","17.19","17.19.2","SG_REG_CENSUSN","Countries that have conducted at least one population and housing census in the last 10 years (1 = YES; 0 = NO)",NA,NA,NA
"AIA",2011,"17","17.19","17.19.2","SG_REG_CENSUSN","Countries that have conducted at least one population and housing census in the last 10 years (1 = YES; 0 = NO)",NA,NA,NA
"AIA",2012,"17","17.19","17.19.2","SG_REG_CENSUSN","Countries that have conducted at least one population and housing census in the last 10 years (1 = YES; 0 = NO)",NA,NA,NA
"AIA",2013,"17","17.19","17.19.2","SG_REG_CENSUSN","Countries that have conducted at least one population and housing census in the last 10 years (1 = YES; 0 = NO)",NA,NA,NA
"AIA",2014,"17","17.19","17.19.2","SG_REG_CENSUSN","Countries that have conducted at least one population and housing census in the last 10 years (1 = YES; 0 = NO)",NA,NA,NA
"AIA",2015,"17","17.19","17.19.2","SG_REG_CENSUSN","Countries that have conducted at least one population and housing census in the last 10 years (1 = YES; 0 = NO)",NA,NA,0
"AIA",2016,"17","17.19","17.19.2","SG_REG_CENSUSN","Countries that have conducted at least one population and housing census in the last 10 years (1 = YES; 0 = NO)",NA,NA,0
"AIA",2017,"17","17.19","17.19.2","SG_REG_CENSUSN","Countries that have conducted at least one population and housing census in the last 10 years (1 = YES; 0 = NO)",NA,NA,0
"AIA",2018,"17","17.19","17.19.2","SG_REG_CENSUSN","Countries that have conducted at least one population and housing census in the last 10 years (1 = YES; 0 = NO)",NA,NA,0
"AIA",2019,"17","17.19","17.19.2","SG_REG_CENSUSN","Countries that have conducted at least one population and housing census in the last 10 years (1 = YES; 0 = NO)",NA,NA,0
"AIA",2020,"17","17.19","17.19.2","SG_REG_CENSUSN","Countries that have conducted at least one population and housing census in the last 10 years (1 = YES; 0 = NO)",NA,NA,0
"AIA",2021,"17","17.19","17.19.2","SG_REG_CENSUSN","Countries that have conducted at least one population and housing census in the last 10 years (1 = YES; 0 = NO)",NA,NA,0
"AIA",2022,"17","17.19","17.19.2","SG_REG_CENSUSN","Countries that have conducted at least one population and housing census in the last 10 years (1 = YES; 0 = NO)",1,"C",1
"AIA",2023,"17","17.19","17.19.2","SG_REG_CENSUSN","Countries that have conducted at least one population and housing census in the last 10 years (1 = YES; 0 = NO)",NA,NA,NA
"ALA",2004,"17","17.19","17.19.2","SG_REG_CENSUSN","Countries that have conducted at least one population and housing census in the last 10 years (1 = YES; 0 = NO)",NA,NA,NA
"ALA",2005,"17","17.19","17.19.2","SG_REG_CENSUSN","Countries that have conducted at least one population and housing census in the last 10 years (1 = YES; 0 = NO)",NA,NA,NA
"ALA",2006,"17","17.19","17.19.2","SG_REG_CENSUSN","Countries that have conducted at least one population and housing census in the last 10 years (1 = YES; 0 = NO)",NA,NA,NA
"ALA",2007,"17","17.19","17.19.2","SG_REG_CENSUSN","Countries that have conducted at least one population and housing census in the last 10 years (1 = YES; 0 = NO)",NA,NA,NA
"ALA",2008,"17","17.19","17.19.2","SG_REG_CENSUSN","Countries that have conducted at least one population and housing census in the last 10 years (1 = YES; 0 = NO)",NA,NA,NA
"ALA",2009,"17","17.19","17.19.2","SG_REG_CENSUSN","Countries that have conducted at least one population and housing census in the last 10 years (1 = YES; 0 = NO)",NA,NA,NA
"ALA",2010,"17","17.19","17.19.2","SG_REG_CENSUSN","Countries that have conducted at least one population and housing census in the last 10 years (1 = YES; 0 = NO)",NA,NA,NA
"ALA",2011,"17","17.19","17.19.2","SG_REG_CENSUSN","Countries that have conducted at least one population and housing census in the last 10 years (1 = YES; 0 = NO)",NA,NA,NA
"ALA",2012,"17","17.19","17.19.2","SG_REG_CENSUSN","Countries that have conducted at least one population and housing census in the last 10 years (1 = YES; 0 = NO)",NA,NA,NA
"ALA",2013,"17","17.19","17.19.2","SG_REG_CENSUSN","Countries that have conducted at least one population and housing census in the last 10 years (1 = YES; 0 = NO)",NA,NA,NA
"ALA",2014,"17","17.19","17.19.2","SG_REG_CENSUSN","Countries that have conducted at least one population and housing census in the last 10 years (1 = YES; 0 = NO)",NA,NA,NA
"ALA",2015,"17","17.19","17.19.2","SG_REG_CENSUSN","Countries that have conducted at least one population and housing census in the last 10 years (1 = YES; 0 = NO)",NA,NA,0
"ALA",2016,"17","17.19","17.19.2","SG_REG_CENSUSN","Countries that have conducted at least one population and housing census in the last 10 years (1 = YES; 0 = NO)",NA,NA,0
"ALA",2017,"17","17.19","17.19.2","SG_REG_CENSUSN","Countries that have conducted at least one population and housing census in the last 10 years (1 = YES; 0 = NO)",NA,NA,0
"ALA",2018,"17","17.19","17.19.2","SG_REG_CENSUSN","Countries that have conducted at least one population and housing census in the last 10 years (1 = YES; 0 = NO)",NA,NA,0
"ALA",2019,"17","17.19","17.19.2","SG_REG_CENSUSN","Countries that have conducted at least one population and housing census in the last 10 years (1 = YES; 0 = NO)",NA,NA,0
"ALA",2020,"17","17.19","17.19.2","SG_REG_CENSUSN","Countries that have conducted at least one population and housing census in the last 10 years (1 = YES; 0 = NO)",NA,NA,0
"ALA",2021,"17","17.19","17.19.2","SG_REG_CENSUSN","Countries that have conducted at least one population and housing census in the last 10 years (1 = YES; 0 = NO)",NA,NA,0
"ALA",2022,"17","17.19","17.19.2","SG_REG_CENSUSN","Countries that have conducted at least one population and housing census in the last 10 years (1 = YES; 0 = NO)",NA,NA,0
"ALA",2023,"17","17.19","17.19.2","SG_REG_CENSUSN","Countries that have conducted at least one population and housing census in the last 10 years (1 = YES; 0 = NO)",NA,NA,NA
"ALB",2004,"17","17.19","17.19.2","SG_REG_CENSUSN","Countries that have conducted at least one population and housing census in the last 10 years (1 = YES; 0 = NO)",NA,NA,NA
"ALB",2005,"17","17.19","17.19.2","SG_REG_CENSUSN","Countries that have conducted at least one population and housing census in the last 10 years (1 = YES; 0 = NO)",NA,NA,NA
"ALB",2006,"17","17.19","17.19.2","SG_REG_CENSUSN","Countries that have conducted at least one population and housing census in the last 10 years (1 = YES; 0 = NO)",NA,NA,NA
"ALB",2007,"17","17.19","17.19.2","SG_REG_CENSUSN","Countries that have conducted at least one population and housing census in the last 10 years (1 = YES; 0 = NO)",NA,NA,NA
"ALB",2008,"17","17.19","17.19.2","SG_REG_CENSUSN","Countries that have conducted at least one population and housing census in the last 10 years (1 = YES; 0 = NO)",NA,NA,NA
"ALB",2009,"17","17.19","17.19.2","SG_REG_CENSUSN","Countries that have conducted at least one population and housing census in the last 10 years (1 = YES; 0 = NO)",NA,NA,NA
"ALB",2010,"17","17.19","17.19.2","SG_REG_CENSUSN","Countries that have conducted at least one population and housing census in the last 10 years (1 = YES; 0 = NO)",NA,NA,NA
"ALB",2011,"17","17.19","17.19.2","SG_REG_CENSUSN","Countries that have conducted at least one population and housing census in the last 10 years (1 = YES; 0 = NO)",NA,NA,NA
"ALB",2012,"17","17.19","17.19.2","SG_REG_CENSUSN","Countries that have conducted at least one population and housing census in the last 10 years (1 = YES; 0 = NO)",NA,NA,NA
"ALB",2013,"17","17.19","17.19.2","SG_REG_CENSUSN","Countries that have conducted at least one population and housing census in the last 10 years (1 = YES; 0 = NO)",NA,NA,NA
"ALB",2014,"17","17.19","17.19.2","SG_REG_CENSUSN","Countries that have conducted at least one population and housing census in the last 10 years (1 = YES; 0 = NO)",NA,NA,NA
"ALB",2015,"17","17.19","17.19.2","SG_REG_CENSUSN","Countries that have conducted at least one population and housing census in the last 10 years (1 = YES; 0 = NO)",NA,NA,0
"ALB",2016,"17","17.19","17.19.2","SG_REG_CENSUSN","Countries that have conducted at least one population and housing census in the last 10 years (1 = YES; 0 = NO)",NA,NA,0
"ALB",2017,"17","17.19","17.19.2","SG_REG_CENSUSN","Countries that have conducted at least one population and housing census in the last 10 years (1 = YES; 0 = NO)",NA,NA,0
"ALB",2018,"17","17.19","17.19.2","SG_REG_CENSUSN","Countries that have conducted at least one population and housing census in the last 10 years (1 = YES; 0 = NO)",NA,NA,0
"ALB",2019,"17","17.19","17.19.2","SG_REG_CENSUSN","Countries that have conducted at least one population and housing census in the last 10 years (1 = YES; 0 = NO)",NA,NA,0
"ALB",2020,"17","17.19","17.19.2","SG_REG_CENSUSN","Countries that have conducted at least one population and housing census in the last 10 years (1 = YES; 0 = NO)",NA,NA,0
"ALB",2021,"17","17.19","17.19.2","SG_REG_CENSUSN","Countries that have conducted at least one population and housing census in the last 10 years (1 = YES; 0 = NO)",NA,NA,0
"ALB",2022,"17","17.19","17.19.2","SG_REG_CENSUSN","Countries that have conducted at least one population and housing census in the last 10 years (1 = YES; 0 = NO)",NA,NA,0
"ALB",2023,"17","17.19","17.19.2","SG_REG_CENSUSN","Countries that have conducted at least one population and housing census in the last 10 years (1 = YES; 0 = NO)",NA,NA,NA
"AND",2004,"17","17.19","17.19.2","SG_REG_CENSUSN","Countries that have conducted at least one population and housing census in the last 10 years (1 = YES; 0 = NO)",NA,NA,NA
"AND",2005,"17","17.19","17.19.2","SG_REG_CENSUSN","Countries that have conducted at least one population and housing census in the last 10 years (1 = YES; 0 = NO)",NA,NA,NA
"AND",2006,"17","17.19","17.19.2","SG_REG_CENSUSN","Countries that have conducted at least one population and housing census in the last 10 years (1 = YES; 0 = NO)",NA,NA,NA
"AND",2007,"17","17.19","17.19.2","SG_REG_CENSUSN","Countries that have conducted at least one population and housing census in the last 10 years (1 = YES; 0 = NO)",NA,NA,NA
"AND",2008,"17","17.19","17.19.2","SG_REG_CENSUSN","Countries that have conducted at least one population and housing census in the last 10 years (1 = YES; 0 = NO)",NA,NA,NA
"AND",2009,"17","17.19","17.19.2","SG_REG_CENSUSN","Countries that have conducted at least one population and housing census in the last 10 years (1 = YES; 0 = NO)",NA,NA,NA
"AND",2010,"17","17.19","17.19.2","SG_REG_CENSUSN","Countries that have conducted at least one population and housing census in the last 10 years (1 = YES; 0 = NO)",NA,NA,NA
"AND",2011,"17","17.19","17.19.2","SG_REG_CENSUSN","Countries that have conducted at least one population and housing census in the last 10 years (1 = YES; 0 = NO)",NA,NA,NA
"AND",2012,"17","17.19","17.19.2","SG_REG_CENSUSN","Countries that have conducted at least one population and housing census in the last 10 years (1 = YES; 0 = NO)",NA,NA,NA
"AND",2013,"17","17.19","17.19.2","SG_REG_CENSUSN","Countries that have conducted at least one population and housing census in the last 10 years (1 = YES; 0 = NO)",NA,NA,NA
"AND",2014,"17","17.19","17.19.2","SG_REG_CENSUSN","Countries that have conducted at least one population and housing census in the last 10 years (1 = YES; 0 = NO)",NA,NA,NA
"AND",2015,"17","17.19","17.19.2","SG_REG_CENSUSN","Countries that have conducted at least one population and housing census in the last 10 years (1 = YES; 0 = NO)",NA,NA,0
"AND",2016,"17","17.19","17.19.2","SG_REG_CENSUSN","Countries that have conducted at least one population and housing census in the last 10 years (1 = YES; 0 = NO)",NA,NA,0
"AND",2017,"17","17.19","17.19.2","SG_REG_CENSUSN","Countries that have conducted at least one population and housing census in the last 10 years (1 = YES; 0 = NO)",NA,NA,0
"AND",2018,"17","17.19","17.19.2","SG_REG_CENSUSN","Countries that have conducted at least one population and housing census in the last 10 years (1 = YES; 0 = NO)",NA,NA,0
"AND",2019,"17","17.19","17.19.2","SG_REG_CENSUSN","Countries that have conducted at least one population and housing census in the last 10 years (1 = YES; 0 = NO)",NA,NA,0
"AND",2020,"17","17.19","17.19.2","SG_REG_CENSUSN","Countries that have conducted at least one population and housing census in the last 10 years (1 = YES; 0 = NO)",NA,NA,0
"AND",2021,"17","17.19","17.19.2","SG_REG_CENSUSN","Countries that have conducted at least one population and housing census in the last 10 years (1 = YES; 0 = NO)",1,"C",1
"AND",2022,"17","17.19","17.19.2","SG_REG_CENSUSN","Countries that have conducted at least one population and housing census in the last 10 years (1 = YES; 0 = NO)",NA,NA,0
"AND",2023,"17","17.19","17.19.2","SG_REG_CENSUSN","Countries that have conducted at least one population and housing census in the last 10 years (1 = YES; 0 = NO)",NA,NA,NA
"ARE",2004,"17","17.19","17.19.2","SG_REG_CENSUSN","Countries that have conducted at least one population and housing census in the last 10 years (1 = YES; 0 = NO)",NA,NA,NA
"ARE",2005,"17","17.19","17.19.2","SG_REG_CENSUSN","Countries that have conducted at least one population and housing census in the last 10 years (1 = YES; 0 = NO)",NA,NA,NA
"ARE",2006,"17","17.19","17.19.2","SG_REG_CENSUSN","Countries that have conducted at least one population and housing census in the last 10 years (1 = YES; 0 = NO)",NA,NA,NA
"ARE",2007,"17","17.19","17.19.2","SG_REG_CENSUSN","Countries that have conducted at least one population and housing census in the last 10 years (1 = YES; 0 = NO)",NA,NA,NA
"ARE",2008,"17","17.19","17.19.2","SG_REG_CENSUSN","Countries that have conducted at least one population and housing census in the last 10 years (1 = YES; 0 = NO)",NA,NA,NA
"ARE",2009,"17","17.19","17.19.2","SG_REG_CENSUSN","Countries that have conducted at least one population and housing census in the last 10 years (1 = YES; 0 = NO)",NA,NA,NA
"ARE",2010,"17","17.19","17.19.2","SG_REG_CENSUSN","Countries that have conducted at least one population and housing census in the last 10 years (1 = YES; 0 = NO)",NA,NA,NA
"ARE",2011,"17","17.19","17.19.2","SG_REG_CENSUSN","Countries that have conducted at least one population and housing census in the last 10 years (1 = YES; 0 = NO)",NA,NA,NA
"ARE",2012,"17","17.19","17.19.2","SG_REG_CENSUSN","Countries that have conducted at least one population and housing census in the last 10 years (1 = YES; 0 = NO)",NA,NA,NA
"ARE",2013,"17","17.19","17.19.2","SG_REG_CENSUSN","Countries that have conducted at least one population and housing census in the last 10 years (1 = YES; 0 = NO)",NA,NA,NA
"ARE",2014,"17","17.19","17.19.2","SG_REG_CENSUSN","Countries that have conducted at least one population and housing census in the last 10 years (1 = YES; 0 = NO)",NA,NA,NA
"ARE",2015,"17","17.19","17.19.2","SG_REG_CENSUSN","Countries that have conducted at least one population and housing census in the last 10 years (1 = YES; 0 = NO)",NA,NA,0
"ARE",2016,"17","17.19","17.19.2","SG_REG_CENSUSN","Countries that have conducted at least one population and housing census in the last 10 years (1 = YES; 0 = NO)",NA,NA,0
"ARE",2017,"17","17.19","17.19.2","SG_REG_CENSUSN","Countries that have conducted at least one population and housing census in the last 10 years (1 = YES; 0 = NO)",NA,NA,0
"ARE",2018,"17","17.19","17.19.2","SG_REG_CENSUSN","Countries that have conducted at least one population and housing census in the last 10 years (1 = YES; 0 = NO)",NA,NA,0
"ARE",2019,"17","17.19","17.19.2","SG_REG_CENSUSN","Countries that have conducted at least one population and housing census in the last 10 years (1 = YES; 0 = NO)",NA,NA,0
"ARE",2020,"17","17.19","17.19.2","SG_REG_CENSUSN","Countries that have conducted at least one population and housing census in the last 10 years (1 = YES; 0 = NO)",NA,NA,0
"ARE",2021,"17","17.19","17.19.2","SG_REG_CENSUSN","Countries that have conducted at least one population and housing census in the last 10 years (1 = YES; 0 = NO)",NA,NA,0
"ARE",2022,"17","17.19","17.19.2","SG_REG_CENSUSN","Countries that have conducted at least one population and housing census in the last 10 years (1 = YES; 0 = NO)",NA,NA,0
"ARE",2023,"17","17.19","17.19.2","SG_REG_CENSUSN","Countries that have conducted at least one population and housing census in the last 10 years (1 = YES; 0 = NO)",NA,NA,NA
"ARG",2004,"17","17.19","17.19.2","SG_REG_CENSUSN","Countries that have conducted at least one population and housing census in the last 10 years (1 = YES; 0 = NO)",NA,NA,NA
"ARG",2005,"17","17.19","17.19.2","SG_REG_CENSUSN","Countries that have conducted at least one population and housing census in the last 10 years (1 = YES; 0 = NO)",NA,NA,NA
"ARG",2006,"17","17.19","17.19.2","SG_REG_CENSUSN","Countries that have conducted at least one population and housing census in the last 10 years (1 = YES; 0 = NO)",NA,NA,NA
"ARG",2007,"17","17.19","17.19.2","SG_REG_CENSUSN","Countries that have conducted at least one population and housing census in the last 10 years (1 = YES; 0 = NO)",NA,NA,NA
"ARG",2008,"17","17.19","17.19.2","SG_REG_CENSUSN","Countries that have conducted at least one population and housing census in the last 10 years (1 = YES; 0 = NO)",NA,NA,NA
"ARG",2009,"17","17.19","17.19.2","SG_REG_CENSUSN","Countries that have conducted at least one population and housing census in the last 10 years (1 = YES; 0 = NO)",NA,NA,NA
"ARG",2010,"17","17.19","17.19.2","SG_REG_CENSUSN","Countries that have conducted at least one population and housing census in the last 10 years (1 = YES; 0 = NO)",NA,NA,NA
"ARG",2011,"17","17.19","17.19.2","SG_REG_CENSUSN","Countries that have conducted at least one population and housing census in the last 10 years (1 = YES; 0 = NO)",NA,NA,NA
"ARG",2012,"17","17.19","17.19.2","SG_REG_CENSUSN","Countries that have conducted at least one population and housing census in the last 10 years (1 = YES; 0 = NO)",NA,NA,NA
"ARG",2013,"17","17.19","17.19.2","SG_REG_CENSUSN","Countries that have conducted at least one population and housing census in the last 10 years (1 = YES; 0 = NO)",NA,NA,NA
"ARG",2014,"17","17.19","17.19.2","SG_REG_CENSUSN","Countries that have conducted at least one population and housing census in the last 10 years (1 = YES; 0 = NO)",NA,NA,NA
"ARG",2015,"17","17.19","17.19.2","SG_REG_CENSUSN","Countries that have conducted at least one population and housing census in the last 10 years (1 = YES; 0 = NO)",NA,NA,0
