"country","indicator_date","nada_dates","nada_title"
"Congo, Dem. Rep.",2010,"2010, 2013, 2014, 2024","Enterprise Survey 2010; Enterprise Survey 2013; Enterprise Survey 2014, Innovation Follow-up Survey; Enterprise Survey of Micro Firms 2024"
"Congo, Dem. Rep.",2013,"2010, 2013, 2014, 2024","Enterprise Survey 2010; Enterprise Survey 2013; Enterprise Survey 2014, Innovation Follow-up Survey; Enterprise Survey of Micro Firms 2024"
"Congo, Dem. Rep.",2014,"2010, 2013, 2014, 2024","Enterprise Survey 2010; Enterprise Survey 2013; Enterprise Survey 2014, Innovation Follow-up Survey; Enterprise Survey of Micro Firms 2024"
"Congo, Dem. Rep.",2024,"2010, 2013, 2014, 2024","Enterprise Survey 2010; Enterprise Survey 2013; Enterprise Survey 2014, Innovation Follow-up Survey; Enterprise Survey of Micro Firms 2024"
"Congo, Rep.",2008,"2008, 2024","Enterprise Survey 2009; World Bank Enterprise Survey 2024"
"Congo, Rep.",2024,"2008, 2024","Enterprise Survey 2009; World Bank Enterprise Survey 2024"
"Costa Rica",2010,"2010, 2016, 2017, 2023","Enterprise Survey 2010; Encuesta Nacional a Empresas 2016; Encuesta Nacional a Empresas 2017; World Bank Enterprise Survey 2023"
"Costa Rica",2016,"2010, 2016, 2017, 2023","Enterprise Survey 2010; Encuesta Nacional a Empresas 2016; Encuesta Nacional a Empresas 2017; World Bank Enterprise Survey 2023"
"Costa Rica",2017,"2010, 2016, 2017, 2023","Enterprise Survey 2010; Encuesta Nacional a Empresas 2016; Encuesta Nacional a Empresas 2017; World Bank Enterprise Survey 2023"
"Costa Rica",2023,"2010, 2016, 2017, 2023","Enterprise Survey 2010; Encuesta Nacional a Empresas 2016; Encuesta Nacional a Empresas 2017; World Bank Enterprise Survey 2023"
"Croatia",2002,"2002, 2007, 2008, 2013, 2019, 2023","Enterprise Survey 2002; Enterprise Survey 2007; Enterprise Survey 2009; Enterprise Survey 2013; Enterprise Survey 2019; World Bank Enterprise Survey 2023"
"Croatia",2007,"2002, 2007, 2008, 2013, 2019, 2023","Enterprise Survey 2002; Enterprise Survey 2007; Enterprise Survey 2009; Enterprise Survey 2013; Enterprise Survey 2019; World Bank Enterprise Survey 2023"
"Croatia",2008,"2002, 2007, 2008, 2013, 2019, 2023","Enterprise Survey 2002; Enterprise Survey 2007; Enterprise Survey 2009; Enterprise Survey 2013; Enterprise Survey 2019; World Bank Enterprise Survey 2023"
"Croatia",2013,"2002, 2007, 2008, 2013, 2019, 2023","Enterprise Survey 2002; Enterprise Survey 2007; Enterprise Survey 2009; Enterprise Survey 2013; Enterprise Survey 2019; World Bank Enterprise Survey 2023"
"Croatia",2019,"2002, 2007, 2008, 2013, 2019, 2023","Enterprise Survey 2002; Enterprise Survey 2007; Enterprise Survey 2009; Enterprise Survey 2013; Enterprise Survey 2019; World Bank Enterprise Survey 2023"
"Croatia",2023,"2002, 2007, 2008, 2013, 2019, 2023","Enterprise Survey 2002; Enterprise Survey 2007; Enterprise Survey 2009; Enterprise Survey 2013; Enterprise Survey 2019; World Bank Enterprise Survey 2023"
"Cyprus",2018,"2018, 2020, 2021, 2024","Enterprise Survey 2019; Enterprise Survey Follow-up on COVID-19 2020, Round 2; Enterprise Survey Follow-up on COVID-19 2021, Round 3; World Bank Enterprise Survey 2024"
"Cyprus",2020,"2018, 2020, 2021, 2024","Enterprise Survey 2019; Enterprise Survey Follow-up on COVID-19 2020, Round 2; Enterprise Survey Follow-up on COVID-19 2021, Round 3; World Bank Enterprise Survey 2024"
"Cyprus",2021,"2018, 2020, 2021, 2024","Enterprise Survey 2019; Enterprise Survey Follow-up on COVID-19 2020, Round 2; Enterprise Survey Follow-up on COVID-19 2021, Round 3; World Bank Enterprise Survey 2024"
"Cyprus",2024,"2018, 2020, 2021, 2024","Enterprise Survey 2019; Enterprise Survey Follow-up on COVID-19 2020, Round 2; Enterprise Survey Follow-up on COVID-19 2021, Round 3; World Bank Enterprise Survey 2024"
"Czech Republic",2002,"2002, 2008, 2013","Enterprise Survey 2002; Enterprise Survey 2009; Enterprise Survey 2013"
"Czech Republic",2008,"2002, 2008, 2013","Enterprise Survey 2002; Enterprise Survey 2009; Enterprise Survey 2013"
"Czech Republic",2013,"2002, 2008, 2013","Enterprise Survey 2002; Enterprise Survey 2009; Enterprise Survey 2013"
"Czechia",2024,"2024","World Bank Enterprise Survey 2024"
"Côte d'Ivoire",2008,"2008, 2016, 2023","Enterprise Survey 2009; Enterprise Survey 2016; World Bank Enterprise Survey 2023"
"Côte d'Ivoire",2016,"2008, 2016, 2023","Enterprise Survey 2009; Enterprise Survey 2016; World Bank Enterprise Survey 2023"
"Côte d'Ivoire",2023,"2008, 2016, 2023","Enterprise Survey 2009; Enterprise Survey 2016; World Bank Enterprise Survey 2023"
"Denmark",2020,"2020","Enterprise Survey 2020"
"Dominica",2011,"2011","Enterprise Survey 2010"
"Dominican Republic",2011,"2011, 2016","Enterprise Survey 2010; Enterprise Survey 2016"
"Dominican Republic",2016,"2011, 2016","Enterprise Survey 2010; Enterprise Survey 2016"
"Ecuador",2003,"2003, 2006, 2010, 2017, 2024","Enterprise Survey 2003-2006-2010-2017, Panel Data; Enterprise Survey 2006; Enterprise Survey 2010; Enterprise Survey 2017; World Bank Enterprise Survey 2024"
"Ecuador",2006,"2003, 2006, 2010, 2017, 2024","Enterprise Survey 2003-2006-2010-2017, Panel Data; Enterprise Survey 2006; Enterprise Survey 2010; Enterprise Survey 2017; World Bank Enterprise Survey 2024"
"Ecuador",2010,"2003, 2006, 2010, 2017, 2024","Enterprise Survey 2003-2006-2010-2017, Panel Data; Enterprise Survey 2006; Enterprise Survey 2010; Enterprise Survey 2017; World Bank Enterprise Survey 2024"
"Ecuador",2017,"2003, 2006, 2010, 2017, 2024","Enterprise Survey 2003-2006-2010-2017, Panel Data; Enterprise Survey 2006; Enterprise Survey 2010; Enterprise Survey 2017; World Bank Enterprise Survey 2024"
"Ecuador",2024,"2003, 2006, 2010, 2017, 2024","Enterprise Survey 2003-2006-2010-2017, Panel Data; Enterprise Survey 2006; Enterprise Survey 2010; Enterprise Survey 2017; World Bank Enterprise Survey 2024"
"Egypt, Arab Rep.",2016,"2016","Enterprise Survey 2016"
"El Salvador",2006,"2006, 2010, 2016, 2023","Enterprise Survey 2006; Enterprise Survey 2010; Enterprise Survey 2016; World Bank Enterprise Survey 2023"
"El Salvador",2010,"2006, 2010, 2016, 2023","Enterprise Survey 2006; Enterprise Survey 2010; Enterprise Survey 2016; World Bank Enterprise Survey 2023"
"El Salvador",2016,"2006, 2010, 2016, 2023","Enterprise Survey 2006; Enterprise Survey 2010; Enterprise Survey 2016; World Bank Enterprise Survey 2023"
"El Salvador",2023,"2006, 2010, 2016, 2023","Enterprise Survey 2006; Enterprise Survey 2010; Enterprise Survey 2016; World Bank Enterprise Survey 2023"
"Equatorial Guinea",2024,"2024","World Bank Enterprise Survey 2024"
"Estonia",2002,"2002, 2008, 2013, 2023","Enterprise Survey 2002; Enterprise Survey 2009; Enterprise Survey 2013; World Bank Enterprise Survey 2023"
"Estonia",2008,"2002, 2008, 2013, 2023","Enterprise Survey 2002; Enterprise Survey 2009; Enterprise Survey 2013; World Bank Enterprise Survey 2023"
"Estonia",2013,"2002, 2008, 2013, 2023","Enterprise Survey 2002; Enterprise Survey 2009; Enterprise Survey 2013; World Bank Enterprise Survey 2023"
"Estonia",2023,"2002, 2008, 2013, 2023","Enterprise Survey 2002; Enterprise Survey 2009; Enterprise Survey 2013; World Bank Enterprise Survey 2023"
"Eswatini",2016,"2016, 2024","Enterprise Survey 2016; World Bank Enterprise Survey 2024"
"Eswatini",2024,"2016, 2024","Enterprise Survey 2016; World Bank Enterprise Survey 2024"
"Ethiopia",2011,"2011, 2015","Enterprise Survey 2011; Enterprise Survey 2015"
"Ethiopia",2015,"2011, 2015","Enterprise Survey 2011; Enterprise Survey 2015"
"Fiji",2009,"2009","Enterprise Survey 2009"
"Gambia, The",2018,"2018, 2023","Enterprise Survey 2018; World Bank Enterprise Survey 2023"
"Gambia, The",2023,"2018, 2023","Enterprise Survey 2018; World Bank Enterprise Survey 2023"
"Georgia",2002,"2002, 2008, 2012, 2019, 2023","Enterprise Survey 2002; Enterprise Survey 2008; Enterprise Survey 2013; Enterprise Survey 2019; World Bank Enterprise Survey 2023"
"Georgia",2008,"2002, 2008, 2012, 2019, 2023","Enterprise Survey 2002; Enterprise Survey 2008; Enterprise Survey 2013; Enterprise Survey 2019; World Bank Enterprise Survey 2023"
"Georgia",2012,"2002, 2008, 2012, 2019, 2023","Enterprise Survey 2002; Enterprise Survey 2008; Enterprise Survey 2013; Enterprise Survey 2019; World Bank Enterprise Survey 2023"
"Georgia",2019,"2002, 2008, 2012, 2019, 2023","Enterprise Survey 2002; Enterprise Survey 2008; Enterprise Survey 2013; Enterprise Survey 2019; World Bank Enterprise Survey 2023"
"Georgia",2023,"2002, 2008, 2012, 2019, 2023","Enterprise Survey 2002; Enterprise Survey 2008; Enterprise Survey 2013; Enterprise Survey 2019; World Bank Enterprise Survey 2023"
"Ghana",2012,"2012, 2023","Enterprise Survey 2013; World Bank Enterprise Survey 2023"
"Ghana",2023,"2012, 2023","Enterprise Survey 2013; World Bank Enterprise Survey 2023"
"Greece",2018,"2018, 2023","Enterprise Survey 2018; World Bank Enterprise Survey 2023"
"Greece",2023,"2018, 2023","Enterprise Survey 2018; World Bank Enterprise Survey 2023"
"Guatemala",2006,"2006, 2010, 2017, 2020","Enterprise Survey 2006; Informal Survey 2010; Enterprise Survey 2017; Enterprise Survey Follow-up on COVID-19 2020, Round 1"
"Guatemala",2010,"2006, 2010, 2017, 2020","Enterprise Survey 2006; Informal Survey 2010; Enterprise Survey 2017; Enterprise Survey Follow-up on COVID-19 2020, Round 1"
"Guatemala",2017,"2006, 2010, 2017, 2020","Enterprise Survey 2006; Informal Survey 2010; Enterprise Survey 2017; Enterprise Survey Follow-up on COVID-19 2020, Round 1"
"Guatemala",2020,"2006, 2010, 2017, 2020","Enterprise Survey 2006; Informal Survey 2010; Enterprise Survey 2017; Enterprise Survey Follow-up on COVID-19 2020, Round 1"
"Guyana",2011,"2011","Enterprise Survey 2010"
"Honduras",2006,"2006, 2010, 2016","Enterprise Survey 2006; Enterprise Survey 2010; Enterprise Survey 2016"
"Honduras",2010,"2006, 2010, 2016","Enterprise Survey 2006; Enterprise Survey 2010; Enterprise Survey 2016"
"Honduras",2016,"2006, 2010, 2016","Enterprise Survey 2006; Enterprise Survey 2010; Enterprise Survey 2016"
"Hong Kong SAR, China",2023,"2023","World Bank Enterprise Survey 2023"
"Hungary",2002,"2002, 2008, 2013, 2021, 2023","Enterprise Survey 2002; Enterprise Survey 2009; Enterprise Survey 2013; Enterprise Survey Follow-up on COVID-19 2021, Round 3; World Bank Enterprise Survey 2023"
"Hungary",2008,"2002, 2008, 2013, 2021, 2023","Enterprise Survey 2002; Enterprise Survey 2009; Enterprise Survey 2013; Enterprise Survey Follow-up on COVID-19 2021, Round 3; World Bank Enterprise Survey 2023"
"Hungary",2013,"2002, 2008, 2013, 2021, 2023","Enterprise Survey 2002; Enterprise Survey 2009; Enterprise Survey 2013; Enterprise Survey Follow-up on COVID-19 2021, Round 3; World Bank Enterprise Survey 2023"
"Hungary",2021,"2002, 2008, 2013, 2021, 2023","Enterprise Survey 2002; Enterprise Survey 2009; Enterprise Survey 2013; Enterprise Survey Follow-up on COVID-19 2021, Round 3; World Bank Enterprise Survey 2023"
"Hungary",2023,"2002, 2008, 2013, 2021, 2023","Enterprise Survey 2002; Enterprise Survey 2009; Enterprise Survey 2013; Enterprise Survey Follow-up on COVID-19 2021, Round 3; World Bank Enterprise Survey 2023"
"Iceland",2024,"2024","World Bank Enterprise Survey 2024"
"India",2013,"2013, 2021","Enterprise Survey 2014; World Bank Enterprise Survey 2022"
"India",2021,"2013, 2021","Enterprise Survey 2014; World Bank Enterprise Survey 2022"
"Indonesia",2009,"2009, 2015, 2022","Enterprise Survey 2009; Enterprise Survey 2015; World Bank Enterprise Survey 2023"
"Indonesia",2015,"2009, 2015, 2022","Enterprise Survey 2009; Enterprise Survey 2015; World Bank Enterprise Survey 2023"
"Indonesia",2022,"2009, 2015, 2022","Enterprise Survey 2009; Enterprise Survey 2015; World Bank Enterprise Survey 2023"
"Iraq",2011,"2011, 2022","Enterprise Survey 2011; World Bank Enterprise Survey 2022"
"Iraq",2022,"2011, 2022","Enterprise Survey 2011; World Bank Enterprise Survey 2022"
"Ireland",2024,"2024","World Bank Enterprise Survey 2024"
"Israel",2013,"2013, 2024","Enterprise Survey 2013; World Bank Enterprise Survey 2024"
"Israel",2024,"2013, 2024","Enterprise Survey 2013; World Bank Enterprise Survey 2024"
"Italy",2018,"2018, 2020, 2024","Enterprise Survey 2019; Enterprise Survey Follow-up on COVID-19 2020, Round 2; World Bank Enterprise Survey 2024"
"Italy",2020,"2018, 2020, 2024","Enterprise Survey 2019; Enterprise Survey Follow-up on COVID-19 2020, Round 2; World Bank Enterprise Survey 2024"
"Italy",2024,"2018, 2020, 2024","Enterprise Survey 2019; Enterprise Survey Follow-up on COVID-19 2020, Round 2; World Bank Enterprise Survey 2024"
"Jamaica",2011,"2011, 2023","Enterprise Survey 2010; World Bank Enterprise Survey 2024"
"Jamaica",2023,"2011, 2023","Enterprise Survey 2010; World Bank Enterprise Survey 2024"
"Jordan",2013,"2013, 2019, 2020, 2024","Enterprise Survey 2013; Enterprise Survey 2019; Enterprise Survey Follow-up on COVID-19 2020, Round 1; World Bank Enterprise Survey 2024"
"Jordan",2019,"2013, 2019, 2020, 2024","Enterprise Survey 2013; Enterprise Survey 2019; Enterprise Survey Follow-up on COVID-19 2020, Round 1; World Bank Enterprise Survey 2024"
"Jordan",2020,"2013, 2019, 2020, 2024","Enterprise Survey 2013; Enterprise Survey 2019; Enterprise Survey Follow-up on COVID-19 2020, Round 1; World Bank Enterprise Survey 2024"
"Jordan",2024,"2013, 2019, 2020, 2024","Enterprise Survey 2013; Enterprise Survey 2019; Enterprise Survey Follow-up on COVID-19 2020, Round 1; World Bank Enterprise Survey 2024"
"Kazakhstan",2002,"2002, 2008, 2012, 2019, 2021, 2024","Enterprise Survey 2002; Enterprise Survey 2009; Enterprise Survey 2013; Enterprise Survey 2019; Enterprise Survey Follow-up on COVID-19 2022; World Bank Enterprise Survey 2024"
"Kazakhstan",2008,"2002, 2008, 2012, 2019, 2021, 2024","Enterprise Survey 2002; Enterprise Survey 2009; Enterprise Survey 2013; Enterprise Survey 2019; Enterprise Survey Follow-up on COVID-19 2022; World Bank Enterprise Survey 2024"
"Kazakhstan",2012,"2002, 2008, 2012, 2019, 2021, 2024","Enterprise Survey 2002; Enterprise Survey 2009; Enterprise Survey 2013; Enterprise Survey 2019; Enterprise Survey Follow-up on COVID-19 2022; World Bank Enterprise Survey 2024"
"Kazakhstan",2019,"2002, 2008, 2012, 2019, 2021, 2024","Enterprise Survey 2002; Enterprise Survey 2009; Enterprise Survey 2013; Enterprise Survey 2019; Enterprise Survey Follow-up on COVID-19 2022; World Bank Enterprise Survey 2024"
"Kazakhstan",2021,"2002, 2008, 2012, 2019, 2021, 2024","Enterprise Survey 2002; Enterprise Survey 2009; Enterprise Survey 2013; Enterprise Survey 2019; Enterprise Survey Follow-up on COVID-19 2022; World Bank Enterprise Survey 2024"
"Kazakhstan",2024,"2002, 2008, 2012, 2019, 2021, 2024","Enterprise Survey 2002; Enterprise Survey 2009; Enterprise Survey 2013; Enterprise Survey 2019; Enterprise Survey Follow-up on COVID-19 2022; World Bank Enterprise Survey 2024"
"Kenya",2010,"2010, 2013, 2018","Foreign Investment Survey 2010; Enterprise Survey 2013; Enterprise Survey 2018"
"Kenya",2013,"2010, 2013, 2018","Foreign Investment Survey 2010; Enterprise Survey 2013; Enterprise Survey 2018"
"Kenya",2018,"2010, 2013, 2018","Foreign Investment Survey 2010; Enterprise Survey 2013; Enterprise Survey 2018"
"Korea, Rep.",2024,"2024","World Bank Enterprise Survey 2024"
"Kosovo",2012,"2012, 2018","Enterprise Survey 2013; Enterprise Survey 2019"
"Kosovo",2018,"2012, 2018","Enterprise Survey 2013; Enterprise Survey 2019"
"Kyrgyz Republic",2002,"2002, 2008, 2012, 2018, 2023","Enterprise Survey 2002; Enterprise Survey 2009; Enterprise Survey 2013; Enterprise Survey 2019; World Bank Enterprise Survey 2023"
"Kyrgyz Republic",2008,"2002, 2008, 2012, 2018, 2023","Enterprise Survey 2002; Enterprise Survey 2009; Enterprise Survey 2013; Enterprise Survey 2019; World Bank Enterprise Survey 2023"
"Kyrgyz Republic",2012,"2002, 2008, 2012, 2018, 2023","Enterprise Survey 2002; Enterprise Survey 2009; Enterprise Survey 2013; Enterprise Survey 2019; World Bank Enterprise Survey 2023"
"Kyrgyz Republic",2018,"2002, 2008, 2012, 2018, 2023","Enterprise Survey 2002; Enterprise Survey 2009; Enterprise Survey 2013; Enterprise Survey 2019; World Bank Enterprise Survey 2023"
"Kyrgyz Republic",2023,"2002, 2008, 2012, 2018, 2023","Enterprise Survey 2002; Enterprise Survey 2009; Enterprise Survey 2013; Enterprise Survey 2019; World Bank Enterprise Survey 2023"
"Lao PDR",2009,"2009, 2018, 2024","Enterprise Survey 2009; Enterprise Survey 2018; World Bank Enterprise Survey 2024"
"Lao PDR",2018,"2009, 2018, 2024","Enterprise Survey 2009; Enterprise Survey 2018; World Bank Enterprise Survey 2024"
"Lao PDR",2024,"2009, 2018, 2024","Enterprise Survey 2009; Enterprise Survey 2018; World Bank Enterprise Survey 2024"
