country,iso3c,date,SPI.INDEX.PIL4,SPI.INDEX.PIL5
Cote d'Ivoire,CIV,2019,37.16666667,25
Tajikistan,TJK,2019,41.94166667,50
Lesotho,LSO,2019,39.66666667,40
Algeria,DZA,2019,48.25,40
Angola,AGO,2019,28.86666667,40
Uzbekistan,UZB,2019,33.425,65
Cabo Verde,CPV,2019,54.41666667,20
Jamaica,JAM,2019,56.6,30
Kenya,KEN,2019,35.79166667,45
Bahrain,BHR,2019,46.46666667,30
Lao PDR,LAO,2019,40.53333333,30
Burkina Faso,BFA,2019,31.525,35
Ethiopia,ETH,2019,31.61666667,15
Nigeria,NGA,2019,30.63333333,40
Nepal,NPL,2019,38.45833333,20
Cameroon,CMR,2019,26.29166667,35
Maldives,MDV,2019,49.13333333,50
Sierra Leone,SLE,2019,26.60833333,20
Namibia,NAM,2019,32.54166667,30
Bhutan,BTN,2019,37.94166667,15
Madagascar,MDG,2019,21.00833333,30
Mali,MLI,2019,35.70833333,30
Lebanon,LBN,2019,49.35833333,30
Nicaragua,NIC,2019,27.875,35
Timor-Leste,TLS,2019,32.70833333,55
Burundi,BDI,2019,18.96666667,35
St. Lucia,LCA,2019,47.5,25
Suriname,SUR,2019,49.95,35
"Bahamas, The",BHS,2019,27.48333333,60
Afghanistan,AFG,2019,15.575,35
Liberia,LBR,2019,26.48333333,45
Seychelles,SYC,2019,53.86666667,50
Mauritania,MRT,2019,25.08333333,35
Benin,BEN,2019,29.65,25
Eswatini,SWZ,2019,19.80833333,40
Guinea,GIN,2019,20.90833333,20
"Gambia, The",GMB,2019,31.64166667,35
St. Vincent and the Grenadines,VCT,2019,40.20833333,35
"Venezuela, RB",VEN,2019,35.75,25
Trinidad and Tobago,TTO,2019,42.75833333,40
Solomon Islands,SLB,2019,20.43333333,20
Guyana,GUY,2019,18.88333333,25
Papua New Guinea,PNG,2019,18.28333333,20
Vanuatu,VUT,2019,23.6,15
Sao Tome and Principe,STP,2019,41.68333333,30
Sudan,SDN,2019,18.81666667,10
Chad,TCD,2019,17.23333333,15
Haiti,HTI,2019,16.68333333,20
"Yemen, Rep.",YEM,2019,20.41666667,20
Djibouti,DJI,2019,16.05833333,25
"Congo, Rep.",COG,2019,27.15,20
Iraq,IRQ,2019,22.05833333,35
"Congo, Dem. Rep.",COD,2019,18.175,20
Guinea-Bissau,GNB,2019,17.75833333,20
South Sudan,SSD,2019,14.89166667,30
Gabon,GAB,2019,14.98333333,20
Syrian Arab Republic,SYR,2019,17.74166667,25
Kiribati,KIR,2019,15.53333333,15
"Micronesia, Fed. Sts.",FSM,2019,16.78333333,15
Turkmenistan,TKM,2019,13.33333333,15
Libya,LBY,2019,10.79166667,20
Marshall Islands,MHL,2019,11.48333333,10
Somalia,SOM,2019,0,0
American Samoa,ASM,2019,NA,NA
Andorra,AND,2019,NA,NA
Antigua and Barbuda,ATG,2019,NA,25
Aruba,ABW,2019,NA,NA
Barbados,BRB,2019,NA,30
Bermuda,BMU,2019,NA,NA
British Virgin Islands,VGB,2019,NA,NA
Brunei Darussalam,BRN,2019,NA,45
Cayman Islands,CYM,2019,NA,NA
Central African Republic,CAF,2019,NA,20
Channel Islands,CHI,2019,NA,NA
Comoros,COM,2019,NA,30
Cuba,CUB,2019,NA,NA
Curacao,CUW,2019,NA,NA
Dominica,DMA,2019,NA,35
Equatorial Guinea,GNQ,2019,NA,25
Eritrea,ERI,2019,NA,10
Faroe Islands,FRO,2019,NA,NA
French Polynesia,PYF,2019,NA,NA
Gibraltar,GIB,2019,NA,NA
Greenland,GRL,2019,NA,NA
Grenada,GRD,2019,NA,25
Guam,GUM,2019,NA,NA
"Hong Kong SAR, China",HKG,2019,NA,NA
Isle of Man,IMN,2019,NA,NA
"Korea, Dem. People’s Rep.",PRK,2019,NA,NA
Kosovo,XKX,2019,NA,60
Liechtenstein,LIE,2019,NA,NA
"Macao SAR, China",MAC,2019,NA,NA
Monaco,MCO,2019,NA,NA
Nauru,NRU,2019,NA,5
New Caledonia,NCL,2019,NA,NA
Northern Mariana Islands,MNP,2019,NA,NA
Palau,PLW,2019,NA,40
Puerto Rico,PRI,2019,NA,NA
San Marino,SMR,2019,NA,60
Sint Maarten (Dutch part),SXM,2019,NA,NA
St. Kitts and Nevis,KNA,2019,NA,25
St. Martin (French part),MAF,2019,NA,NA
"Taiwan, China",TWN,2019,NA,NA
Tonga,TON,2019,NA,35
Turks and Caicos Islands,TCA,2019,NA,NA
Tuvalu,TUV,2019,NA,5
Virgin Islands (U.S.),VIR,2019,NA,NA
Norway,NOR,2018,80.66666667,100
Italy,ITA,2018,81.825,100
Austria,AUT,2018,79.75,100
Slovenia,SVN,2018,71.44166667,100
United States,USA,2018,87.5,100
Sweden,SWE,2018,72.51666667,100
Finland,FIN,2018,72.21666667,100
Poland,POL,2018,79.71666667,95
Australia,AUS,2018,74.46666667,100
Switzerland,CHE,2018,85.025,90
Netherlands,NLD,2018,69.91666667,100
Spain,ESP,2018,77.86666667,95
Mexico,MEX,2018,80.28333333,75
Germany,DEU,2018,74.91666667,95
Estonia,EST,2018,68.94166667,100
France,FRA,2018,66.64166667,100
Canada,CAN,2018,84.11666667,95
Denmark,DNK,2018,73.86666667,100
Ireland,IRL,2018,66.34166667,95
Turkey,TUR,2018,61.44166667,95
Slovak Republic,SVK,2018,73.09166667,100
Portugal,PRT,2018,65.79166667,100
Lithuania,LTU,2018,71.86666667,100
Japan,JPN,2018,78.3,95
Czech Republic,CZE,2018,75.61666667,95
Hungary,HUN,2018,68.26666667,100
"Korea, Rep.",KOR,2018,74.06666667,80
Greece,GRC,2018,69.11666667,95
Latvia,LVA,2018,68.04166667,100
United Kingdom,GBR,2018,64.94166667,90
New Zealand,NZL,2018,63.16666667,90
Bulgaria,BGR,2018,70.84166667,90
Armenia,ARM,2018,59.94166667,85
Belgium,BEL,2018,65.91666667,95
Cyprus,CYP,2018,71.65833333,85
Chile,CHL,2018,59.525,85
Kazakhstan,KAZ,2018,62.35,70
Luxembourg,LUX,2018,59.29166667,100
Iceland,ISL,2018,61.66666667,100
Albania,ALB,2018,59.44166667,85
Israel,ISR,2018,46.48333333,95
Mauritius,MUS,2018,66.375,70
Costa Rica,CRI,2018,66.46666667,55
Romania,ROU,2018,73.64166667,75
Mongolia,MNG,2018,63.94166667,60
Thailand,THA,2018,57.85,70
Philippines,PHL,2018,80.175,35
Kyrgyz Republic,KGZ,2018,53.05833333,70
Russian Federation,RUS,2018,61.2,80
Moldova,MDA,2018,58.81666667,70
Belarus,BLR,2018,51.85833333,80
Brazil,BRA,2018,62.375,65
Georgia,GEO,2018,51.78333333,65
South Africa,ZAF,2018,65.2,65
Serbia,SRB,2018,61.51666667,75
"Egypt, Arab Rep.",EGY,2018,56.75,60
Singapore,SGP,2018,53.33333333,75
Malta,MLT,2018,68.59166667,70
Ecuador,ECU,2018,55.59166667,45
Malaysia,MYS,2018,68.2,50
Indonesia,IDN,2018,43.79166667,55
Sri Lanka,LKA,2018,66.425,45
Colombia,COL,2018,42.275,45
West Bank and Gaza,PSE,2018,65.73333333,60
North Macedonia,MKD,2018,55.98333333,55
Ukraine,UKR,2018,49.01666667,85
Peru,PER,2018,51.13333333,40
India,IND,2018,67.225,50
Uruguay,URY,2018,68.4,25
Azerbaijan,AZE,2018,55.09166667,80
El Salvador,SLV,2018,44.93333333,50
Uganda,UGA,2018,38.03333333,60
Rwanda,RWA,2018,45.24166667,45
Vietnam,VNM,2018,75.725,35
Croatia,HRV,2018,63.86666667,80
Argentina,ARG,2018,63.09166667,35
Montenegro,MNE,2018,58.71666667,45
Tunisia,TUN,2018,49.80833333,30
Guatemala,GTM,2018,58.3,25
Bolivia,BOL,2018,54.36666667,15
Senegal,SEN,2018,39.91666667,40
Bosnia and Herzegovina,BIH,2018,47.38333333,60
Honduras,HND,2018,45.00833333,40
Pakistan,PAK,2018,34.95,35
Myanmar,MMR,2018,42.94166667,35
Dominican Republic,DOM,2018,25.80833333,50
Kuwait,KWT,2018,63.125,25
Togo,TGO,2018,41.025,40
Ghana,GHA,2018,33.6,40
Morocco,MAR,2018,28.525,45
Zimbabwe,ZWE,2018,41.44166667,45
Zambia,ZMB,2018,36.80833333,40
United Arab Emirates,ARE,2018,52.59166667,65
Saudi Arabia,SAU,2018,78.975,30
Bangladesh,BGD,2018,48.94166667,25
Paraguay,PRY,2018,44.95,40
Jordan,JOR,2018,47.925,15
Samoa,WSM,2018,34.61666667,45
Belize,BLZ,2018,65.74166667,30
Fiji,FJI,2018,46.4,50
Tanzania,TZA,2018,39.275,40
Panama,PAN,2018,59.91666667,20
Oman,OMN,2018,64.225,35
Cameroon,CMR,2018,34.625,35
Cote d'Ivoire,CIV,2018,37.16666667,30
"Iran, Islamic Rep.",IRN,2018,57.01666667,35
Niger,NER,2018,37.275,30
Cambodia,KHM,2018,46.375,40
Botswana,BWA,2018,54.79166667,35
Lesotho,LSO,2018,39.66666667,40
China,CHN,2018,32.45,55
Tajikistan,TJK,2018,41.94166667,50
Jamaica,JAM,2018,56.6,30
Angola,AGO,2018,28.86666667,40
Kenya,KEN,2018,35.79166667,40
Mozambique,MOZ,2018,32.00833333,35
Mali,MLI,2018,35.70833333,30
Cabo Verde,CPV,2018,54.41666667,20
Burundi,BDI,2018,23.13333333,35
Nepal,NPL,2018,38.45833333,20
Malawi,MWI,2018,34.675,15
Eswatini,SWZ,2018,15.64166667,40
Burkina Faso,BFA,2018,27.35833333,35
Ethiopia,ETH,2018,31.61666667,15
Sierra Leone,SLE,2018,26.60833333,20
Bahrain,BHR,2018,38.13333333,30
Algeria,DZA,2018,52.41666667,30
Suriname,SUR,2018,54.11666667,40
"Bahamas, The",BHS,2018,27.48333333,40
Qatar,QAT,2018,60.76666667,25
Bhutan,BTN,2018,33.775,20
Namibia,NAM,2018,32.54166667,30
Timor-Leste,TLS,2018,32.70833333,55
Uzbekistan,UZB,2018,31.775,65
St. Lucia,LCA,2018,47.5,25
Maldives,MDV,2018,49.13333333,40
Madagascar,MDG,2018,12.675,30
Benin,BEN,2018,33.81666667,30
Afghanistan,AFG,2018,15.575,35
Nigeria,NGA,2018,34.8,40
Sao Tome and Principe,STP,2018,48.36666667,35
Nicaragua,NIC,2018,27.875,20
Lao PDR,LAO,2018,40.53333333,20
"Gambia, The",GMB,2018,31.64166667,25
Trinidad and Tobago,TTO,2018,42.75833333,35
Seychelles,SYC,2018,53.86666667,50
Liberia,LBR,2018,34.81666667,30
Mauritania,MRT,2018,25.08333333,25
Lebanon,LBN,2018,47.70833333,20
"Venezuela, RB",VEN,2018,39.91666667,25
Haiti,HTI,2018,20.85,20
St. Vincent and the Grenadines,VCT,2018,38.55833333,35
Sudan,SDN,2018,31.31666667,15
Solomon Islands,SLB,2018,20.43333333,20
Guyana,GUY,2018,18.88333333,25
Guinea-Bissau,GNB,2018,17.75833333,20
Papua New Guinea,PNG,2018,18.28333333,20
"Congo, Dem. Rep.",COD,2018,18.175,20
Guinea,GIN,2018,20.90833333,5
Vanuatu,VUT,2018,23.6,15
"Yemen, Rep.",YEM,2018,20.41666667,25
Djibouti,DJI,2018,24.39166667,20
"Congo, Rep.",COG,2018,27.15,20
Iraq,IRQ,2018,22.05833333,30
Chad,TCD,2018,15.58333333,15
Gabon,GAB,2018,13.28333333,20
Syrian Arab Republic,SYR,2018,17.74166667,25
South Sudan,SSD,2018,19.05833333,30
"Micronesia, Fed. Sts.",FSM,2018,16.78333333,15
Kiribati,KIR,2018,13.88333333,15
Libya,LBY,2018,19.125,20
Turkmenistan,TKM,2018,11.68333333,5
Marshall Islands,MHL,2018,11.48333333,5
Somalia,SOM,2018,0,0
American Samoa,ASM,2018,NA,NA
Andorra,AND,2018,NA,NA
Antigua and Barbuda,ATG,2018,NA,20
Aruba,ABW,2018,NA,NA
Barbados,BRB,2018,NA,25
Bermuda,BMU,2018,NA,NA
British Virgin Islands,VGB,2018,NA,NA
Brunei Darussalam,BRN,2018,NA,40
Cayman Islands,CYM,2018,NA,NA
Central African Republic,CAF,2018,NA,15
Channel Islands,CHI,2018,NA,NA
Comoros,COM,2018,NA,25
Cuba,CUB,2018,NA,NA
Curacao,CUW,2018,NA,NA
Dominica,DMA,2018,NA,35
Equatorial Guinea,GNQ,2018,NA,25
Eritrea,ERI,2018,NA,10
Faroe Islands,FRO,2018,NA,NA
French Polynesia,PYF,2018,NA,NA
Gibraltar,GIB,2018,NA,NA
Greenland,GRL,2018,NA,NA
Grenada,GRD,2018,NA,25
Guam,GUM,2018,NA,NA
"Hong Kong SAR, China",HKG,2018,NA,NA
Isle of Man,IMN,2018,NA,NA
"Korea, Dem. People’s Rep.",PRK,2018,NA,NA
Kosovo,XKX,2018,NA,55
Liechtenstein,LIE,2018,NA,NA
"Macao SAR, China",MAC,2018,NA,NA
Monaco,MCO,2018,NA,NA
Nauru,NRU,2018,NA,5
New Caledonia,NCL,2018,NA,NA
Northern Mariana Islands,MNP,2018,NA,NA
Palau,PLW,2018,NA,20
Puerto Rico,PRI,2018,NA,NA
San Marino,SMR,2018,NA,55
Sint Maarten (Dutch part),SXM,2018,NA,NA
St. Kitts and Nevis,KNA,2018,NA,20
St. Martin (French part),MAF,2018,NA,NA
"Taiwan, China",TWN,2018,NA,NA
Tonga,TON,2018,NA,35
Turks and Caicos Islands,TCA,2018,NA,NA
Tuvalu,TUV,2018,NA,5
Virgin Islands (U.S.),VIR,2018,NA,NA
Italy,ITA,2017,84.125,100
Australia,AUS,2017,74.31666667,100
Mexico,MEX,2017,82.8,75
Sweden,SWE,2017,72.51666667,100
Finland,FIN,2017,70.44166667,100
Slovenia,SVN,2017,70.64166667,100
Austria,AUT,2017,78.075,100
United States,USA,2017,80.14166667,100
Switzerland,CHE,2017,79.8,90
Spain,ESP,2017,76.69166667,95
France,FRA,2017,67.86666667,100
Canada,CAN,2017,77.86666667,95
Portugal,PRT,2017,67.31666667,100
Slovak Republic,SVK,2017,74.51666667,100
Ireland,IRL,2017,66.49166667,95
Germany,DEU,2017,71.61666667,95
Turkey,TUR,2017,61.44166667,90
Hungary,HUN,2017,68.26666667,100
Latvia,LVA,2017,65.56666667,100
Greece,GRC,2017,69.66666667,95
New Zealand,NZL,2017,63.71666667,90
United Kingdom,GBR,2017,64.39166667,90
Norway,NOR,2017,76.11666667,100
Poland,POL,2017,79.19166667,100
Armenia,ARM,2017,60.64166667,80
Netherlands,NLD,2017,64.69166667,100
Estonia,EST,2017,70.44166667,100
Denmark,DNK,2017,72.16666667,100
Chile,CHL,2017,62.71666667,75
Lithuania,LTU,2017,72.41666667,100
"Korea, Rep.",KOR,2017,74.06666667,80
Czech Republic,CZE,2017,75.04166667,95
Costa Rica,CRI,2017,62.61666667,65
Kyrgyz Republic,KGZ,2017,49.48333333,85
Israel,ISR,2017,46.48333333,95
Georgia,GEO,2017,50.23333333,75
Bulgaria,BGR,2017,74.29166667,85
Japan,JPN,2017,75.125,90
Mauritius,MUS,2017,64.325,65
South Africa,ZAF,2017,68.14166667,65
Thailand,THA,2017,56.35,70
Belgium,BEL,2017,66.61666667,95
Philippines,PHL,2017,80.175,30
"Egypt, Arab Rep.",EGY,2017,56.75,60
Mongolia,MNG,2017,65.04166667,55
Serbia,SRB,2017,56.66666667,75
Russian Federation,RUS,2017,58.9,80
Malta,MLT,2017,68.46666667,70
Sri Lanka,LKA,2017,65.9,45
Kazakhstan,KAZ,2017,63.05,70
Brazil,BRA,2017,59.775,55
Iceland,ISL,2017,62.21666667,100
Colombia,COL,2017,41.025,50
Cyprus,CYP,2017,71.65833333,80
Ecuador,ECU,2017,42.54166667,50
Luxembourg,LUX,2017,59.29166667,100
Romania,ROU,2017,66.51666667,60
Indonesia,IDN,2017,47.09166667,50
Moldova,MDA,2017,56.34166667,75
Uganda,UGA,2017,42.2,60
Uruguay,URY,2017,67.325,25
Ukraine,UKR,2017,53.29166667,75
Albania,ALB,2017,55.01666667,80
Peru,PER,2017,53.1,30
Rwanda,RWA,2017,45.76666667,50
El Salvador,SLV,2017,51.09166667,40
Belarus,BLR,2017,50.08333333,75
Singapore,SGP,2017,53.33333333,75
Argentina,ARG,2017,62.56666667,35
North Macedonia,MKD,2017,58.975,60
Tanzania,TZA,2017,43.44166667,55
Malaysia,MYS,2017,67.55,45
India,IND,2017,66.8,50
Vietnam,VNM,2017,66.31666667,35
Dominican Republic,DOM,2017,25.80833333,60
Guatemala,GTM,2017,56.8,25
Croatia,HRV,2017,63.86666667,75
West Bank and Gaza,PSE,2017,62.11666667,55
Bolivia,BOL,2017,49.96666667,15
Honduras,HND,2017,42.43333333,40
Azerbaijan,AZE,2017,55.24166667,70
Ghana,GHA,2017,32.525,40
Montenegro,MNE,2017,56.46666667,30
Tunisia,TUN,2017,48.30833333,20
Bangladesh,BGD,2017,48.94166667,25
Fiji,FJI,2017,50.56666667,45
Zambia,ZMB,2017,35.15833333,40
United Arab Emirates,ARE,2017,49.49166667,65
Senegal,SEN,2017,40.46666667,40
Pakistan,PAK,2017,35.2,30
Samoa,WSM,2017,33.11666667,45
Jordan,JOR,2017,50.59166667,20
Togo,TGO,2017,31.59166667,35
Cambodia,KHM,2017,50.35,40
Kenya,KEN,2017,36.49166667,40
Paraguay,PRY,2017,44.4,40
Cameroon,CMR,2017,33.25,35
Morocco,MAR,2017,27.275,50
Botswana,BWA,2017,53.81666667,35
Oman,OMN,2017,61.05,40
Niger,NER,2017,36.45,30
Malawi,MWI,2017,34.675,20
Cote d'Ivoire,CIV,2017,33.36666667,25
Ethiopia,ETH,2017,37.70833333,15
Mozambique,MOZ,2017,35.1,35
Kuwait,KWT,2017,63.125,30
Cabo Verde,CPV,2017,53.44166667,25
Bosnia and Herzegovina,BIH,2017,46.68333333,65
China,CHN,2017,35.91666667,50
Tajikistan,TJK,2017,41.41666667,50
Nepal,NPL,2017,42.625,20
Lesotho,LSO,2017,36.49166667,40
Burundi,BDI,2017,21.35833333,35
Myanmar,MMR,2017,40.21666667,35
Panama,PAN,2017,59.91666667,25
Namibia,NAM,2017,32.69166667,30
Mali,MLI,2017,35.28333333,25
Bhutan,BTN,2017,32.7,20
Qatar,QAT,2017,59.69166667,25
Belize,BLZ,2017,63.11666667,30
Burkina Faso,BFA,2017,25.15833333,35
Saudi Arabia,SAU,2017,71.725,30
Zimbabwe,ZWE,2017,40.36666667,35
Jamaica,JAM,2017,59.14166667,35
Sierra Leone,SLE,2017,22.10833333,20
Maldives,MDV,2017,47.63333333,35
Sao Tome and Principe,STP,2017,46.66666667,35
Nigeria,NGA,2017,33.3,40
"Iran, Islamic Rep.",IRN,2017,55.91666667,30
Benin,BEN,2017,33.29166667,30
Lao PDR,LAO,2017,40.63333333,15
Seychelles,SYC,2017,53.86666667,50
"Venezuela, RB",VEN,2017,39.91666667,25
St. Lucia,LCA,2017,51.66666667,20
Liberia,LBR,2017,33.84166667,25
Bahrain,BHR,2017,38.13333333,35
"Gambia, The",GMB,2017,27.74166667,25
Angola,AGO,2017,28.16666667,40
Algeria,DZA,2017,51.89166667,25
Eswatini,SWZ,2017,16.68333333,35
Nicaragua,NIC,2017,27.325,25
Timor-Leste,TLS,2017,32.70833333,55
Uzbekistan,UZB,2017,30,65
Afghanistan,AFG,2017,13.425,35
"Yemen, Rep.",YEM,2017,20.41666667,25
"Bahamas, The",BHS,2017,25.83333333,25
Guinea,GIN,2017,19.25833333,5
Suriname,SUR,2017,52.36666667,45
Madagascar,MDG,2017,11.7,30
Guinea-Bissau,GNB,2017,13.33333333,20
Trinidad and Tobago,TTO,2017,41.68333333,30
Mauritania,MRT,2017,24.00833333,30
Vanuatu,VUT,2017,29.81666667,15
Haiti,HTI,2017,20.85,20
St. Vincent and the Grenadines,VCT,2017,39.78333333,35
Lebanon,LBN,2017,48.25833333,15
"Congo, Rep.",COG,2017,31.31666667,20
Solomon Islands,SLB,2017,19.88333333,20
Iraq,IRQ,2017,26.225,40
Sudan,SDN,2017,27.36666667,15
Papua New Guinea,PNG,2017,18.83333333,15
"Congo, Dem. Rep.",COD,2017,17.65,15
Guyana,GUY,2017,15.53333333,25
Chad,TCD,2017,13.88333333,15
Djibouti,DJI,2017,24.39166667,15
Gabon,GAB,2017,13.83333333,20
Kiribati,KIR,2017,13.88333333,15
"Micronesia, Fed. Sts.",FSM,2017,15.28333333,15
South Sudan,SSD,2017,17.80833333,25
Libya,LBY,2017,18.7,20
Turkmenistan,TKM,2017,12.23333333,5
Syrian Arab Republic,SYR,2017,16.76666667,25
Marshall Islands,MHL,2017,11.48333333,0
Somalia,SOM,2017,0,0
American Samoa,ASM,2017,NA,NA
Andorra,AND,2017,NA,NA
Antigua and Barbuda,ATG,2017,NA,20
Aruba,ABW,2017,NA,NA
Barbados,BRB,2017,NA,25
Bermuda,BMU,2017,NA,NA
British Virgin Islands,VGB,2017,NA,NA
Brunei Darussalam,BRN,2017,NA,35
Cayman Islands,CYM,2017,NA,NA
Central African Republic,CAF,2017,NA,15
Channel Islands,CHI,2017,NA,NA
Comoros,COM,2017,NA,20
Cuba,CUB,2017,NA,NA
Curacao,CUW,2017,NA,NA
Dominica,DMA,2017,NA,35
Equatorial Guinea,GNQ,2017,NA,20
Eritrea,ERI,2017,NA,10
Faroe Islands,FRO,2017,NA,NA
French Polynesia,PYF,2017,NA,NA
Gibraltar,GIB,2017,NA,NA
Greenland,GRL,2017,NA,NA
Grenada,GRD,2017,NA,20
Guam,GUM,2017,NA,NA
"Hong Kong SAR, China",HKG,2017,NA,NA
Isle of Man,IMN,2017,NA,NA
"Korea, Dem. People’s Rep.",PRK,2017,NA,NA
Kosovo,XKX,2017,NA,55
Liechtenstein,LIE,2017,NA,NA
"Macao SAR, China",MAC,2017,NA,NA
Monaco,MCO,2017,NA,NA
Nauru,NRU,2017,NA,10
New Caledonia,NCL,2017,NA,NA
Northern Mariana Islands,MNP,2017,NA,NA
Palau,PLW,2017,NA,15
Puerto Rico,PRI,2017,NA,NA
San Marino,SMR,2017,NA,55
Sint Maarten (Dutch part),SXM,2017,NA,NA
St. Kitts and Nevis,KNA,2017,NA,20
St. Martin (French part),MAF,2017,NA,NA
"Taiwan, China",TWN,2017,NA,NA
Tonga,TON,2017,NA,35
Turks and Caicos Islands,TCA,2017,NA,NA
Tuvalu,TUV,2017,NA,5
Virgin Islands (U.S.),VIR,2017,NA,NA
Italy,ITA,2016,86.9,100
United States,USA,2016,92.6,100
Sweden,SWE,2016,72.24166667,100
Austria,AUT,2016,80.25,100
Finland,FIN,2016,74.41666667,100
Australia,AUS,2016,78.29166667,100
Slovenia,SVN,2016,72.96666667,100
Canada,CAN,2016,82.09166667,95
Spain,ESP,2016,75.19166667,95
Switzerland,CHE,2016,81.575,90
Germany,DEU,2016,72.79166667,95
France,FRA,2016,70.14166667,100
Portugal,PRT,2016,63.91666667,100
Ireland,IRL,2016,67.41666667,95
Latvia,LVA,2016,73.94166667,100
Hungary,HUN,2016,72.26666667,100
Greece,GRC,2016,71.34166667,95
Slovak Republic,SVK,2016,75.19166667,100
United Kingdom,GBR,2016,65.51666667,90
Poland,POL,2016,81.74166667,100
Estonia,EST,2016,79.46666667,100
Turkey,TUR,2016,65.44166667,75
Mexico,MEX,2016,76.225,50
Chile,CHL,2016,66.24166667,75
Armenia,ARM,2016,60.24166667,75
