SDG_IND,Indicator,LOCATION2017,Country,TIME,Time,Value,Flag Codes,Flags
ADMI_GRADE2OR3PRIM_READ,Administration of a nationally representative learning assessment in Grade 2 or 3 in reading (number),CYP,Cyprus,2018,2018,NA,n,Magnitude nil or negligible
ADMI_GRADE2OR3PRIM_READ,Administration of a nationally representative learning assessment in Grade 2 or 3 in reading (number),DNK,Denmark,2018,2018,1,NA,NA
ADMI_GRADE2OR3PRIM_READ,Administration of a nationally representative learning assessment in Grade 2 or 3 in reading (number),DOM,Dominican Republic,2018,2018,1,NA,NA
ADMI_GRADE2OR3PRIM_READ,Administration of a nationally representative learning assessment in Grade 2 or 3 in reading (number),ECU,Ecuador,2018,2018,1,NA,NA
ADMI_GRADE2OR3PRIM_READ,Administration of a nationally representative learning assessment in Grade 2 or 3 in reading (number),EGY,Egypt,2018,2018,1,NA,NA
ADMI_GRADE2OR3PRIM_READ,Administration of a nationally representative learning assessment in Grade 2 or 3 in reading (number),EST,Estonia,2018,2018,1,NA,NA
ADMI_GRADE2OR3PRIM_READ,Administration of a nationally representative learning assessment in Grade 2 or 3 in reading (number),ETH,Ethiopia,2018,2018,1,NA,NA
ADMI_GRADE2OR3PRIM_READ,Administration of a nationally representative learning assessment in Grade 2 or 3 in reading (number),FIN,Finland,2018,2018,1,NA,NA
ADMI_GRADE2OR3PRIM_READ,Administration of a nationally representative learning assessment in Grade 2 or 3 in reading (number),GMB,Gambia,2018,2018,1,NA,NA
ADMI_GRADE2OR3PRIM_READ,Administration of a nationally representative learning assessment in Grade 2 or 3 in reading (number),DEU,Germany,2018,2018,1,NA,NA
ADMI_GRADE2OR3PRIM_READ,Administration of a nationally representative learning assessment in Grade 2 or 3 in reading (number),GHA,Ghana,2018,2018,1,NA,NA
ADMI_GRADE2OR3PRIM_READ,Administration of a nationally representative learning assessment in Grade 2 or 3 in reading (number),GTM,Guatemala,2018,2018,1,NA,NA
ADMI_GRADE2OR3PRIM_READ,Administration of a nationally representative learning assessment in Grade 2 or 3 in reading (number),GIN,Guinea,2018,2018,1,NA,NA
ADMI_GRADE2OR3PRIM_READ,Administration of a nationally representative learning assessment in Grade 2 or 3 in reading (number),GNB,Guinea-Bissau,2018,2018,1,NA,NA
ADMI_GRADE2OR3PRIM_READ,Administration of a nationally representative learning assessment in Grade 2 or 3 in reading (number),GUY,Guyana,2018,2018,1,NA,NA
ADMI_GRADE2OR3PRIM_READ,Administration of a nationally representative learning assessment in Grade 2 or 3 in reading (number),HND,Honduras,2018,2018,1,NA,NA
ADMI_GRADE2OR3PRIM_READ,Administration of a nationally representative learning assessment in Grade 2 or 3 in reading (number),IND,India,2018,2018,1,NA,NA
ADMI_GRADE2OR3PRIM_READ,Administration of a nationally representative learning assessment in Grade 2 or 3 in reading (number),IDN,Indonesia,2018,2018,1,NA,NA
ADMI_GRADE2OR3PRIM_READ,Administration of a nationally representative learning assessment in Grade 2 or 3 in reading (number),IRL,Ireland,2018,2018,1,NA,NA
ADMI_GRADE2OR3PRIM_READ,Administration of a nationally representative learning assessment in Grade 2 or 3 in reading (number),JOR,Jordan,2018,2018,1,NA,NA
ADMI_GRADE2OR3PRIM_READ,Administration of a nationally representative learning assessment in Grade 2 or 3 in reading (number),KEN,Kenya,2018,2018,1,NA,NA
ADMI_GRADE2OR3PRIM_READ,Administration of a nationally representative learning assessment in Grade 2 or 3 in reading (number),LAO,Lao People's Democratic Republic,2018,2018,NA,n,Magnitude nil or negligible
ADMI_GRADE2OR3PRIM_READ,Administration of a nationally representative learning assessment in Grade 2 or 3 in reading (number),LVA,Latvia,2018,2018,1,NA,NA
ADMI_GRADE2OR3PRIM_READ,Administration of a nationally representative learning assessment in Grade 2 or 3 in reading (number),LBR,Liberia,2018,2018,1,NA,NA
ADMI_GRADE2OR3PRIM_READ,Administration of a nationally representative learning assessment in Grade 2 or 3 in reading (number),MDG,Madagascar,2018,2018,1,NA,NA
ADMI_GRADE2OR3PRIM_READ,Administration of a nationally representative learning assessment in Grade 2 or 3 in reading (number),MWI,Malawi,2018,2018,NA,n,Magnitude nil or negligible
ADMI_GRADE2OR3PRIM_READ,Administration of a nationally representative learning assessment in Grade 2 or 3 in reading (number),MLI,Mali,2018,2018,1,NA,NA
ADMI_GRADE2OR3PRIM_READ,Administration of a nationally representative learning assessment in Grade 2 or 3 in reading (number),MLT,Malta,2018,2018,1,NA,NA
ADMI_GRADE2OR3PRIM_READ,Administration of a nationally representative learning assessment in Grade 2 or 3 in reading (number),MEX,Mexico,2018,2018,1,NA,NA
ADMI_GRADE2OR3PRIM_READ,Administration of a nationally representative learning assessment in Grade 2 or 3 in reading (number),MNE,Montenegro,2018,2018,NA,n,Magnitude nil or negligible
ADMI_GRADE2OR3PRIM_READ,Administration of a nationally representative learning assessment in Grade 2 or 3 in reading (number),MAR,Morocco,2018,2018,1,NA,NA
ADMI_GRADE2OR3PRIM_READ,Administration of a nationally representative learning assessment in Grade 2 or 3 in reading (number),MOZ,Mozambique,2018,2018,1,NA,NA
ADMI_GRADE2OR3PRIM_READ,Administration of a nationally representative learning assessment in Grade 2 or 3 in reading (number),MMR,Myanmar,2018,2018,NA,n,Magnitude nil or negligible
ADMI_GRADE2OR3PRIM_READ,Administration of a nationally representative learning assessment in Grade 2 or 3 in reading (number),NPL,Nepal,2018,2018,1,NA,NA
ADMI_GRADE2OR3PRIM_READ,Administration of a nationally representative learning assessment in Grade 2 or 3 in reading (number),NLD,Netherlands,2018,2018,1,NA,NA
ADMI_GRADE2OR3PRIM_READ,Administration of a nationally representative learning assessment in Grade 2 or 3 in reading (number),NIC,Nicaragua,2018,2018,1,NA,NA
ADMI_GRADE2OR3PRIM_READ,Administration of a nationally representative learning assessment in Grade 2 or 3 in reading (number),NER,Niger,2018,2018,1,NA,NA
ADMI_GRADE2OR3PRIM_READ,Administration of a nationally representative learning assessment in Grade 2 or 3 in reading (number),NOR,Norway,2018,2018,1,NA,NA
ADMI_GRADE2OR3PRIM_READ,Administration of a nationally representative learning assessment in Grade 2 or 3 in reading (number),PAK,Pakistan,2018,2018,1,NA,NA
ADMI_GRADE2OR3PRIM_READ,Administration of a nationally representative learning assessment in Grade 2 or 3 in reading (number),PAN,Panama,2018,2018,1,NA,NA
ADMI_GRADE2OR3PRIM_READ,Administration of a nationally representative learning assessment in Grade 2 or 3 in reading (number),PRY,Paraguay,2018,2018,1,NA,NA
ADMI_GRADE2OR3PRIM_READ,Administration of a nationally representative learning assessment in Grade 2 or 3 in reading (number),PER,Peru,2018,2018,1,NA,NA
ADMI_GRADE2OR3PRIM_READ,Administration of a nationally representative learning assessment in Grade 2 or 3 in reading (number),PHL,Philippines,2018,2018,1,NA,NA
ADMI_GRADE2OR3PRIM_READ,Administration of a nationally representative learning assessment in Grade 2 or 3 in reading (number),KNA,Saint Kitts and Nevis,2018,2018,1,NA,NA
ADMI_GRADE2OR3PRIM_READ,Administration of a nationally representative learning assessment in Grade 2 or 3 in reading (number),SEN,Senegal,2018,2018,1,NA,NA
ADMI_GRADE2OR3PRIM_READ,Administration of a nationally representative learning assessment in Grade 2 or 3 in reading (number),SVN,Slovenia,2018,2018,1,NA,NA
ADMI_GRADE2OR3PRIM_READ,Administration of a nationally representative learning assessment in Grade 2 or 3 in reading (number),ZAF,South Africa,2018,2018,1,NA,NA
ADMI_GRADE2OR3PRIM_READ,Administration of a nationally representative learning assessment in Grade 2 or 3 in reading (number),SWE,Sweden,2018,2018,1,NA,NA
ADMI_GRADE2OR3PRIM_READ,Administration of a nationally representative learning assessment in Grade 2 or 3 in reading (number),THA,Thailand,2018,2018,1,NA,NA
ADMI_GRADE2OR3PRIM_READ,Administration of a nationally representative learning assessment in Grade 2 or 3 in reading (number),TGO,Togo,2018,2018,1,NA,NA
ADMI_GRADE2OR3PRIM_READ,Administration of a nationally representative learning assessment in Grade 2 or 3 in reading (number),UGA,Uganda,2018,2018,1,NA,NA
ADMI_GRADE2OR3PRIM_READ,Administration of a nationally representative learning assessment in Grade 2 or 3 in reading (number),ARE,United Arab Emirates,2018,2018,1,NA,NA
ADMI_GRADE2OR3PRIM_READ,Administration of a nationally representative learning assessment in Grade 2 or 3 in reading (number),GBR,United Kingdom of Great Britain and Northern Ireland,2018,2018,1,NA,NA
ADMI_GRADE2OR3PRIM_READ,Administration of a nationally representative learning assessment in Grade 2 or 3 in reading (number),TZA,United Republic of Tanzania,2018,2018,1,NA,NA
ADMI_GRADE2OR3PRIM_READ,Administration of a nationally representative learning assessment in Grade 2 or 3 in reading (number),URY,Uruguay,2018,2018,1,NA,NA
ADMI_GRADE2OR3PRIM_READ,Administration of a nationally representative learning assessment in Grade 2 or 3 in reading (number),VUT,Vanuatu,2018,2018,1,NA,NA
ADMI_GRADE2OR3PRIM_READ,Administration of a nationally representative learning assessment in Grade 2 or 3 in reading (number),VEN,Venezuela (Bolivarian Republic of),2018,2018,NA,n,Magnitude nil or negligible
ADMI_GRADE2OR3PRIM_READ,Administration of a nationally representative learning assessment in Grade 2 or 3 in reading (number),VNM,Viet Nam,2018,2018,1,NA,NA
ADMI_GRADE2OR3PRIM_READ,Administration of a nationally representative learning assessment in Grade 2 or 3 in reading (number),ZMB,Zambia,2018,2018,1,NA,NA
ADMI_GRADE2OR3PRIM_READ,Administration of a nationally representative learning assessment in Grade 2 or 3 in reading (number),ZWE,Zimbabwe,2018,2018,1,NA,NA
ADMI_ENDOFPRIM_READ,Administration of a nationally representative learning assessment at the end of or during primary in reading (number),ALB,Albania,2018,2018,1,NA,NA
ADMI_ENDOFPRIM_READ,Administration of a nationally representative learning assessment at the end of or during primary in reading (number),ARG,Argentina,2018,2018,1,NA,NA
ADMI_ENDOFPRIM_READ,Administration of a nationally representative learning assessment at the end of or during primary in reading (number),ARM,Armenia,2018,2018,NA,n,Magnitude nil or negligible
ADMI_ENDOFPRIM_READ,Administration of a nationally representative learning assessment at the end of or during primary in reading (number),AUS,Australia,2018,2018,1,NA,NA
ADMI_ENDOFPRIM_READ,Administration of a nationally representative learning assessment at the end of or during primary in reading (number),AUT,Austria,2018,2018,1,NA,NA
ADMI_ENDOFPRIM_READ,Administration of a nationally representative learning assessment at the end of or during primary in reading (number),AZE,Azerbaijan,2018,2018,1,NA,NA
ADMI_ENDOFPRIM_READ,Administration of a nationally representative learning assessment at the end of or during primary in reading (number),BHS,Bahamas,2018,2018,1,NA,NA
ADMI_ENDOFPRIM_READ,Administration of a nationally representative learning assessment at the end of or during primary in reading (number),BHR,Bahrain,2018,2018,NA,n,Magnitude nil or negligible
ADMI_ENDOFPRIM_READ,Administration of a nationally representative learning assessment at the end of or during primary in reading (number),BGD,Bangladesh,2018,2018,1,NA,NA
ADMI_ENDOFPRIM_READ,Administration of a nationally representative learning assessment at the end of or during primary in reading (number),BEN,Benin,2018,2018,1,NA,NA
ADMI_ENDOFPRIM_READ,Administration of a nationally representative learning assessment at the end of or during primary in reading (number),BOL,Bolivia (Plurinational State of),2018,2018,NA,n,Magnitude nil or negligible
ADMI_ENDOFPRIM_READ,Administration of a nationally representative learning assessment at the end of or during primary in reading (number),BRA,Brazil,2018,2018,1,NA,NA
ADMI_ENDOFPRIM_READ,Administration of a nationally representative learning assessment at the end of or during primary in reading (number),BGR,Bulgaria,2018,2018,1,NA,NA
ADMI_ENDOFPRIM_READ,Administration of a nationally representative learning assessment at the end of or during primary in reading (number),BFA,Burkina Faso,2018,2018,1,NA,NA
ADMI_ENDOFPRIM_READ,Administration of a nationally representative learning assessment at the end of or during primary in reading (number),KHM,Cambodia,2018,2018,1,NA,NA
ADMI_ENDOFPRIM_READ,Administration of a nationally representative learning assessment at the end of or during primary in reading (number),CMR,Cameroon,2018,2018,1,NA,NA
ADMI_ENDOFPRIM_READ,Administration of a nationally representative learning assessment at the end of or during primary in reading (number),CPV,Cabo Verde,2018,2018,1,NA,NA
ADMI_ENDOFPRIM_READ,Administration of a nationally representative learning assessment at the end of or during primary in reading (number),TCD,Chad,2018,2018,1,NA,NA
ADMI_ENDOFPRIM_READ,Administration of a nationally representative learning assessment at the end of or during primary in reading (number),COL,Colombia,2018,2018,1,NA,NA
ADMI_ENDOFPRIM_READ,Administration of a nationally representative learning assessment at the end of or during primary in reading (number),COK,Cook Islands,2018,2018,1,NA,NA
ADMI_ENDOFPRIM_READ,Administration of a nationally representative learning assessment at the end of or during primary in reading (number),CRI,Costa Rica,2018,2018,1,NA,NA
ADMI_ENDOFPRIM_READ,Administration of a nationally representative learning assessment at the end of or during primary in reading (number),CIV,Côte d'Ivoire,2018,2018,1,NA,NA
ADMI_ENDOFPRIM_READ,Administration of a nationally representative learning assessment at the end of or during primary in reading (number),CUB,Cuba,2018,2018,NA,n,Magnitude nil or negligible
ADMI_ENDOFPRIM_READ,Administration of a nationally representative learning assessment at the end of or during primary in reading (number),CYP,Cyprus,2018,2018,NA,n,Magnitude nil or negligible
ADMI_ENDOFPRIM_READ,Administration of a nationally representative learning assessment at the end of or during primary in reading (number),DNK,Denmark,2018,2018,1,NA,NA
ADMI_ENDOFPRIM_READ,Administration of a nationally representative learning assessment at the end of or during primary in reading (number),DOM,Dominican Republic,2018,2018,1,NA,NA
ADMI_ENDOFPRIM_READ,Administration of a nationally representative learning assessment at the end of or during primary in reading (number),ECU,Ecuador,2018,2018,1,NA,NA
ADMI_ENDOFPRIM_READ,Administration of a nationally representative learning assessment at the end of or during primary in reading (number),SLV,El Salvador,2018,2018,NA,n,Magnitude nil or negligible
ADMI_ENDOFPRIM_READ,Administration of a nationally representative learning assessment at the end of or during primary in reading (number),EST,Estonia,2018,2018,1,NA,NA
ADMI_ENDOFPRIM_READ,Administration of a nationally representative learning assessment at the end of or during primary in reading (number),FRA,France,2018,2018,1,NA,NA
ADMI_ENDOFPRIM_READ,Administration of a nationally representative learning assessment at the end of or during primary in reading (number),GHA,Ghana,2018,2018,1,NA,NA
ADMI_ENDOFPRIM_READ,Administration of a nationally representative learning assessment at the end of or during primary in reading (number),GIN,Guinea,2018,2018,NA,n,Magnitude nil or negligible
ADMI_ENDOFPRIM_READ,Administration of a nationally representative learning assessment at the end of or during primary in reading (number),HUN,Hungary,2018,2018,1,NA,NA
ADMI_ENDOFPRIM_READ,Administration of a nationally representative learning assessment at the end of or during primary in reading (number),IND,India,2018,2018,1,NA,NA
ADMI_ENDOFPRIM_READ,Administration of a nationally representative learning assessment at the end of or during primary in reading (number),JAM,Jamaica,2018,2018,NA,n,Magnitude nil or negligible
ADMI_ENDOFPRIM_READ,Administration of a nationally representative learning assessment at the end of or during primary in reading (number),JPN,Japan,2018,2018,1,NA,NA
ADMI_ENDOFPRIM_READ,Administration of a nationally representative learning assessment at the end of or during primary in reading (number),KIR,Kiribati,2018,2018,1,NA,NA
ADMI_ENDOFPRIM_READ,Administration of a nationally representative learning assessment at the end of or during primary in reading (number),LAO,Lao People's Democratic Republic,2018,2018,NA,n,Magnitude nil or negligible
ADMI_ENDOFPRIM_READ,Administration of a nationally representative learning assessment at the end of or during primary in reading (number),LVA,Latvia,2018,2018,NA,n,Magnitude nil or negligible
ADMI_ENDOFPRIM_READ,Administration of a nationally representative learning assessment at the end of or during primary in reading (number),LTU,Lithuania,2018,2018,1,NA,NA
ADMI_ENDOFPRIM_READ,Administration of a nationally representative learning assessment at the end of or during primary in reading (number),MDG,Madagascar,2018,2018,1,NA,NA
ADMI_ENDOFPRIM_READ,Administration of a nationally representative learning assessment at the end of or during primary in reading (number),MWI,Malawi,2018,2018,1,NA,NA
ADMI_ENDOFPRIM_READ,Administration of a nationally representative learning assessment at the end of or during primary in reading (number),MDV,Maldives,2018,2018,NA,n,Magnitude nil or negligible
ADMI_ENDOFPRIM_READ,Administration of a nationally representative learning assessment at the end of or during primary in reading (number),MLI,Mali,2018,2018,1,NA,NA
ADMI_ENDOFPRIM_READ,Administration of a nationally representative learning assessment at the end of or during primary in reading (number),MHL,Marshall Islands,2018,2018,1,NA,NA
ADMI_ENDOFPRIM_READ,Administration of a nationally representative learning assessment at the end of or during primary in reading (number),MRT,Mauritania,2018,2018,NA,n,Magnitude nil or negligible
ADMI_ENDOFPRIM_READ,Administration of a nationally representative learning assessment at the end of or during primary in reading (number),MUS,Mauritius,2018,2018,1,NA,NA
ADMI_ENDOFPRIM_READ,Administration of a nationally representative learning assessment at the end of or during primary in reading (number),MEX,Mexico,2018,2018,1,NA,NA
ADMI_ENDOFPRIM_READ,Administration of a nationally representative learning assessment at the end of or during primary in reading (number),FSM,Micronesia (Federated States of),2018,2018,1,NA,NA
ADMI_ENDOFPRIM_READ,Administration of a nationally representative learning assessment at the end of or during primary in reading (number),MNG,Mongolia,2018,2018,1,NA,NA
ADMI_ENDOFPRIM_READ,Administration of a nationally representative learning assessment at the end of or during primary in reading (number),MAR,Morocco,2018,2018,NA,n,Magnitude nil or negligible
ADMI_ENDOFPRIM_READ,Administration of a nationally representative learning assessment at the end of or during primary in reading (number),MMR,Myanmar,2018,2018,NA,n,Magnitude nil or negligible
ADMI_ENDOFPRIM_READ,Administration of a nationally representative learning assessment at the end of or during primary in reading (number),NAM,Namibia,2018,2018,1,NA,NA
ADMI_ENDOFPRIM_READ,Administration of a nationally representative learning assessment at the end of or during primary in reading (number),NRU,Nauru,2018,2018,1,NA,NA
ADMI_ENDOFPRIM_READ,Administration of a nationally representative learning assessment at the end of or during primary in reading (number),NLD,Netherlands,2018,2018,1,NA,NA
ADMI_ENDOFPRIM_READ,Administration of a nationally representative learning assessment at the end of or during primary in reading (number),NIC,Nicaragua,2018,2018,1,NA,NA
ADMI_ENDOFPRIM_READ,Administration of a nationally representative learning assessment at the end of or during primary in reading (number),NER,Niger,2018,2018,1,NA,NA
ADMI_ENDOFPRIM_READ,Administration of a nationally representative learning assessment at the end of or during primary in reading (number),NIU,Niue,2018,2018,1,NA,NA
ADMI_ENDOFPRIM_READ,Administration of a nationally representative learning assessment at the end of or during primary in reading (number),PER,Peru,2018,2018,1,NA,NA
ADMI_ENDOFPRIM_READ,Administration of a nationally representative learning assessment at the end of or during primary in reading (number),PHL,Philippines,2018,2018,1,NA,NA
ADMI_ENDOFPRIM_READ,Administration of a nationally representative learning assessment at the end of or during primary in reading (number),POL,Poland,2018,2018,NA,n,Magnitude nil or negligible
ADMI_ENDOFPRIM_READ,Administration of a nationally representative learning assessment at the end of or during primary in reading (number),PRT,Portugal,2018,2018,1,NA,NA
ADMI_ENDOFPRIM_READ,Administration of a nationally representative learning assessment at the end of or during primary in reading (number),QAT,Qatar,2018,2018,1,NA,NA
ADMI_ENDOFPRIM_READ,Administration of a nationally representative learning assessment at the end of or during primary in reading (number),RWA,Rwanda,2018,2018,1,NA,NA
ADMI_ENDOFPRIM_READ,Administration of a nationally representative learning assessment at the end of or during primary in reading (number),WSM,Samoa,2018,2018,1,NA,NA
ADMI_ENDOFPRIM_READ,Administration of a nationally representative learning assessment at the end of or during primary in reading (number),SAU,Saudi Arabia,2018,2018,NA,n,Magnitude nil or negligible
ADMI_ENDOFPRIM_READ,Administration of a nationally representative learning assessment at the end of or during primary in reading (number),SRB,Serbia,2018,2018,NA,n,Magnitude nil or negligible
ADMI_ENDOFPRIM_READ,Administration of a nationally representative learning assessment at the end of or during primary in reading (number),SYC,Seychelles,2018,2018,1,NA,NA
ADMI_ENDOFPRIM_READ,Administration of a nationally representative learning assessment at the end of or during primary in reading (number),SVK,Slovakia,2018,2018,1,NA,NA
ADMI_ENDOFPRIM_READ,Administration of a nationally representative learning assessment at the end of or during primary in reading (number),SVN,Slovenia,2018,2018,1,NA,NA
ADMI_ENDOFPRIM_READ,Administration of a nationally representative learning assessment at the end of or during primary in reading (number),SLB,Solomon Islands,2018,2018,1,NA,NA
ADMI_ENDOFPRIM_READ,Administration of a nationally representative learning assessment at the end of or during primary in reading (number),ZAF,South Africa,2018,2018,1,NA,NA
ADMI_ENDOFPRIM_READ,Administration of a nationally representative learning assessment at the end of or during primary in reading (number),SSD,South Sudan,2018,2018,NA,n,Magnitude nil or negligible
ADMI_ENDOFPRIM_READ,Administration of a nationally representative learning assessment at the end of or during primary in reading (number),TJK,Tajikistan,2018,2018,NA,n,Magnitude nil or negligible
ADMI_ENDOFPRIM_READ,Administration of a nationally representative learning assessment at the end of or during primary in reading (number),TGO,Togo,2018,2018,1,NA,NA
ADMI_ENDOFPRIM_READ,Administration of a nationally representative learning assessment at the end of or during primary in reading (number),TKL,Tokelau,2018,2018,1,NA,NA
ADMI_ENDOFPRIM_READ,Administration of a nationally representative learning assessment at the end of or during primary in reading (number),TON,Tonga,2018,2018,1,NA,NA
ADMI_ENDOFPRIM_READ,Administration of a nationally representative learning assessment at the end of or during primary in reading (number),TUN,Tunisia,2018,2018,1,NA,NA
ADMI_ENDOFPRIM_READ,Administration of a nationally representative learning assessment at the end of or during primary in reading (number),ARE,United Arab Emirates,2018,2018,1,NA,NA
ADMI_ENDOFPRIM_READ,Administration of a nationally representative learning assessment at the end of or during primary in reading (number),GBR,United Kingdom of Great Britain and Northern Ireland,2018,2018,1,NA,NA
ADMI_ENDOFPRIM_READ,Administration of a nationally representative learning assessment at the end of or during primary in reading (number),UZB,Uzbekistan,2018,2018,1,NA,NA
ADMI_ENDOFPRIM_READ,Administration of a nationally representative learning assessment at the end of or during primary in reading (number),VUT,Vanuatu,2018,2018,1,NA,NA
ADMI_ENDOFPRIM_READ,Administration of a nationally representative learning assessment at the end of or during primary in reading (number),VEN,Venezuela (Bolivarian Republic of),2018,2018,NA,n,Magnitude nil or negligible
ADMI_ENDOFPRIM_READ,Administration of a nationally representative learning assessment at the end of or during primary in reading (number),VNM,Viet Nam,2018,2018,1,NA,NA
ADMI_ENDOFPRIM_READ,Administration of a nationally representative learning assessment at the end of or during primary in reading (number),ITA,Italy,2018,2018,1,NA,NA
ADMI_ENDOFPRIM_READ,Administration of a nationally representative learning assessment at the end of or during primary in reading (number),URY,Uruguay,2018,2018,1,NA,NA
ADMI_ENDOFPRIM_READ,Administration of a nationally representative learning assessment at the end of or during primary in reading (number),GTM,Guatemala,2018,2018,1,NA,NA
ADMI_ENDOFPRIM_READ,Administration of a nationally representative learning assessment at the end of or during primary in reading (number),SWE,Sweden,2018,2018,1,NA,NA
ADMI_ENDOFPRIM_READ,Administration of a nationally representative learning assessment at the end of or during primary in reading (number),CHL,Chile,2018,2018,1,NA,NA
ADMI_GRADE2OR3PRIM_READ,Administration of a nationally representative learning assessment in Grade 2 or 3 in reading (number),LSO,Lesotho,2018,2018,1,NA,NA
ADMI_GRADE2OR3PRIM_READ,Administration of a nationally representative learning assessment in Grade 2 or 3 in reading (number),CMR,Cameroon,2018,2018,1,NA,NA
ADMI_GRADE2OR3PRIM_READ,Administration of a nationally representative learning assessment in Grade 2 or 3 in reading (number),BRB,Barbados,2018,2018,NA,n,Magnitude nil or negligible
ADMI_GRADE2OR3PRIM_READ,Administration of a nationally representative learning assessment in Grade 2 or 3 in reading (number),ISR,Israel,2018,2018,1,NA,NA
ADMI_ENDOFPRIM_READ,Administration of a nationally representative learning assessment at the end of or during primary in reading (number),KGZ,Kyrgyzstan,2018,2018,1,NA,NA
ADMI_ENDOFPRIM_READ,Administration of a nationally representative learning assessment at the end of or during primary in reading (number),COG,Congo,2018,2018,1,NA,NA
ADMI_GRADE2OR3PRIM_READ,Administration of a nationally representative learning assessment in Grade 2 or 3 in reading (number),SRB,Serbia,2018,2018,NA,n,Magnitude nil or negligible
ADMI_GRADE2OR3PRIM_READ,Administration of a nationally representative learning assessment in Grade 2 or 3 in reading (number),BTN,Bhutan,2018,2018,NA,n,Magnitude nil or negligible
ADMI_GRADE2OR3PRIM_READ,Administration of a nationally representative learning assessment in Grade 2 or 3 in reading (number),ERI,Eritrea,2018,2018,1,NA,NA
ADMI_ENDOFPRIM_READ,Administration of a nationally representative learning assessment at the end of or during primary in reading (number),KEN,Kenya,2018,2018,1,NA,NA
ADMI_ENDOFPRIM_READ,Administration of a nationally representative learning assessment at the end of or during primary in reading (number),TUR,Turkey,2018,2018,NA,n,Magnitude nil or negligible
ADMI_ENDOFPRIM_READ,Administration of a nationally representative learning assessment at the end of or during primary in reading (number),AFG,Afghanistan,2018,2018,1,NA,NA
