iso3c,iso2c,country,capital,long,lat,regionID,region_iso2c,region,adminID,admin_iso2c,admin,incomeID,income_iso2c,income,lendingID,lending_iso2c,lending,hyperlink,source,type,year,geo,data_available,data_quality,data_value,max_value
AGO,AO,Angola,Luanda,13.242,-8.81155,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LMC,XN,Lower middle income,IBD,XF,IBRD,https://washdata.org/data/country/AGO/household/download,IP95,Admin,1995,National,0,1,NA,-99
AGO,AO,Angola,Luanda,13.242,-8.81155,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LMC,XN,Lower middle income,IBD,XF,IBRD,https://washdata.org/data/country/AGO/household/download,IP95,Admin,1995,Rural,0,0,NA,42.3191825
AGO,AO,Angola,Luanda,13.242,-8.81155,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LMC,XN,Lower middle income,IBD,XF,IBRD,https://washdata.org/data/country/AGO/household/download,IP95,Admin,1995,Urban,1,0,NA,56.52738166666667
AGO,AO,Angola,Luanda,13.242,-8.81155,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LMC,XN,Lower middle income,IBD,XF,IBRD,https://washdata.org/data/country/AGO/household/download,MICS01,Survey,2001,National,1,1,NA,-99
AGO,AO,Angola,Luanda,13.242,-8.81155,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LMC,XN,Lower middle income,IBD,XF,IBRD,https://washdata.org/data/country/AGO/household/download,MICS01,Survey,2001,Rural,1,1,31.462422,42.3191825
AGO,AO,Angola,Luanda,13.242,-8.81155,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LMC,XN,Lower middle income,IBD,XF,IBRD,https://washdata.org/data/country/AGO/household/download,MICS01,Survey,2001,Urban,1,1,45.407759999999996,56.52738166666667
AGO,AO,Angola,Luanda,13.242,-8.81155,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LMC,XN,Lower middle income,IBD,XF,IBRD,https://washdata.org/data/country/AGO/household/download,MICS96,Survey,1996,National,0,1,NA,-99
AGO,AO,Angola,Luanda,13.242,-8.81155,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LMC,XN,Lower middle income,IBD,XF,IBRD,https://washdata.org/data/country/AGO/household/download,MICS96,Survey,1996,Rural,1,0,NA,42.3191825
AGO,AO,Angola,Luanda,13.242,-8.81155,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LMC,XN,Lower middle income,IBD,XF,IBRD,https://washdata.org/data/country/AGO/household/download,MICS96,Survey,1996,Urban,1,0,NA,56.52738166666667
AGO,AO,Angola,Luanda,13.242,-8.81155,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LMC,XN,Lower middle income,IBD,XF,IBRD,https://washdata.org/data/country/AGO/household/download,MIS07,Survey,2007,National,0,1,NA,-99
AGO,AO,Angola,Luanda,13.242,-8.81155,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LMC,XN,Lower middle income,IBD,XF,IBRD,https://washdata.org/data/country/AGO/household/download,MIS07,Survey,2007,Rural,1,1,29.76666666666667,42.3191825
AGO,AO,Angola,Luanda,13.242,-8.81155,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LMC,XN,Lower middle income,IBD,XF,IBRD,https://washdata.org/data/country/AGO/household/download,MIS07,Survey,2007,Urban,1,1,46.800000000000004,56.52738166666667
AGO,AO,Angola,Luanda,13.242,-8.81155,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LMC,XN,Lower middle income,IBD,XF,IBRD,https://washdata.org/data/country/AGO/household/download,MIS11,Survey,2011,National,1,1,NA,-99
AGO,AO,Angola,Luanda,13.242,-8.81155,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LMC,XN,Lower middle income,IBD,XF,IBRD,https://washdata.org/data/country/AGO/household/download,MIS11,Survey,2011,Rural,1,1,33.11420571995005,42.3191825
AGO,AO,Angola,Luanda,13.242,-8.81155,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LMC,XN,Lower middle income,IBD,XF,IBRD,https://washdata.org/data/country/AGO/household/download,MIS11,Survey,2011,Urban,1,1,53.126052628066724,56.52738166666667
AGO,AO,Angola,Luanda,13.242,-8.81155,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LMC,XN,Lower middle income,IBD,XF,IBRD,https://washdata.org/data/country/AGO/household/download,QUIBB04,Survey,2004,National,1,1,NA,-99
AGO,AO,Angola,Luanda,13.242,-8.81155,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LMC,XN,Lower middle income,IBD,XF,IBRD,https://washdata.org/data/country/AGO/household/download,QUIBB04,Survey,2004,Rural,1,1,42.3191825,42.3191825
AGO,AO,Angola,Luanda,13.242,-8.81155,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LMC,XN,Lower middle income,IBD,XF,IBRD,https://washdata.org/data/country/AGO/household/download,QUIBB04,Survey,2004,Urban,1,1,51.933535000000006,56.52738166666667
AGO,AO,Angola,Luanda,13.242,-8.81155,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LMC,XN,Lower middle income,IBD,XF,IBRD,https://washdata.org/data/country/AGO/household/download,QUIBB11,Survey,2011,National,1,1,NA,-99
AGO,AO,Angola,Luanda,13.242,-8.81155,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LMC,XN,Lower middle income,IBD,XF,IBRD,https://washdata.org/data/country/AGO/household/download,QUIBB11,Survey,2011,Rural,1,1,29.15516144039983,42.3191825
AGO,AO,Angola,Luanda,13.242,-8.81155,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LMC,XN,Lower middle income,IBD,XF,IBRD,https://washdata.org/data/country/AGO/household/download,QUIBB11,Survey,2011,Urban,1,1,47.25284021607402,56.52738166666667
ALB,AL,Albania,Tirane,19.8172,41.3317,ECS,Z7,Europe & Central Asia,ECA,7E,Europe & Central Asia (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,https://washdata.org/data/country/ALB/household/download,CEN01,Census,2001,National,1,0,NA,98.1
ALB,AL,Albania,Tirane,19.8172,41.3317,ECS,Z7,Europe & Central Asia,ECA,7E,Europe & Central Asia (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,https://washdata.org/data/country/ALB/household/download,CEN01,Census,2001,Rural,1,1,75.64166875301859,84.65
ALB,AL,Albania,Tirane,19.8172,41.3317,ECS,Z7,Europe & Central Asia,ECA,7E,Europe & Central Asia (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,https://washdata.org/data/country/ALB/household/download,CEN01,Census,2001,Urban,1,1,97.6483277768559,97.825
ALB,AL,Albania,Tirane,19.8172,41.3317,ECS,Z7,Europe & Central Asia,ECA,7E,Europe & Central Asia (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,https://washdata.org/data/country/ALB/household/download,CEN11,Census,2011,National,1,0,NA,98.1
ALB,AL,Albania,Tirane,19.8172,41.3317,ECS,Z7,Europe & Central Asia,ECA,7E,Europe & Central Asia (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,https://washdata.org/data/country/ALB/household/download,CEN11,Census,2011,Rural,1,1,83.14556994818653,84.65
ALB,AL,Albania,Tirane,19.8172,41.3317,ECS,Z7,Europe & Central Asia,ECA,7E,Europe & Central Asia (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,https://washdata.org/data/country/ALB/household/download,CEN11,Census,2011,Urban,1,1,93.07739463601534,97.825
ALB,AL,Albania,Tirane,19.8172,41.3317,ECS,Z7,Europe & Central Asia,ECA,7E,Europe & Central Asia (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,https://washdata.org/data/country/ALB/household/download,DHS09,Survey,2009,National,1,0,NA,98.1
