ref_area,indicator,source,sex,classif1,time,obs_value,obs_status
AGO,EAP_2WAP_SEX_AGE_RT,XA:2010,SEX_T,AGE_YTHADULT_YGE25,2019,89.025,
AGO,EAP_2WAP_SEX_AGE_RT,XA:2010,SEX_T,AGE_YTHADULT_YGE15,2020,76.147,
AGO,EAP_2WAP_SEX_AGE_RT,XA:2010,SEX_T,AGE_YTHADULT_Y15-24,2020,55.537,
AGO,EAP_2WAP_SEX_AGE_RT,XA:2010,SEX_T,AGE_YTHADULT_YGE25,2020,87.949,
AGO,EAP_2WAP_SEX_AGE_RT,XA:2010,SEX_T,AGE_YTHADULT_YGE15,2021,76.459,
AGO,EAP_2WAP_SEX_AGE_RT,XA:2010,SEX_T,AGE_YTHADULT_Y15-24,2021,56.24,
AGO,EAP_2WAP_SEX_AGE_RT,XA:2010,SEX_T,AGE_YTHADULT_YGE25,2021,88.075,
ALB,EAP_2WAP_SEX_AGE_RT,XA:2137,SEX_T,AGE_YTHADULT_YGE15,2010,55.2,R
ALB,EAP_2WAP_SEX_AGE_RT,XA:2137,SEX_T,AGE_YTHADULT_Y15-24,2010,33.466,R
ALB,EAP_2WAP_SEX_AGE_RT,XA:2137,SEX_T,AGE_YTHADULT_YGE25,2010,61.894,R
ALB,EAP_2WAP_SEX_AGE_RT,XA:2137,SEX_T,AGE_YTHADULT_YGE15,2011,59.94,R
ALB,EAP_2WAP_SEX_AGE_RT,XA:2137,SEX_T,AGE_YTHADULT_Y15-24,2011,44.104,R
ALB,EAP_2WAP_SEX_AGE_RT,XA:2137,SEX_T,AGE_YTHADULT_YGE25,2011,64.774,R
ALB,EAP_2WAP_SEX_AGE_RT,XA:2137,SEX_T,AGE_YTHADULT_YGE15,2012,56.99,R
ALB,EAP_2WAP_SEX_AGE_RT,XA:2137,SEX_T,AGE_YTHADULT_Y15-24,2012,36.473,R
ALB,EAP_2WAP_SEX_AGE_RT,XA:2137,SEX_T,AGE_YTHADULT_YGE25,2012,63.143,R
ALB,EAP_2WAP_SEX_AGE_RT,XA:2137,SEX_T,AGE_YTHADULT_YGE15,2013,52.42,R
ALB,EAP_2WAP_SEX_AGE_RT,XA:2137,SEX_T,AGE_YTHADULT_Y15-24,2013,27.61,R
ALB,EAP_2WAP_SEX_AGE_RT,XA:2137,SEX_T,AGE_YTHADULT_YGE25,2013,59.655,R
ALB,EAP_2WAP_SEX_AGE_RT,XA:2137,SEX_T,AGE_YTHADULT_YGE15,2014,53.42,R
ALB,EAP_2WAP_SEX_AGE_RT,XA:2137,SEX_T,AGE_YTHADULT_Y15-24,2014,29.088,R
ALB,EAP_2WAP_SEX_AGE_RT,XA:2137,SEX_T,AGE_YTHADULT_YGE25,2014,60.254,R
ALB,EAP_2WAP_SEX_AGE_RT,XA:2137,SEX_T,AGE_YTHADULT_YGE15,2015,55.5,R
ALB,EAP_2WAP_SEX_AGE_RT,XA:2137,SEX_T,AGE_YTHADULT_Y15-24,2015,31.386,R
ALB,EAP_2WAP_SEX_AGE_RT,XA:2137,SEX_T,AGE_YTHADULT_YGE25,2015,61.975,R
ALB,EAP_2WAP_SEX_AGE_RT,XA:2137,SEX_T,AGE_YTHADULT_YGE15,2016,57.31,R
ALB,EAP_2WAP_SEX_AGE_RT,XA:2137,SEX_T,AGE_YTHADULT_Y15-24,2016,31.955,R
ALB,EAP_2WAP_SEX_AGE_RT,XA:2137,SEX_T,AGE_YTHADULT_YGE25,2016,63.88,R
ALB,EAP_2WAP_SEX_AGE_RT,XA:2137,SEX_T,AGE_YTHADULT_YGE15,2017,58.06,R
ALB,EAP_2WAP_SEX_AGE_RT,XA:2137,SEX_T,AGE_YTHADULT_Y15-24,2017,31.833,R
ALB,EAP_2WAP_SEX_AGE_RT,XA:2137,SEX_T,AGE_YTHADULT_YGE25,2017,64.597,R
ALB,EAP_2WAP_SEX_AGE_RT,XA:2137,SEX_T,AGE_YTHADULT_YGE15,2018,59.3,R
ALB,EAP_2WAP_SEX_AGE_RT,XA:2137,SEX_T,AGE_YTHADULT_Y15-24,2018,35.644,R
ALB,EAP_2WAP_SEX_AGE_RT,XA:2137,SEX_T,AGE_YTHADULT_YGE25,2018,64.958,R
ALB,EAP_2WAP_SEX_AGE_RT,XA:2137,SEX_T,AGE_YTHADULT_YGE15,2019,60.31,R
ALB,EAP_2WAP_SEX_AGE_RT,XA:2137,SEX_T,AGE_YTHADULT_Y15-24,2019,36.578,R
ALB,EAP_2WAP_SEX_AGE_RT,XA:2137,SEX_T,AGE_YTHADULT_YGE25,2019,65.746,R
ALB,EAP_2WAP_SEX_AGE_RT,XA:2137,SEX_T,AGE_YTHADULT_YGE15,2020,57.792,
ALB,EAP_2WAP_SEX_AGE_RT,XA:2137,SEX_T,AGE_YTHADULT_Y15-24,2020,33.327,
ALB,EAP_2WAP_SEX_AGE_RT,XA:2137,SEX_T,AGE_YTHADULT_YGE25,2020,63.151,
ALB,EAP_2WAP_SEX_AGE_RT,XA:2137,SEX_T,AGE_YTHADULT_YGE15,2021,58.527,
ALB,EAP_2WAP_SEX_AGE_RT,XA:2137,SEX_T,AGE_YTHADULT_Y15-24,2021,34.684,
ALB,EAP_2WAP_SEX_AGE_RT,XA:2137,SEX_T,AGE_YTHADULT_YGE25,2021,63.492,
ARE,EAP_2WAP_SEX_AGE_RT,XA:1978,SEX_T,AGE_YTHADULT_YGE15,2010,78.936,
ARE,EAP_2WAP_SEX_AGE_RT,XA:1978,SEX_T,AGE_YTHADULT_Y15-24,2010,50.628,
ARE,EAP_2WAP_SEX_AGE_RT,XA:1978,SEX_T,AGE_YTHADULT_YGE25,2010,84.166,
ARE,EAP_2WAP_SEX_AGE_RT,XA:1978,SEX_T,AGE_YTHADULT_YGE15,2011,79.216,
ARE,EAP_2WAP_SEX_AGE_RT,XA:1978,SEX_T,AGE_YTHADULT_Y15-24,2011,50.966,
ARE,EAP_2WAP_SEX_AGE_RT,XA:1978,SEX_T,AGE_YTHADULT_YGE25,2011,84.401,
ARE,EAP_2WAP_SEX_AGE_RT,XA:1978,SEX_T,AGE_YTHADULT_YGE15,2012,79.492,
ARE,EAP_2WAP_SEX_AGE_RT,XA:1978,SEX_T,AGE_YTHADULT_Y15-24,2012,51.259,
ARE,EAP_2WAP_SEX_AGE_RT,XA:1978,SEX_T,AGE_YTHADULT_YGE25,2012,84.567,
ARE,EAP_2WAP_SEX_AGE_RT,XA:1978,SEX_T,AGE_YTHADULT_YGE15,2013,79.766,
ARE,EAP_2WAP_SEX_AGE_RT,XA:1978,SEX_T,AGE_YTHADULT_Y15-24,2013,51.473,
ARE,EAP_2WAP_SEX_AGE_RT,XA:1978,SEX_T,AGE_YTHADULT_YGE25,2013,84.603,
ARE,EAP_2WAP_SEX_AGE_RT,XA:1978,SEX_T,AGE_YTHADULT_YGE15,2014,80.036,
ARE,EAP_2WAP_SEX_AGE_RT,XA:1978,SEX_T,AGE_YTHADULT_Y15-24,2014,51.612,
ARE,EAP_2WAP_SEX_AGE_RT,XA:1978,SEX_T,AGE_YTHADULT_YGE25,2014,84.515,
ARE,EAP_2WAP_SEX_AGE_RT,XA:1978,SEX_T,AGE_YTHADULT_YGE15,2015,80.305,
ARE,EAP_2WAP_SEX_AGE_RT,XA:1978,SEX_T,AGE_YTHADULT_Y15-24,2015,51.711,
ARE,EAP_2WAP_SEX_AGE_RT,XA:1978,SEX_T,AGE_YTHADULT_YGE25,2015,84.362,
ARE,EAP_2WAP_SEX_AGE_RT,XA:1978,SEX_T,AGE_YTHADULT_YGE15,2016,80.57,R
ARE,EAP_2WAP_SEX_AGE_RT,XA:1978,SEX_T,AGE_YTHADULT_Y15-24,2016,52.238,
ARE,EAP_2WAP_SEX_AGE_RT,XA:1978,SEX_T,AGE_YTHADULT_YGE25,2016,84.923,
ARE,EAP_2WAP_SEX_AGE_RT,XA:1978,SEX_T,AGE_YTHADULT_YGE15,2017,80.77,R
ARE,EAP_2WAP_SEX_AGE_RT,XA:1978,SEX_T,AGE_YTHADULT_Y15-24,2017,52.703,R
ARE,EAP_2WAP_SEX_AGE_RT,XA:1978,SEX_T,AGE_YTHADULT_YGE25,2017,85.321,R
ARE,EAP_2WAP_SEX_AGE_RT,XA:1978,SEX_T,AGE_YTHADULT_YGE15,2018,79.2,R
ARE,EAP_2WAP_SEX_AGE_RT,XA:1978,SEX_T,AGE_YTHADULT_Y15-24,2018,50.686,R
ARE,EAP_2WAP_SEX_AGE_RT,XA:1978,SEX_T,AGE_YTHADULT_YGE25,2018,83.891,R
ARE,EAP_2WAP_SEX_AGE_RT,XA:1978,SEX_T,AGE_YTHADULT_YGE15,2019,79.181,
ARE,EAP_2WAP_SEX_AGE_RT,XA:1978,SEX_T,AGE_YTHADULT_Y15-24,2019,50.514,
ARE,EAP_2WAP_SEX_AGE_RT,XA:1978,SEX_T,AGE_YTHADULT_YGE25,2019,83.77,
ARE,EAP_2WAP_SEX_AGE_RT,XA:1978,SEX_T,AGE_YTHADULT_YGE15,2020,75.686,
ARE,EAP_2WAP_SEX_AGE_RT,XA:1978,SEX_T,AGE_YTHADULT_Y15-24,2020,46.04,
ARE,EAP_2WAP_SEX_AGE_RT,XA:1978,SEX_T,AGE_YTHADULT_YGE25,2020,80.162,
ARE,EAP_2WAP_SEX_AGE_RT,XA:1978,SEX_T,AGE_YTHADULT_YGE15,2021,76.427,
ARE,EAP_2WAP_SEX_AGE_RT,XA:1978,SEX_T,AGE_YTHADULT_Y15-24,2021,48.191,
ARE,EAP_2WAP_SEX_AGE_RT,XA:1978,SEX_T,AGE_YTHADULT_YGE25,2021,80.954,
ARG,EAP_2WAP_SEX_AGE_RT,XA:1868,SEX_T,AGE_YTHADULT_YGE15,2010,60.19,R
ARG,EAP_2WAP_SEX_AGE_RT,XA:1868,SEX_T,AGE_YTHADULT_Y15-24,2010,41.094,R
ARG,EAP_2WAP_SEX_AGE_RT,XA:1868,SEX_T,AGE_YTHADULT_YGE25,2010,65.823,R
ARG,EAP_2WAP_SEX_AGE_RT,XA:1868,SEX_T,AGE_YTHADULT_YGE15,2011,60.65,R
ARG,EAP_2WAP_SEX_AGE_RT,XA:1868,SEX_T,AGE_YTHADULT_Y15-24,2011,40.989,R
ARG,EAP_2WAP_SEX_AGE_RT,XA:1868,SEX_T,AGE_YTHADULT_YGE25,2011,66.404,R
ARG,EAP_2WAP_SEX_AGE_RT,XA:1868,SEX_T,AGE_YTHADULT_YGE15,2012,60.36,R
ARG,EAP_2WAP_SEX_AGE_RT,XA:1868,SEX_T,AGE_YTHADULT_Y15-24,2012,40.533,R
ARG,EAP_2WAP_SEX_AGE_RT,XA:1868,SEX_T,AGE_YTHADULT_YGE25,2012,66.106,R
ARG,EAP_2WAP_SEX_AGE_RT,XA:1868,SEX_T,AGE_YTHADULT_YGE15,2013,59.96,R
ARG,EAP_2WAP_SEX_AGE_RT,XA:1868,SEX_T,AGE_YTHADULT_Y15-24,2013,40.082,R
ARG,EAP_2WAP_SEX_AGE_RT,XA:1868,SEX_T,AGE_YTHADULT_YGE25,2013,65.653,R
ARG,EAP_2WAP_SEX_AGE_RT,XA:1868,SEX_T,AGE_YTHADULT_YGE15,2014,59.44,R
ARG,EAP_2WAP_SEX_AGE_RT,XA:1868,SEX_T,AGE_YTHADULT_Y15-24,2014,38.431,R
ARG,EAP_2WAP_SEX_AGE_RT,XA:1868,SEX_T,AGE_YTHADULT_YGE25,2014,65.379,R
ARG,EAP_2WAP_SEX_AGE_RT,XA:1868,SEX_T,AGE_YTHADULT_YGE15,2015,59.23,
ARG,EAP_2WAP_SEX_AGE_RT,XA:1868,SEX_T,AGE_YTHADULT_Y15-24,2015,38.583,
ARG,EAP_2WAP_SEX_AGE_RT,XA:1868,SEX_T,AGE_YTHADULT_YGE25,2015,64.986,
ARG,EAP_2WAP_SEX_AGE_RT,XA:1868,SEX_T,AGE_YTHADULT_YGE15,2016,59.02,
ARG,EAP_2WAP_SEX_AGE_RT,XA:1868,SEX_T,AGE_YTHADULT_Y15-24,2016,38.738,
ARG,EAP_2WAP_SEX_AGE_RT,XA:1868,SEX_T,AGE_YTHADULT_YGE25,2016,64.593,
ARG,EAP_2WAP_SEX_AGE_RT,XA:1868,SEX_T,AGE_YTHADULT_YGE15,2017,58.81,R
ARG,EAP_2WAP_SEX_AGE_RT,XA:1868,SEX_T,AGE_YTHADULT_Y15-24,2017,38.894,R
ARG,EAP_2WAP_SEX_AGE_RT,XA:1868,SEX_T,AGE_YTHADULT_YGE25,2017,64.197,R
ARG,EAP_2WAP_SEX_AGE_RT,XA:1868,SEX_T,AGE_YTHADULT_YGE15,2018,59.6,R
ARG,EAP_2WAP_SEX_AGE_RT,XA:1868,SEX_T,AGE_YTHADULT_Y15-24,2018,39.391,R
ARG,EAP_2WAP_SEX_AGE_RT,XA:1868,SEX_T,AGE_YTHADULT_YGE25,2018,64.98,R
ARG,EAP_2WAP_SEX_AGE_RT,XA:1868,SEX_T,AGE_YTHADULT_YGE15,2019,60.29,R
ARG,EAP_2WAP_SEX_AGE_RT,XA:1868,SEX_T,AGE_YTHADULT_Y15-24,2019,39.071,R
ARG,EAP_2WAP_SEX_AGE_RT,XA:1868,SEX_T,AGE_YTHADULT_YGE25,2019,65.854,R
ARG,EAP_2WAP_SEX_AGE_RT,XA:1868,SEX_T,AGE_YTHADULT_YGE15,2020,56.02,R
ARG,EAP_2WAP_SEX_AGE_RT,XA:1868,SEX_T,AGE_YTHADULT_Y15-24,2020,33.021,R
ARG,EAP_2WAP_SEX_AGE_RT,XA:1868,SEX_T,AGE_YTHADULT_YGE25,2020,61.967,R
ARG,EAP_2WAP_SEX_AGE_RT,XA:1868,SEX_T,AGE_YTHADULT_YGE15,2021,60.4,
ARG,EAP_2WAP_SEX_AGE_RT,XA:1868,SEX_T,AGE_YTHADULT_Y15-24,2021,38.709,
ARG,EAP_2WAP_SEX_AGE_RT,XA:1868,SEX_T,AGE_YTHADULT_YGE25,2021,65.942,
ARM,EAP_2WAP_SEX_AGE_RT,XA:1931,SEX_T,AGE_YTHADULT_YGE15,2010,56.28,R
ARM,EAP_2WAP_SEX_AGE_RT,XA:1931,SEX_T,AGE_YTHADULT_Y15-24,2010,34.944,R
ARM,EAP_2WAP_SEX_AGE_RT,XA:1931,SEX_T,AGE_YTHADULT_YGE25,2010,62.497,R
ARM,EAP_2WAP_SEX_AGE_RT,XA:1931,SEX_T,AGE_YTHADULT_YGE15,2011,57.65,R
ARM,EAP_2WAP_SEX_AGE_RT,XA:1931,SEX_T,AGE_YTHADULT_Y15-24,2011,38.67,R
ARM,EAP_2WAP_SEX_AGE_RT,XA:1931,SEX_T,AGE_YTHADULT_YGE25,2011,62.94,R
ARM,EAP_2WAP_SEX_AGE_RT,XA:1931,SEX_T,AGE_YTHADULT_YGE15,2012,57.93,
ARM,EAP_2WAP_SEX_AGE_RT,XA:1931,SEX_T,AGE_YTHADULT_Y15-24,2012,38.874,
ARM,EAP_2WAP_SEX_AGE_RT,XA:1931,SEX_T,AGE_YTHADULT_YGE25,2012,62.958,
ARM,EAP_2WAP_SEX_AGE_RT,XA:1931,SEX_T,AGE_YTHADULT_YGE15,2013,58.21,R
ARM,EAP_2WAP_SEX_AGE_RT,XA:1931,SEX_T,AGE_YTHADULT_Y15-24,2013,39.065,R
ARM,EAP_2WAP_SEX_AGE_RT,XA:1931,SEX_T,AGE_YTHADULT_YGE25,2013,62.958,R
ARM,EAP_2WAP_SEX_AGE_RT,XA:1931,SEX_T,AGE_YTHADULT_YGE15,2014,57.53,R
ARM,EAP_2WAP_SEX_AGE_RT,XA:1931,SEX_T,AGE_YTHADULT_Y15-24,2014,38.436,R
ARM,EAP_2WAP_SEX_AGE_RT,XA:1931,SEX_T,AGE_YTHADULT_YGE25,2014,61.973,R
ARM,EAP_2WAP_SEX_AGE_RT,XA:1931,SEX_T,AGE_YTHADULT_YGE15,2015,56.86,R
ARM,EAP_2WAP_SEX_AGE_RT,XA:1931,SEX_T,AGE_YTHADULT_Y15-24,2015,40.347,R
ARM,EAP_2WAP_SEX_AGE_RT,XA:1931,SEX_T,AGE_YTHADULT_YGE25,2015,60.475,R
ARM,EAP_2WAP_SEX_AGE_RT,XA:1931,SEX_T,AGE_YTHADULT_YGE15,2016,55.73,R
ARM,EAP_2WAP_SEX_AGE_RT,XA:1931,SEX_T,AGE_YTHADULT_Y15-24,2016,35.861,R
ARM,EAP_2WAP_SEX_AGE_RT,XA:1931,SEX_T,AGE_YTHADULT_YGE25,2016,59.831,R
ARM,EAP_2WAP_SEX_AGE_RT,XA:1931,SEX_T,AGE_YTHADULT_YGE15,2017,55.43,R
ARM,EAP_2WAP_SEX_AGE_RT,XA:1931,SEX_T,AGE_YTHADULT_Y15-24,2017,36.128,R
ARM,EAP_2WAP_SEX_AGE_RT,XA:1931,SEX_T,AGE_YTHADULT_YGE25,2017,59.197,R
ARM,EAP_2WAP_SEX_AGE_RT,XA:1931,SEX_T,AGE_YTHADULT_YGE15,2018,53.17,R
ARM,EAP_2WAP_SEX_AGE_RT,XA:1931,SEX_T,AGE_YTHADULT_Y15-24,2018,35.474,R
ARM,EAP_2WAP_SEX_AGE_RT,XA:1931,SEX_T,AGE_YTHADULT_YGE25,2018,56.456,R
ARM,EAP_2WAP_SEX_AGE_RT,XA:1931,SEX_T,AGE_YTHADULT_YGE15,2019,54.095,R
ARM,EAP_2WAP_SEX_AGE_RT,XA:1931,SEX_T,AGE_YTHADULT_Y15-24,2019,37.455,R
ARM,EAP_2WAP_SEX_AGE_RT,XA:1931,SEX_T,AGE_YTHADULT_YGE25,2019,57.063,R
ARM,EAP_2WAP_SEX_AGE_RT,XA:1931,SEX_T,AGE_YTHADULT_YGE15,2020,51.263,
ARM,EAP_2WAP_SEX_AGE_RT,XA:1931,SEX_T,AGE_YTHADULT_Y15-24,2020,33.632,
ARM,EAP_2WAP_SEX_AGE_RT,XA:1931,SEX_T,AGE_YTHADULT_YGE25,2020,54.323,
ARM,EAP_2WAP_SEX_AGE_RT,XA:1931,SEX_T,AGE_YTHADULT_YGE15,2021,51.914,
ARM,EAP_2WAP_SEX_AGE_RT,XA:1931,SEX_T,AGE_YTHADULT_Y15-24,2021,35.36,
ARM,EAP_2WAP_SEX_AGE_RT,XA:1931,SEX_T,AGE_YTHADULT_YGE25,2021,54.743,
AUS,EAP_2WAP_SEX_AGE_RT,XA:2202,SEX_T,AGE_YTHADULT_YGE15,2010,65.39,R
AUS,EAP_2WAP_SEX_AGE_RT,XA:2202,SEX_T,AGE_YTHADULT_Y15-24,2010,68.418,R
AUS,EAP_2WAP_SEX_AGE_RT,XA:2202,SEX_T,AGE_YTHADULT_YGE25,2010,64.749,R
AUS,EAP_2WAP_SEX_AGE_RT,XA:2202,SEX_T,AGE_YTHADULT_YGE15,2011,65.42,R
AUS,EAP_2WAP_SEX_AGE_RT,XA:2202,SEX_T,AGE_YTHADULT_Y15-24,2011,68.122,R
AUS,EAP_2WAP_SEX_AGE_RT,XA:2202,SEX_T,AGE_YTHADULT_YGE25,2011,64.855,R
AUS,EAP_2WAP_SEX_AGE_RT,XA:2202,SEX_T,AGE_YTHADULT_YGE15,2012,65.15,R
AUS,EAP_2WAP_SEX_AGE_RT,XA:2202,SEX_T,AGE_YTHADULT_Y15-24,2012,67.503,R
AUS,EAP_2WAP_SEX_AGE_RT,XA:2202,SEX_T,AGE_YTHADULT_YGE25,2012,64.665,R
AUS,EAP_2WAP_SEX_AGE_RT,XA:2202,SEX_T,AGE_YTHADULT_YGE15,2013,64.94,R
AUS,EAP_2WAP_SEX_AGE_RT,XA:2202,SEX_T,AGE_YTHADULT_Y15-24,2013,66.818,R
AUS,EAP_2WAP_SEX_AGE_RT,XA:2202,SEX_T,AGE_YTHADULT_YGE25,2013,64.559,R
AUS,EAP_2WAP_SEX_AGE_RT,XA:2202,SEX_T,AGE_YTHADULT_YGE15,2014,64.7,R
