ref_area,indicator,source,sex,classif1,time,obs_value,obs_status,note_classif,note_indicator,note_source
AFG,EAP_DWAP_SEX_AGE_RT,BB:6361,SEX_T,AGE_10YRBANDS_Y15-24,2012,38.77,,,,R1:3513
AFG,EAP_DWAP_SEX_AGE_RT,BB:6361,SEX_T,AGE_10YRBANDS_Y25-34,2012,56.24,,,,R1:3513
AFG,EAP_DWAP_SEX_AGE_RT,BB:6361,SEX_T,AGE_10YRBANDS_Y35-44,2012,58.55,,,,R1:3513
AFG,EAP_DWAP_SEX_AGE_RT,BB:6361,SEX_T,AGE_10YRBANDS_Y45-54,2012,51.12,,,,R1:3513
AFG,EAP_DWAP_SEX_AGE_RT,BB:6361,SEX_T,AGE_10YRBANDS_Y55-64,2012,40.21,,,,R1:3513
AFG,EAP_DWAP_SEX_AGE_RT,BB:6361,SEX_T,AGE_10YRBANDS_YGE65,2012,23.28,,,,R1:3513
AFG,EAP_DWAP_SEX_AGE_RT,BB:6361,SEX_T,AGE_5YRBANDS_TOTAL,2012,46.96,,,,R1:3513
AFG,EAP_DWAP_SEX_AGE_RT,BB:6361,SEX_T,AGE_5YRBANDS_Y15-19,2012,31.97,,,,R1:3513
AFG,EAP_DWAP_SEX_AGE_RT,BB:6361,SEX_T,AGE_5YRBANDS_Y20-24,2012,47.69,,,,R1:3513
AFG,EAP_DWAP_SEX_AGE_RT,BB:6361,SEX_T,AGE_5YRBANDS_Y25-29,2012,55.22,,,,R1:3513
AFG,EAP_DWAP_SEX_AGE_RT,BB:6361,SEX_T,AGE_5YRBANDS_Y30-34,2012,57.61,,,,R1:3513
AFG,EAP_DWAP_SEX_AGE_RT,BB:6361,SEX_T,AGE_5YRBANDS_Y35-39,2012,58.06,,,,R1:3513
AFG,EAP_DWAP_SEX_AGE_RT,BB:6361,SEX_T,AGE_5YRBANDS_Y40-44,2012,59.19,,,,R1:3513
AFG,EAP_DWAP_SEX_AGE_RT,BB:6361,SEX_T,AGE_5YRBANDS_Y45-49,2012,56.81,,,,R1:3513
AFG,EAP_DWAP_SEX_AGE_RT,BB:6361,SEX_T,AGE_5YRBANDS_Y50-54,2012,45.68,,,,R1:3513
AFG,EAP_DWAP_SEX_AGE_RT,BB:6361,SEX_T,AGE_5YRBANDS_Y55-59,2012,45.44,,,,R1:3513
AFG,EAP_DWAP_SEX_AGE_RT,BB:6361,SEX_T,AGE_5YRBANDS_Y60-64,2012,34.46,,,,R1:3513
AFG,EAP_DWAP_SEX_AGE_RT,BB:6361,SEX_T,AGE_5YRBANDS_YGE65,2012,23.28,,,,R1:3513
AFG,EAP_DWAP_SEX_AGE_RT,BB:6361,SEX_T,AGE_YTHADULT_YGE15,2014,51.73,,,,R1:3513
AFG,EAP_DWAP_SEX_AGE_RT,BB:6361,SEX_T,AGE_YTHADULT_Y15-64,2014,53.18,,,,R1:3513
AFG,EAP_DWAP_SEX_AGE_RT,BB:6361,SEX_T,AGE_YTHADULT_Y15-24,2014,48.46,,,,R1:3513
AFG,EAP_DWAP_SEX_AGE_RT,BB:6361,SEX_T,AGE_YTHADULT_YGE25,2014,53.74,,,,R1:3513
AFG,EAP_DWAP_SEX_AGE_RT,BB:6361,SEX_T,AGE_AGGREGATE_TOTAL,2014,51.73,,,,R1:3513
AFG,EAP_DWAP_SEX_AGE_RT,BB:6361,SEX_T,AGE_AGGREGATE_Y15-24,2014,48.46,,,,R1:3513
AFG,EAP_DWAP_SEX_AGE_RT,BB:6361,SEX_T,AGE_AGGREGATE_Y25-54,2014,58,,,,R1:3513
AFG,EAP_DWAP_SEX_AGE_RT,BB:6361,SEX_T,AGE_AGGREGATE_Y55-64,2014,44.81,,,,R1:3513
AFG,EAP_DWAP_SEX_AGE_RT,BB:6361,SEX_T,AGE_AGGREGATE_YGE65,2014,23.55,,,,R1:3513
AFG,EAP_DWAP_SEX_AGE_RT,BB:6361,SEX_T,AGE_10YRBANDS_TOTAL,2014,51.73,,,,R1:3513
AFG,EAP_DWAP_SEX_AGE_RT,BB:6361,SEX_T,AGE_10YRBANDS_Y15-24,2014,48.46,,,,R1:3513
AFG,EAP_DWAP_SEX_AGE_RT,BB:6361,SEX_T,AGE_10YRBANDS_Y25-34,2014,58.48,,,,R1:3513
AFG,EAP_DWAP_SEX_AGE_RT,BB:6361,SEX_T,AGE_10YRBANDS_Y35-44,2014,59.23,,,,R1:3513
AFG,EAP_DWAP_SEX_AGE_RT,BB:6361,SEX_T,AGE_10YRBANDS_Y45-54,2014,55.57,,,,R1:3513
AFG,EAP_DWAP_SEX_AGE_RT,BB:6361,SEX_T,AGE_10YRBANDS_Y55-64,2014,44.81,,,,R1:3513
AFG,EAP_DWAP_SEX_AGE_RT,BB:6361,SEX_T,AGE_10YRBANDS_YGE65,2014,23.55,,,,R1:3513
AFG,EAP_DWAP_SEX_AGE_RT,BB:6361,SEX_T,AGE_5YRBANDS_TOTAL,2014,51.73,,,,R1:3513
AFG,EAP_DWAP_SEX_AGE_RT,BB:6361,SEX_T,AGE_5YRBANDS_Y15-19,2014,47.81,,,,R1:3513
AFG,EAP_DWAP_SEX_AGE_RT,BB:6361,SEX_T,AGE_5YRBANDS_Y20-24,2014,49.28,,,,R1:3513
AFG,EAP_DWAP_SEX_AGE_RT,BB:6361,SEX_T,AGE_5YRBANDS_Y25-29,2014,57.42,,,,R1:3513
AFG,EAP_DWAP_SEX_AGE_RT,BB:6361,SEX_T,AGE_5YRBANDS_Y30-34,2014,60,,,,R1:3513
AFG,EAP_DWAP_SEX_AGE_RT,BB:6361,SEX_T,AGE_5YRBANDS_Y35-39,2014,58.63,,,,R1:3513
AFG,EAP_DWAP_SEX_AGE_RT,BB:6361,SEX_T,AGE_5YRBANDS_Y40-44,2014,59.91,,,,R1:3513
AFG,EAP_DWAP_SEX_AGE_RT,BB:6361,SEX_T,AGE_5YRBANDS_Y45-49,2014,58.34,,,,R1:3513
AFG,EAP_DWAP_SEX_AGE_RT,BB:6361,SEX_T,AGE_5YRBANDS_Y50-54,2014,52.69,,,,R1:3513
AFG,EAP_DWAP_SEX_AGE_RT,BB:6361,SEX_T,AGE_5YRBANDS_Y55-59,2014,49.69,,,,R1:3513
AFG,EAP_DWAP_SEX_AGE_RT,BB:6361,SEX_T,AGE_5YRBANDS_Y60-64,2014,40.08,,,,R1:3513
AFG,EAP_DWAP_SEX_AGE_RT,BB:6361,SEX_T,AGE_5YRBANDS_YGE65,2014,23.55,,,,R1:3513
AFG,EAP_DWAP_SEX_AGE_RT,BB:6361,SEX_T,AGE_YTHADULT_YGE15,2017,47.31,,,,R1:3513
AFG,EAP_DWAP_SEX_AGE_RT,BB:6361,SEX_T,AGE_YTHADULT_Y15-64,2017,48.74,,,,R1:3513
AFG,EAP_DWAP_SEX_AGE_RT,BB:6361,SEX_T,AGE_YTHADULT_Y15-24,2017,39.26,,,,R1:3513
AFG,EAP_DWAP_SEX_AGE_RT,BB:6361,SEX_T,AGE_YTHADULT_YGE25,2017,52.09,,,,R1:3513
AFG,EAP_DWAP_SEX_AGE_RT,BB:6361,SEX_T,AGE_AGGREGATE_TOTAL,2017,47.31,,,,R1:3513
AFG,EAP_DWAP_SEX_AGE_RT,BB:6361,SEX_T,AGE_AGGREGATE_Y15-24,2017,39.26,,,,R1:3513
AFG,EAP_DWAP_SEX_AGE_RT,BB:6361,SEX_T,AGE_AGGREGATE_Y25-54,2017,56.75,,,,R1:3513
AFG,EAP_DWAP_SEX_AGE_RT,BB:6361,SEX_T,AGE_AGGREGATE_Y55-64,2017,41.02,,,,R1:3513
AFG,EAP_DWAP_SEX_AGE_RT,BB:6361,SEX_T,AGE_AGGREGATE_YGE65,2017,20.45,,,,R1:3513
AFG,EAP_DWAP_SEX_AGE_RT,BB:6361,SEX_T,AGE_10YRBANDS_TOTAL,2017,47.31,,,,R1:3513
AFG,EAP_DWAP_SEX_AGE_RT,BB:6361,SEX_T,AGE_10YRBANDS_Y15-24,2017,39.26,,,,R1:3513
AFG,EAP_DWAP_SEX_AGE_RT,BB:6361,SEX_T,AGE_10YRBANDS_Y25-34,2017,56.46,,,,R1:3513
AFG,EAP_DWAP_SEX_AGE_RT,BB:6361,SEX_T,AGE_10YRBANDS_Y35-44,2017,59.64,,,,R1:3513
AFG,EAP_DWAP_SEX_AGE_RT,BB:6361,SEX_T,AGE_10YRBANDS_Y45-54,2017,53.3,,,,R1:3513
AFG,EAP_DWAP_SEX_AGE_RT,BB:6361,SEX_T,AGE_10YRBANDS_Y55-64,2017,41.02,,,,R1:3513
AFG,EAP_DWAP_SEX_AGE_RT,BB:6361,SEX_T,AGE_10YRBANDS_YGE65,2017,20.45,,,,R1:3513
AFG,EAP_DWAP_SEX_AGE_RT,BB:6361,SEX_T,AGE_5YRBANDS_TOTAL,2017,47.31,,,,R1:3513
AFG,EAP_DWAP_SEX_AGE_RT,BB:6361,SEX_T,AGE_5YRBANDS_Y15-19,2017,32.71,,,,R1:3513
AFG,EAP_DWAP_SEX_AGE_RT,BB:6361,SEX_T,AGE_5YRBANDS_Y20-24,2017,47.52,,,,R1:3513
AFG,EAP_DWAP_SEX_AGE_RT,BB:6361,SEX_T,AGE_5YRBANDS_Y25-29,2017,54.04,,,,R1:3513
AFG,EAP_DWAP_SEX_AGE_RT,BB:6361,SEX_T,AGE_5YRBANDS_Y30-34,2017,60.09,,,,R1:3513
AFG,EAP_DWAP_SEX_AGE_RT,BB:6361,SEX_T,AGE_5YRBANDS_Y35-39,2017,60.75,,,,R1:3513
AFG,EAP_DWAP_SEX_AGE_RT,BB:6361,SEX_T,AGE_5YRBANDS_Y40-44,2017,58.24,,,,R1:3513
AFG,EAP_DWAP_SEX_AGE_RT,BB:6361,SEX_T,AGE_5YRBANDS_Y45-49,2017,55.73,,,,R1:3513
AFG,EAP_DWAP_SEX_AGE_RT,BB:6361,SEX_T,AGE_5YRBANDS_Y50-54,2017,50.22,,,,R1:3513
AFG,EAP_DWAP_SEX_AGE_RT,BB:6361,SEX_T,AGE_5YRBANDS_Y55-59,2017,46.84,,,,R1:3513
AFG,EAP_DWAP_SEX_AGE_RT,BB:6361,SEX_T,AGE_5YRBANDS_Y60-64,2017,34.65,,,,R1:3513
AFG,EAP_DWAP_SEX_AGE_RT,BB:6361,SEX_T,AGE_5YRBANDS_YGE65,2017,20.45,,,,R1:3513
AFG,EAP_DWAP_SEX_AGE_RT,BA:15715,SEX_T,AGE_YTHADULT_YGE15,2020,41.58,,,,R1:3513
AFG,EAP_DWAP_SEX_AGE_RT,BA:15715,SEX_T,AGE_YTHADULT_Y15-64,2020,42.79,,,,R1:3513
AFG,EAP_DWAP_SEX_AGE_RT,BA:15715,SEX_T,AGE_YTHADULT_Y15-24,2020,33.96,,,,R1:3513
AFG,EAP_DWAP_SEX_AGE_RT,BA:15715,SEX_T,AGE_YTHADULT_YGE25,2020,45.99,,,,R1:3513
AFG,EAP_DWAP_SEX_AGE_RT,BA:15715,SEX_T,AGE_AGGREGATE_TOTAL,2020,41.58,,,,R1:3513
AFG,EAP_DWAP_SEX_AGE_RT,BA:15715,SEX_T,AGE_AGGREGATE_Y15-24,2020,33.96,,,,R1:3513
AFG,EAP_DWAP_SEX_AGE_RT,BA:15715,SEX_T,AGE_AGGREGATE_Y25-54,2020,49.81,,,,R1:3513
AFG,EAP_DWAP_SEX_AGE_RT,BA:15715,SEX_T,AGE_AGGREGATE_Y55-64,2020,36.83,,,,R1:3513
AFG,EAP_DWAP_SEX_AGE_RT,BA:15715,SEX_T,AGE_AGGREGATE_YGE65,2020,18.69,,,,R1:3513
AFG,EAP_DWAP_SEX_AGE_RT,BA:15715,SEX_T,AGE_10YRBANDS_TOTAL,2020,41.58,,,,R1:3513
AFG,EAP_DWAP_SEX_AGE_RT,BA:15715,SEX_T,AGE_10YRBANDS_Y15-24,2020,33.96,,,,R1:3513
AFG,EAP_DWAP_SEX_AGE_RT,BA:15715,SEX_T,AGE_10YRBANDS_Y25-34,2020,49.45,,,,R1:3513
AFG,EAP_DWAP_SEX_AGE_RT,BA:15715,SEX_T,AGE_10YRBANDS_Y35-44,2020,52.55,,,,R1:3513
AFG,EAP_DWAP_SEX_AGE_RT,BA:15715,SEX_T,AGE_10YRBANDS_Y45-54,2020,46.33,,,,R1:3513
AFG,EAP_DWAP_SEX_AGE_RT,BA:15715,SEX_T,AGE_10YRBANDS_Y55-64,2020,36.83,,,,R1:3513
AFG,EAP_DWAP_SEX_AGE_RT,BA:15715,SEX_T,AGE_10YRBANDS_YGE65,2020,18.69,,,,R1:3513
AFG,EAP_DWAP_SEX_AGE_RT,BA:15715,SEX_T,AGE_5YRBANDS_TOTAL,2020,41.58,,,,R1:3513
AFG,EAP_DWAP_SEX_AGE_RT,BA:15715,SEX_T,AGE_5YRBANDS_Y15-19,2020,29.11,,,,R1:3513
AFG,EAP_DWAP_SEX_AGE_RT,BA:15715,SEX_T,AGE_5YRBANDS_Y20-24,2020,40.26,,,,R1:3513
AFG,EAP_DWAP_SEX_AGE_RT,BA:15715,SEX_T,AGE_5YRBANDS_Y25-29,2020,47.72,,,,R1:3513
AFG,EAP_DWAP_SEX_AGE_RT,BA:15715,SEX_T,AGE_5YRBANDS_Y30-34,2020,51.86,,,,R1:3513
AFG,EAP_DWAP_SEX_AGE_RT,BA:15715,SEX_T,AGE_5YRBANDS_Y35-39,2020,51.61,,,,R1:3513
AFG,EAP_DWAP_SEX_AGE_RT,BA:15715,SEX_T,AGE_5YRBANDS_Y40-44,2020,53.69,,,,R1:3513
AFG,EAP_DWAP_SEX_AGE_RT,BA:15715,SEX_T,AGE_5YRBANDS_Y45-49,2020,49.37,,,,R1:3513
AFG,EAP_DWAP_SEX_AGE_RT,BA:15715,SEX_T,AGE_5YRBANDS_Y50-54,2020,42.72,,,,R1:3513
AFG,EAP_DWAP_SEX_AGE_RT,BA:15715,SEX_T,AGE_5YRBANDS_Y55-59,2020,40.55,,,,R1:3513
AFG,EAP_DWAP_SEX_AGE_RT,BA:15715,SEX_T,AGE_5YRBANDS_Y60-64,2020,32.77,,,,R1:3513
AFG,EAP_DWAP_SEX_AGE_RT,BA:15715,SEX_T,AGE_5YRBANDS_YGE65,2020,18.69,,,,R1:3513
AGO,EAP_DWAP_SEX_AGE_RT,BB:13366,SEX_T,AGE_YTHADULT_YGE15,2011,77.32,,,,R1:3513
AGO,EAP_DWAP_SEX_AGE_RT,BB:13366,SEX_T,AGE_YTHADULT_Y15-64,2011,77.82,,,,R1:3513
AGO,EAP_DWAP_SEX_AGE_RT,BB:13366,SEX_T,AGE_YTHADULT_Y15-24,2011,57.63,,,,R1:3513
AGO,EAP_DWAP_SEX_AGE_RT,BB:13366,SEX_T,AGE_YTHADULT_YGE25,2011,89.16,,,,R1:3513
AGO,EAP_DWAP_SEX_AGE_RT,BB:13366,SEX_T,AGE_AGGREGATE_TOTAL,2011,77.32,,,,R1:3513
AGO,EAP_DWAP_SEX_AGE_RT,BB:13366,SEX_T,AGE_AGGREGATE_Y15-24,2011,57.63,,,,R1:3513
AGO,EAP_DWAP_SEX_AGE_RT,BB:13366,SEX_T,AGE_AGGREGATE_Y25-54,2011,91.39,,,,R1:3513
AGO,EAP_DWAP_SEX_AGE_RT,BB:13366,SEX_T,AGE_AGGREGATE_Y55-64,2011,88.02,,,,R1:3513
AGO,EAP_DWAP_SEX_AGE_RT,BB:13366,SEX_T,AGE_AGGREGATE_YGE65,2011,68.01,,,,R1:3513
AGO,EAP_DWAP_SEX_AGE_RT,BB:13366,SEX_T,AGE_10YRBANDS_TOTAL,2011,77.32,,,,R1:3513
AGO,EAP_DWAP_SEX_AGE_RT,BB:13366,SEX_T,AGE_10YRBANDS_Y15-24,2011,57.63,,,,R1:3513
AGO,EAP_DWAP_SEX_AGE_RT,BB:13366,SEX_T,AGE_10YRBANDS_Y25-34,2011,88.47,,,,R1:3513
AGO,EAP_DWAP_SEX_AGE_RT,BB:13366,SEX_T,AGE_10YRBANDS_Y35-44,2011,93.66,,,,R1:3513
AGO,EAP_DWAP_SEX_AGE_RT,BB:13366,SEX_T,AGE_10YRBANDS_Y45-54,2011,93.58,,,,R1:3513
AGO,EAP_DWAP_SEX_AGE_RT,BB:13366,SEX_T,AGE_10YRBANDS_Y55-64,2011,88.02,,,,R1:3513
AGO,EAP_DWAP_SEX_AGE_RT,BB:13366,SEX_T,AGE_10YRBANDS_YGE65,2011,68.01,,,,R1:3513
AGO,EAP_DWAP_SEX_AGE_RT,BB:13366,SEX_T,AGE_5YRBANDS_TOTAL,2011,77.32,,,,R1:3513
AGO,EAP_DWAP_SEX_AGE_RT,BB:13366,SEX_T,AGE_5YRBANDS_Y15-19,2011,44.82,,,,R1:3513
AGO,EAP_DWAP_SEX_AGE_RT,BB:13366,SEX_T,AGE_5YRBANDS_Y20-24,2011,73.81,,,,R1:3513
AGO,EAP_DWAP_SEX_AGE_RT,BB:13366,SEX_T,AGE_5YRBANDS_Y25-29,2011,88.03,,,,R1:3513
AGO,EAP_DWAP_SEX_AGE_RT,BB:13366,SEX_T,AGE_5YRBANDS_Y30-34,2011,89.05,,,,R1:3513
AGO,EAP_DWAP_SEX_AGE_RT,BB:13366,SEX_T,AGE_5YRBANDS_Y35-39,2011,93.46,,,,R1:3513
AGO,EAP_DWAP_SEX_AGE_RT,BB:13366,SEX_T,AGE_5YRBANDS_Y40-44,2011,93.89,,,,R1:3513
AGO,EAP_DWAP_SEX_AGE_RT,BB:13366,SEX_T,AGE_5YRBANDS_Y45-49,2011,93.88,,,,R1:3513
AGO,EAP_DWAP_SEX_AGE_RT,BB:13366,SEX_T,AGE_5YRBANDS_Y50-54,2011,93.19,,,,R1:3513
AGO,EAP_DWAP_SEX_AGE_RT,BB:13366,SEX_T,AGE_5YRBANDS_Y55-59,2011,91.23,,,,R1:3513
AGO,EAP_DWAP_SEX_AGE_RT,BB:13366,SEX_T,AGE_5YRBANDS_Y60-64,2011,83.98,,,,R1:3513
AGO,EAP_DWAP_SEX_AGE_RT,BB:13366,SEX_T,AGE_5YRBANDS_YGE65,2011,68.01,,,,R1:3513
AGO,EAP_DWAP_SEX_AGE_RT,BA:13951,SEX_T,AGE_YTHADULT_YGE15,2010,77.26,,,,
AGO,EAP_DWAP_SEX_AGE_RT,BA:13951,SEX_T,AGE_YTHADULT_Y15-64,2010,77.78,,,,
AGO,EAP_DWAP_SEX_AGE_RT,BA:13951,SEX_T,AGE_YTHADULT_Y15-24,2010,57.24,,,,
AGO,EAP_DWAP_SEX_AGE_RT,BA:13951,SEX_T,AGE_YTHADULT_YGE25,2010,89.18,,,,
AGO,EAP_DWAP_SEX_AGE_RT,BA:13951,SEX_T,AGE_AGGREGATE_TOTAL,2010,77.26,,,,
AGO,EAP_DWAP_SEX_AGE_RT,BA:13951,SEX_T,AGE_AGGREGATE_Y15-24,2010,57.24,,,,
AGO,EAP_DWAP_SEX_AGE_RT,BA:13951,SEX_T,AGE_AGGREGATE_Y25-54,2010,91.24,,,,
AGO,EAP_DWAP_SEX_AGE_RT,BA:13951,SEX_T,AGE_AGGREGATE_Y55-64,2010,88.28,,,,
AGO,EAP_DWAP_SEX_AGE_RT,BA:13951,SEX_T,AGE_AGGREGATE_YGE65,2010,66.25,,,,
AGO,EAP_DWAP_SEX_AGE_RT,AA:835,SEX_T,AGE_YTHADULT_YGE15,2014,43.56,,,,R1:3513
AGO,EAP_DWAP_SEX_AGE_RT,AA:835,SEX_T,AGE_YTHADULT_Y15-64,2014,43.71,,,,R1:3513
AGO,EAP_DWAP_SEX_AGE_RT,AA:835,SEX_T,AGE_YTHADULT_Y15-24,2014,26.1,,,,R1:3513
AGO,EAP_DWAP_SEX_AGE_RT,AA:835,SEX_T,AGE_YTHADULT_YGE25,2014,52.62,,,,R1:3513
AGO,EAP_DWAP_SEX_AGE_RT,AA:835,SEX_T,AGE_AGGREGATE_TOTAL,2014,43.56,,,,R1:3513
AGO,EAP_DWAP_SEX_AGE_RT,AA:835,SEX_T,AGE_AGGREGATE_Y15-24,2014,26.1,,,,R1:3513
AGO,EAP_DWAP_SEX_AGE_RT,AA:835,SEX_T,AGE_AGGREGATE_Y25-54,2014,54.03,,,,R1:3513
AGO,EAP_DWAP_SEX_AGE_RT,AA:835,SEX_T,AGE_AGGREGATE_Y55-64,2014,49.4,,,,R1:3513
AGO,EAP_DWAP_SEX_AGE_RT,AA:835,SEX_T,AGE_AGGREGATE_YGE65,2014,40.16,,,,R1:3513
AGO,EAP_DWAP_SEX_AGE_RT,AA:835,SEX_T,AGE_10YRBANDS_TOTAL,2014,43.56,,,,R1:3513
AGO,EAP_DWAP_SEX_AGE_RT,AA:835,SEX_T,AGE_10YRBANDS_Y15-24,2014,26.1,,,,R1:3513
AGO,EAP_DWAP_SEX_AGE_RT,AA:835,SEX_T,AGE_10YRBANDS_Y25-34,2014,51.82,,,,R1:3513
AGO,EAP_DWAP_SEX_AGE_RT,AA:835,SEX_T,AGE_10YRBANDS_Y35-44,2014,55.89,,,,R1:3513
AGO,EAP_DWAP_SEX_AGE_RT,AA:835,SEX_T,AGE_10YRBANDS_Y45-54,2014,55.93,,,,R1:3513
AGO,EAP_DWAP_SEX_AGE_RT,AA:835,SEX_T,AGE_10YRBANDS_Y55-64,2014,49.4,,,,R1:3513
AGO,EAP_DWAP_SEX_AGE_RT,AA:835,SEX_T,AGE_10YRBANDS_YGE65,2014,40.16,,,,R1:3513
AGO,EAP_DWAP_SEX_AGE_RT,AA:835,SEX_T,AGE_5YRBANDS_TOTAL,2014,43.56,,,,R1:3513
AGO,EAP_DWAP_SEX_AGE_RT,AA:835,SEX_T,AGE_5YRBANDS_Y15-19,2014,16.54,,,,R1:3513
AGO,EAP_DWAP_SEX_AGE_RT,AA:835,SEX_T,AGE_5YRBANDS_Y20-24,2014,37.2,,,,R1:3513
AGO,EAP_DWAP_SEX_AGE_RT,AA:835,SEX_T,AGE_5YRBANDS_Y25-29,2014,50.22,,,,R1:3513
AGO,EAP_DWAP_SEX_AGE_RT,AA:835,SEX_T,AGE_5YRBANDS_Y30-34,2014,53.88,,,,R1:3513
AGO,EAP_DWAP_SEX_AGE_RT,AA:835,SEX_T,AGE_5YRBANDS_Y35-39,2014,55.37,,,,R1:3513
AGO,EAP_DWAP_SEX_AGE_RT,AA:835,SEX_T,AGE_5YRBANDS_Y40-44,2014,56.58,,,,R1:3513
AGO,EAP_DWAP_SEX_AGE_RT,AA:835,SEX_T,AGE_5YRBANDS_Y45-49,2014,56.63,,,,R1:3513
AGO,EAP_DWAP_SEX_AGE_RT,AA:835,SEX_T,AGE_5YRBANDS_Y50-54,2014,55.1,,,,R1:3513
