Country Code,"Series Code","YR2004","YR2005","YR2006","YR2007","YR2008","YR2009","YR2010","YR2011","YR2012","YR2013","YR2014","YR2015","YR2016","YR2017","YR2018","YR2019","YR2020"
ALB,"5.01.01.01.indust","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1"
ALB,"5.51.01.06.matern","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0.66667","0.66667"
ALB,"IQ.SCI.MTHD","60","60","70","70","60","60","60","60","70","60","50","50","60","70","80","70","80"
ALB,"2.01.01.02.nabase","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
ALB,"5.13.01.01.who","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
ALB,"IQ.SCI.OVRL","76.6666666666667","77.7777777777778","81.1111111111111","80","76.6666666666667","77.7777777777778","70","70","73.3333333333333","68.8888888888889","75.5555555555556","72.2222333333333","82.2222333333333","88.8889","82.2222333333333","78.8889","87.7778"
ALB,"5.51.01.10.gdp","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
ALB,"IQ.SCI.PRDC","70","73.33333","73.33333","70","70","73.33333","70","70","70","66.6666666666667","76.6666666666667","66.6667","86.6667","96.6667","86.6667","76.6667","93.3334"
ALB,"3.11.01.01.popcen","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
ALB,"5.14.01.01.povsurv","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
ALB,"5.51.01.08.primcomp","0.33333","0.66667","0.66667","0.33333","0.33333","0.33333","0","0","0","0","0","0","1","1","1","1","1"
ALB,"IQ.SCI.SRCE","100","100","100","100","100","100","80","80","80","80","100","100","100","100","80","90","90"
ALB,"5.21.01.01.sdds","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
ALB,"5.12.01.01.unesco","1","1","1","1","0","0","0","0","1","1","1","1","1","1","1","1","1"
ALB,"3.11.01.03.popreg","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
DZA,"5.51.01.09.water","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
DZA,"3.01.04.01.agcen","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0"
DZA,"2.04.01.01.excncpt","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
DZA,"5.51.01.02.malnut","1","1","1","1","1","1","1","1","1","0.66667","0.66667","0.66667","0.66667","0.66667","0.66667","0.33333","0.33333"
DZA,"5.51.01.03.mortal","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
DZA,"2.01.03.01.prcpbase","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0"
DZA,"5.04.01.01.exdebt","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
DZA,"5.51.01.07.gender","0.66667","1","1","1","1","1","1","1","1","1","0.66667","0.66667","0.33333","0.33333","0","0","0"
DZA,"3.02.01.02.fscov","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
DZA,"5.13.01.01.hlthsurv","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0","0.5","0.5","0.5","1","1","0","0.5","0.5"
DZA,"5.51.01.05.hiv","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1"
DZA,"5.51.01.04.immun","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
DZA,"5.04.01.02.impexp","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
DZA,"5.51.01.01.poverty","0.33333","0.33333","0.33333","0.33333","0.33333","0","0","0","0","0","0","0","0","0.33333","0.33333","0.33333","0.33333"
DZA,"5.01.01.01.indust","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
DZA,"5.51.01.06.matern","0.66667","0.66667","0.66667","0.66667","0.66667","0.66667","1","1","1","1","0.66667","0.66667","0.66667","1","1","1","0.33333"
DZA,"IQ.SCI.MTHD","30","50","50","50","50","50","50","60","60","50","50","50","50","60","50","50","50"
DZA,"2.01.01.02.nabase","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
DZA,"5.13.01.01.who","0","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","0"
DZA,"IQ.SCI.OVRL","54.4444444444444","63.3333333333333","63.3333333333333","60","58.8888888888889","57.7777777777778","58.8888888888889","62.2222222222222","58.8888888888889","51.1111111111111","52.2222222222222","53.3333666666667","55.5555666666667","61.1111","50","52.2222","49.9999666666667"
DZA,"5.51.01.10.gdp","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
DZA,"IQ.SCI.PRDC","73.33333","80","80","80","76.66667","73.33333","76.66667","76.66667","76.66667","73.3333333333333","76.6666666666667","80.0001","76.6667","83.3333","80","76.6666","69.9999"
DZA,"3.11.01.01.popcen","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
DZA,"5.14.01.01.povsurv","0.5","0.5","0.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
DZA,"5.51.01.08.primcomp","0.66667","1","1","1","0.66667","0.66667","0.66667","0.66667","0.66667","0.66667","0.66667","1","1","1","1","1","1"
DZA,"IQ.SCI.SRCE","60","60","60","50","50","50","50","50","40","30","30","30","40","40","20","30","30"
DZA,"5.21.01.01.sdds","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
DZA,"5.12.01.01.unesco","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
DZA,"3.11.01.03.popreg","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
AGO,"5.51.01.09.water","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
AGO,"3.01.04.01.agcen","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
AGO,"2.04.01.01.excncpt","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1"
AGO,"5.51.01.02.malnut","0.33333","0.66667","0.66667","0.66667","0.66667","0.66667","0.33333","0.66667","0.66667","0.66667","0.33333","0.33333","0.33333","0.33333","0.66667","0.66667","0.66667"
AGO,"5.51.01.03.mortal","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
AGO,"2.01.03.01.prcpbase","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
AGO,"5.04.01.01.exdebt","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
AGO,"5.51.01.07.gender","0.33333","0","0","0","0","0","0.33333","0.33333","0.66667","0.66667","0.66667","0.66667","0.33333","0.33333","0","0","0"
AGO,"3.02.01.02.fscov","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
AGO,"5.13.01.01.hlthsurv","1","1","1","0.5","0","0.5","0.5","0.5","0.5","0","0.5","0.5","0.5","1","0","0","0"
AGO,"5.51.01.05.hiv","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
AGO,"5.51.01.04.immun","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
AGO,"5.04.01.02.impexp","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
AGO,"5.51.01.01.poverty","0.33333","0.33333","0.33333","0.33333","0.33333","0.33333","0.33333","0.33333","0.33333","0.66667","0.33333","0.33333","0.33333","0.33333","0.33333","0.33333","0.33333"
AGO,"5.01.01.01.indust","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1"
AGO,"5.51.01.06.matern","0.33333","0.66667","0.66667","0.66667","0.66667","0.66667","0.33333","0.66667","0.66667","0.66667","0.66667","0.33333","0.33333","0.33333","0.66667","0.66667","0.66667"
AGO,"IQ.SCI.MTHD","30","40","40","40","50","40","40","40","50","60","60","40","30","30","40","40","40"
AGO,"2.01.01.02.nabase","1","1","1","1","1","0","0","0","0","1","1","0","0","0","0","0","0"
AGO,"5.13.01.01.who","1","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0"
AGO,"IQ.SCI.OVRL","41.1111111111111","45.5555555555556","45.5555555555556","42.2222222222222","42.2222222222222","45.5555555555556","45.5555555555556","47.7777777777778","50","47.7777777777778","48.8888888888889","47.7777666666667","42.2221666666667","45.5555","42.2222333333333","48.8889","45.5555666666667"
AGO,"5.51.01.10.gdp","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
AGO,"IQ.SCI.PRDC","63.33333","66.66667","66.66667","66.66667","66.66667","66.66667","66.66667","73.33333","80","83.3333333333333","76.6666666666667","73.3333","66.6665","66.6665","66.6667","66.6667","66.6667"
AGO,"3.11.01.01.popcen","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
AGO,"5.14.01.01.povsurv","0.5","0.5","0.5","0.5","0.5","1","1","1","0.5","0","0","0","0","0","0","0","0.5"
AGO,"5.51.01.08.primcomp","0","0","0","0","0","0","0.33333","0.33333","0.66667","0.66667","0.66667","0.66667","0.33333","0.33333","0","0","0"
AGO,"IQ.SCI.SRCE","30","30","30","20","10","30","30","30","20","0","10","30","30","40","20","40","30"
AGO,"5.21.01.01.sdds","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
AGO,"5.12.01.01.unesco","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0"
AGO,"3.11.01.03.popreg","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
ATG,"5.51.01.09.water","..","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
ATG,"3.01.04.01.agcen","..","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","0"
ATG,"2.04.01.01.excncpt","..","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
ATG,"5.51.01.02.malnut","..","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
ATG,"5.51.01.03.mortal","..","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
ATG,"2.01.03.01.prcpbase","..","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
ATG,"5.04.01.01.exdebt","..","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0","0"
ATG,"5.51.01.07.gender","..","0","0","0","0","0.33333","0.33333","0.66667","0.66667","1","1","0.66667","0.66667","0.66667","0.66667","0.66667","0.66667"
ATG,"3.02.01.02.fscov","..","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
ATG,"5.13.01.01.hlthsurv","..","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
ATG,"5.51.01.05.hiv","..","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
ATG,"5.51.01.04.immun","..","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
ATG,"5.04.01.02.impexp","..","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
ATG,"5.51.01.01.poverty","..","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
ATG,"5.01.01.01.indust","..","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
ATG,"5.51.01.06.matern","..","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
ATG,"IQ.SCI.MTHD","..","20","20","20","30","20","10","20","30","40","50","50","50","40","10","20","30"
ATG,"2.01.01.02.nabase","..","0","0","0","0","0","0","0","1","1","1","1","1","1","0","0","0"
ATG,"5.13.01.01.who","..","1","1","1","1","1","0","0","0","0","1","1","1","1","0","0","1"
ATG,"IQ.SCI.OVRL","..","36.6666666666667","36.6666666666667","36.6666666666667","46.6666666666667","44.4444444444444","42.2222222222222","46.6666666666667","51.1111111111111","55.5555555555556","58.8888888888889","57.7778","57.7778","54.4444666666667","43.3333333333333","47.7778","44.4444666666667"
ATG,"5.51.01.10.gdp","..","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
ATG,"IQ.SCI.PRDC","..","50","50","50","50","53.33333","56.66667","60","63.33333","66.6666666666667","66.6666666666667","63.3334","63.3334","63.3334","60","63.3334","63.3334"
ATG,"3.11.01.01.popcen","..","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
ATG,"5.14.01.01.povsurv","..","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
ATG,"5.51.01.08.primcomp","..","0","0","0","0","0","0.33333","0.33333","0.66667","0.66667","0.66667","0.66667","0.66667","0.66667","0.33333","0.66667","0.66667"
ATG,"IQ.SCI.SRCE","..","40","40","40","60","60","60","60","60","60","60","60","60","60","60","60","40"
ATG,"5.21.01.01.sdds","..","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
ATG,"5.12.01.01.unesco","..","0","0","0","1","0","0","1","1","1","1","1","1","1","0","1","1"
ATG,"3.11.01.03.popreg","..","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
ARG,"5.51.01.09.water","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
ARG,"3.01.04.01.agcen","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
ARG,"2.04.01.01.excncpt","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
ARG,"5.51.01.02.malnut","0.66667","0.66667","0.66667","0.66667","0.33333","0.66667","0.33333","0.33333","0.33333","0.33333","0.33333","0.33333","0.33333","0.33333","0.33333","0","0.33333"
ARG,"5.51.01.03.mortal","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
ARG,"2.01.03.01.prcpbase","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0"
ARG,"5.04.01.01.exdebt","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
ARG,"5.51.01.07.gender","1","1","1","1","1","1","1","1","1","0.66667","0.66667","0.66667","0.66667","0.66667","1","1","0.66667"
ARG,"3.02.01.02.fscov","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
ARG,"5.13.01.01.hlthsurv","0","0","0","0","0","0","0","0","0","0","0","1","0.5","0.5","0","0","0.5"
ARG,"5.51.01.05.hiv","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1"
ARG,"5.51.01.04.immun","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
ARG,"5.04.01.02.impexp","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","0"
ARG,"5.51.01.01.poverty","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
ARG,"5.01.01.01.indust","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
ARG,"5.51.01.06.matern","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
ARG,"IQ.SCI.MTHD","100","90","90","80","90","90","90","90","90","70","100","100","90","80","70","70","60"
ARG,"2.01.01.02.nabase","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0"
ARG,"5.13.01.01.who","1","1","1","0","1","1","1","1","1","0","1","1","1","1","1","1","0"
ARG,"IQ.SCI.OVRL","92.2222222222222","88.8888888888889","88.8888888888889","85.5555555555555","86.6666666666667","87.7777777777778","86.6666666666667","85.5555555555555","85.5555555555555","76.6666666666667","83.3333333333333","95.5555666666667","88.8889","85.5555666666667","81.1111","80","78.8889"
ARG,"5.51.01.10.gdp","1","1","1","1","0.66667","0.66667","0.66667","0.33333","0.33333","0.33333","0.33333","1","1","1","1","1","1"
ARG,"IQ.SCI.PRDC","96.66667","96.66667","96.66667","96.66667","90","93.33333","90","86.66667","86.66667","80","70","86.6667","86.6667","86.6667","93.3333","90","86.6667"
ARG,"3.11.01.01.popcen","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
ARG,"5.14.01.01.povsurv","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
ARG,"5.51.01.08.primcomp","1","1","1","1","1","1","1","1","1","0.66667","0.66667","0.66667","0.66667","0.66667","1","1","0.66667"
ARG,"IQ.SCI.SRCE","80","80","80","80","80","80","80","80","80","80","80","100","90","90","80","80","90"
ARG,"5.21.01.01.sdds","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
ARG,"5.12.01.01.unesco","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
ARG,"3.11.01.03.popreg","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
ARM,"5.51.01.09.water","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
ARM,"3.01.04.01.agcen","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
ARM,"2.04.01.01.excncpt","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
ARM,"5.51.01.02.malnut","0.66667","0.66667","0.66667","0.66667","0.66667","1","1","1","0.66667","0.66667","0.66667","0.66667","0.66667","0.66667","0.66667","0.66667","0.66667"
ARM,"5.51.01.03.mortal","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
ARM,"2.01.03.01.prcpbase","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
ARM,"5.04.01.01.exdebt","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
ARM,"5.51.01.07.gender","0.33333","0.33333","0.66667","0.66667","1","1","1","1","1","0.66667","0.33333","0.33333","0","0.33333","0.66667","0.66667","0.66667"
ARM,"3.02.01.02.fscov","0","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1"
ARM,"5.13.01.01.hlthsurv","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0.5","0.5","0.5"
ARM,"5.51.01.05.hiv","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
ARM,"5.51.01.04.immun","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
ARM,"5.04.01.02.impexp","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
ARM,"5.51.01.01.poverty","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
ARM,"5.01.01.01.indust","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
ARM,"5.51.01.06.matern","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
ARM,"IQ.SCI.MTHD","70","90","90","100","100","100","100","100","90","100","100","100","100","90","100","100","100"
ARM,"2.01.01.02.nabase","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
ARM,"5.13.01.01.who","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
ARM,"IQ.SCI.OVRL","77.7777777777778","84.4444444444444","86.6666666666667","90","92.2222222222222","93.3333333333333","92.2222222222222","92.2222222222222","86.6666666666667","88.8888888888889","87.7777777777778","93.3333333333333","92.2222333333333","91.1111","93.3333666666667","93.3333666666667","94.4444666666667"
ARM,"5.51.01.10.gdp","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
ARM,"IQ.SCI.PRDC","83.33333","83.33333","90","90","96.66667","100","96.66667","96.66667","90","86.6666666666667","83.3333333333333","80","76.6667","83.3333","90.0001","90.0001","93.3334"
ARM,"3.11.01.01.popcen","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
ARM,"5.14.01.01.povsurv","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
ARM,"5.51.01.08.primcomp","0.33333","0.33333","0.66667","0.66667","1","1","0.66667","0.66667","0.33333","0.33333","0.33333","0","0","0.33333","0.66667","0.66667","1"
ARM,"IQ.SCI.SRCE","80","80","80","80","80","80","80","80","80","80","80","100","100","100","90","90","90"
ARM,"5.21.01.01.sdds","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
ARM,"5.12.01.01.unesco","0","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1"
ARM,"3.11.01.03.popreg","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
AZE,"5.51.01.09.water","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
AZE,"3.01.04.01.agcen","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
AZE,"2.04.01.01.excncpt","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
AZE,"5.51.01.02.malnut","0.66667","1","1","1","1","1","1","1","1","0.66667","0.33333","0.33333","0.66667","0.66667","1","1","0.66667"
AZE,"5.51.01.03.mortal","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
AZE,"2.01.03.01.prcpbase","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
AZE,"5.04.01.01.exdebt","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
AZE,"5.51.01.07.gender","0","0","0","0","0","0.33333","0.33333","0.66667","0.66667","1","1","0.66667","1","0","0","0","0.33333"
AZE,"3.02.01.02.fscov","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1"
AZE,"5.13.01.01.hlthsurv","1","1","1","1","1","1","1","1","0.5","0","0","0","0","0","0","0","0"
AZE,"5.51.01.05.hiv","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","1"
AZE,"5.51.01.04.immun","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
AZE,"5.04.01.02.impexp","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
AZE,"5.51.01.01.poverty","0.33333","0.66667","0.66667","0.66667","0.66667","0.33333","0.33333","0.33333","0.66667","0.66667","0.66667","1","1","1","0.33333","0","0"
AZE,"5.01.01.01.indust","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1"
AZE,"5.51.01.06.matern","1","1","1","1","1","1","1","1","1","1","1","0.66667","1","1","1","1","1"
AZE,"IQ.SCI.MTHD","70","70","70","70","70","70","70","60","60","70","60","60","70","80","80","80","80"
AZE,"2.01.01.02.nabase","1","1","1","1","1","1","1","1","1","1","0","0","0","1","1","1","1"
AZE,"5.13.01.01.who","1","1","1","1","1","0","0","0","0","0","0","0","1","1","1","1","1"
AZE,"IQ.SCI.OVRL","76.6666666666667","78.8888888888889","78.8888888888889","78.8888888888889","78.8888888888889","78.8888888888889","78.8888888888889","76.6666666666667","74.4444444444444","74.4444444444444","70","67.7778","75.5555666666667","82.2222333333333","77.7777666666667","76.6666666666667","80"
AZE,"5.51.01.10.gdp","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
AZE,"IQ.SCI.PRDC","80","86.66667","86.66667","86.66667","86.66667","86.66667","86.66667","90","93.33333","93.3333333333333","90","83.3334","96.6667","86.6667","73.3333","70","80"
AZE,"3.11.01.01.popcen","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
